N	3gram	Voloshinov_1	FransuaR
1	то же время	5	6
2	в то же	5	6
3	и до конца	3	5
4	как мы уже	4	5
5	до сих пор	3	4
6	но в то	3	4
7	начала и до	1	4
8	на самом деле	2	3
9	в отличие от	1	3
10	а также и	1	3
11	и прежде всего	5	3
12	для того чтобы	1	3
13	говорит об этом	1	2
14	по отношению к	9	2
15	но и в	1	2
16	в этом отношении	2	2
17	это вовсе не	1	2
18	одной и той	1	2
19	по сравнению с	1	2
20	и той же	1	2
21	не может быть	3	2
22	все то что	2	2
23	и культурной жизни	1	2
24	в данном случае	3	2
25	его отношение к	2	2
26	о том что	1	2
27	можно сказать что	3	2
28	как мы видели	4	2
29	но как раз	1	1
30	нет и не	1	1
31	же время это	1	1
32	или во всяком	1	1
33	том что в	1	1
34	оно может быть	1	1
35	дело в том	1	1
36	так как в	1	1
37	в настоящее время	1	1
38	в этом случае	1	1
39	как это делает	1	1
40	в нем и	1	1
41	и в данном	1	1
42	с точки зрения	10	1
43	они не могут	1	1
44	и не может	1	1
45	в эту эпоху	1	1
46	хотя бы и	2	1
47	в таких случаях	2	1
48	бы то ни	1	1
49	и др и	1	1
50	он и не	1	1
51	в собственном смысле	1	1
52	как раз наиболее	1	1
53	смысле слова мы	1	1
54	в своей основе	1	1
55	большую роль в	1	1
56	может быть и	1	1
57	в особенности в	1	1
58	что между ними	1	1
59	однако и здесь	1	1
60	в высшей степени	2	1
61	какое же значение	1	1
62	между ними уже	1	1
63	с помощью которого	1	1
64	как будто бы	1	1
65	во всех отношениях	1	1
66	там же где	1	1
67	то что он	1	1
68	упомянем еще о	1	1
69	уже и в	1	1
70	во всяком случае	3	1
71	мы все время	1	1
72	мы видели что	1	1
73	в свое время	1	1
74	по ту сторону	3	1
75	во всех этих	1	1
76	только то что	2	1
77	сих пор не	1	1
78	то что может	1	1
79	так как его	1	1
80	в вопросе о	1	1
81	узком смысле слова	2	1
82	каждого из этих	1	1
83	в свою очередь	1	1
84	это и есть	1	1
85	она похожа на	1	1
86	к нему и	1	1
87	с самого начала	5	1
88	мы знаем что	3	1
89	или же к	1	1
90	помощью которого они	1	1
91	лежит на границе	1	1
92	в ее целом	3	1
93	еще не исчерпывается	1	1
94	таким образом и	1	1
95	это как бы	2	1
96	и др в	1	1
97	в узком смысле	1	1
98	мы уже указывали	3	1
99	так и по	1	1
100	но все же	1	1
101	внешнего и внутреннего	1	1
102	в том что	4	1
103	в последнем счете	1	1
104	не нуждается в	1	1
