N	2gram	Voloshinov_1	RusskieA
1	и в	38	29
2	том что	3	22
3	в том	2	22
4	что в	1	22
5	в поле	1	19
6	как бы	28	18
7	и другие	1	14
8	так как	7	13
9	может быть	13	13
10	в этом	10	11
11	как и	10	11
12	одна из	1	11
13	не только	27	10
14	и с	5	10
15	все это	4	10
16	а на	2	9
17	о том	4	9
18	а в	5	9
19	его в	4	8
20	или на	1	8
21	но и	13	8
22	как в	2	7
23	мы видели	5	7
24	или в	2	7
25	мы имеем	2	6
26	мы не	9	6
27	еще не	3	6
28	и на	6	6
29	при этом	9	6
30	таким образом	7	6
31	того чтобы	7	6
32	для нас	3	6
33	для того	9	6
34	с тем	8	6
35	вместе с	5	6
36	этом случае	3	6
37	же в	1	6
38	должна была	2	5
39	но не	2	5
40	но в	5	5
41	это не	3	5
42	не может	12	5
43	потому что	5	5
44	для этого	1	5
45	и что	1	5
46	будто бы	1	5
47	то что	8	5
48	с ней	2	5
49	к этому	2	5
50	же как	1	4
51	то же	14	4
52	вопрос о	2	4
53	видели что	3	4
54	уже не	4	4
55	на поле	1	4
56	их в	3	4
57	том же	1	4
58	а затем	1	4
59	в которых	2	4
60	не в	6	4
61	тогда когда	1	4
62	у нас	4	4
63	что сила	1	4
64	к нему	2	4
65	так что	1	4
66	в виде	1	4
67	из них	3	4
68	именно в	1	4
69	а не	6	4
70	о чем	1	4
71	так же	4	4
72	как это	5	4
73	предположить что	1	4
74	и все	4	4
75	в таком	1	4
76	и о	1	3
77	в ее	3	3
78	только тогда	2	3
79	что это	4	3
80	все эти	2	3
81	в этой	6	3
82	главным образом	3	3
83	на этом	1	3
84	с другими	2	3
85	должен был	1	3
86	не всегда	2	3
87	на первый	1	3
88	в этих	2	3
89	в котором	3	3
90	не будем	1	3
91	она не	1	3
92	будут рассмотрены	1	3
93	в таких	1	3
94	и после	1	3
95	и другой	1	3
96	как мы	9	3
97	должно было	3	3
98	во всех	6	3
99	того что	4	3
100	как например	2	3
101	между тем	3	3
102	в качестве	4	3
103	связь с	2	3
104	или даже	2	3
105	за ним	1	3
106	руки и	1	3
107	друг друга	2	3
108	связаны с	4	3
109	тем что	2	3
110	по всей	1	3
111	что для	1	3
112	тому как	1	3
113	и от	7	3
114	было бы	7	3
115	но если	1	3
116	вряд ли	3	2
117	также что	1	2
118	одним из	1	2
119	и то	3	2
120	тем и	2	2
121	на самом	3	2
122	переход от	1	2
123	это и	1	2
124	и всем	1	2
125	так чтобы	1	2
126	что иное	2	2
127	на себя	1	2
128	не совсем	1	2
129	между собой	2	2
130	иное как	2	2
131	не был	1	2
132	там и	1	2
133	природы и	2	2
134	очевидно что	2	2
135	иногда и	1	2
136	с этим	2	2
137	все же	7	2
138	как думали	1	2
139	как уже	2	2
140	и как	9	2
141	не было	2	2
142	не можем	1	2
143	та же	3	2
144	в которой	7	2
145	представляет собой	2	2
146	из этих	1	2
147	если он	3	2
148	эти теории	1	2
149	не к	3	2
150	характер в	1	2
151	но вместе	1	2
152	из мертвых	1	2
153	здесь мы	3	2
154	связанные с	2	2
155	об этом	3	2
156	для них	2	2
157	должно быть	2	2
158	в своей	2	2
159	нас не	2	2
160	в их	1	2
161	должны были	2	2
162	тем не	1	2
163	с развитием	2	2
164	не менее	1	2
165	как можно	1	2
166	в то	9	2
167	дело не	1	2
168	того как	1	2
169	о них	1	2
170	никогда не	7	2
171	того в	1	2
172	на природу	1	2
173	где-нибудь в	1	2
174	связи с	3	2
175	кроме того	2	2
176	к таким	1	2
177	все то	2	2
178	когда мы	6	2
179	о происхождении	2	2
