N	2gram	Losev_Prob_4	Vvedenie
1	и т	4	42
2	т д	3	36
3	т е	1	35
4	и в	20	32
5	в том	20	31
6	в этом	9	30
7	том что	12	26
8	может быть	9	26
9	не только	24	22
10	для того	3	21
11	того чтобы	2	20
12	таким образом	8	19
13	также и	13	18
14	то что	15	16
15	потому что	15	15
16	так как	5	15
17	не может	5	14
18	в самом	2	13
19	в нем	5	13
20	о том	5	13
21	в их	1	12
22	в его	3	12
23	того что	1	12
24	только в	23	12
25	и не	28	12
26	как на	1	12
27	как мы	3	11
28	в ее	5	11
29	ясно что	7	11
30	в данном	6	11
31	что в	3	10
32	то же	7	9
33	в истории	3	9
34	и как	3	9
35	но в	8	9
36	по себе	11	9
37	в той	8	9
38	этом смысле	3	9
39	а только	6	8
40	это не	7	8
41	не в	13	8
42	тем не	10	8
43	не менее	10	8
44	с другой	7	8
45	именно в	7	8
46	самом деле	3	7
47	вопрос о	1	7
48	но не	5	7
49	все же	2	7
50	к выводу	1	7
51	было бы	14	7
52	точки зрения	14	7
53	уже и	3	7
54	можно было	4	7
55	выводу что	1	7
56	дело с	2	7
57	прежде всего	11	7
58	о котором	1	7
59	смысле слова	15	6
60	и это	2	6
61	из этих	1	6
62	как он	1	6
63	том чтобы	2	6
64	его в	2	6
65	с тем	4	6
66	как и	6	6
67	представить себе	2	6
68	вовсе не	21	6
69	в то	4	6
70	в качестве	10	6
71	тем что	3	6
72	не могут	1	6
73	и его	10	6
74	и даже	9	6
75	до сих	1	6
76	но и	14	6
77	а именно	2	6
78	сих пор	1	6
79	все это	9	6
80	хотя бы	7	6
81	одним из	1	5
82	мере в	1	5
83	в целом	1	5
84	иное как	2	5
85	или вообще	1	5
86	с их	1	5
87	об этом	6	5
88	и тем	7	5
89	данном случае	5	5
90	в них	5	5
91	но если	6	5
92	сказать что	7	5
93	могут быть	1	5
94	так что	6	5
95	уже в	4	5
96	не есть	12	5
97	т п	1	5
98	что не	4	5
99	а не	7	5
100	по своему	6	5
101	она есть	1	5
102	как бы	4	5
103	другой стороны	6	5
104	в какой	4	5
105	вместе с	5	5
106	связана с	1	4
107	и то	2	4
108	как это	3	4
109	смотреть на	2	4
110	мы имеем	6	4
111	науки и	1	4
112	что иное	2	4
113	не просто	16	4
114	независимо от	3	4
115	уже не	5	4
116	в себе	12	4
117	но ведь	1	4
118	взять в	1	4
119	в своей	4	4
120	в котором	2	4
121	по сравнению	1	4
122	по крайней	6	4
123	отдельные области	1	4
124	как о	3	4
125	не имеет	4	4
126	в разных	4	4
127	только с	1	4
128	в каждом	1	4
129	здесь нет	3	4
130	это только	1	4
131	времени и	4	4
132	внимание на	1	4
133	и что	2	4
134	крайней мере	6	4
135	еще не	7	4
136	что он	8	4
137	и ее	4	4
138	с одной	1	4
139	этого понятия	2	4
140	в виде	22	4
141	всяком случае	4	4
142	само по	1	4
143	как раз	4	4
144	даже и	13	4
145	одной стороны	1	4
146	еще и	3	4
147	о чем	1	4
148	сравнению с	1	4
149	с этой	1	4
150	и для	4	4
151	относящихся к	1	4
152	только что	2	4
153	а в	4	4
154	не что	2	4
155	во всяком	8	4
156	и есть	4	3
157	что уже	1	3
158	так чтобы	2	3
159	говорить о	2	3
160	не вполне	2	3
161	то это	3	3
162	в виду	6	3
163	и этого	1	3
164	и на	3	3
165	в чем	2	3
166	совсем не	1	3
167	сама по	2	3
168	стороны и	2	3
169	однако не	4	3
170	хотя и	5	3
171	с понятием	1	3
172	и к	3	3
173	за собой	2	3
174	бы и	3	3
175	что это	2	3
176	все эти	16	3
177	в этой	4	3
178	в известном	2	3
179	что она	4	3
180	при этом	6	3
181	если бы	8	3
182	что представляет	1	3
183	не как	1	3
184	отношений между	1	3
185	вообще не	3	3
186	смысле как	2	3
187	всего то	1	3
188	на этой	2	3
189	заключается в	2	3
190	отчет в	4	3
191	в прямом	1	3
192	и уже	1	3
193	чем в	1	3
194	нисколько не	1	3
195	в этих	5	3
196	и вот	1	3
197	xx в	1	3
198	однако в	2	3
199	этой области	1	3
200	дело в	2	3
201	дело не	3	3
202	своей природе	1	3
203	связи с	3	3
204	как будто	11	3
205	в области	3	3
206	в каком	6	3
207	но все	3	3
208	себе что	1	3
209	прошлом и	1	3
210	в ней	7	3
211	на том	1	3
212	что может	1	3
213	и вообще	6	3
214	чтобы понять	1	3
215	можно сказать	5	3
216	а также	6	3
217	или как	1	3
218	к нему	3	3
219	известном смысле	1	3
220	культурного развития	1	3
221	одной из	4	3
222	что даже	1	3
223	история и	1	3
224	в начале	3	3
225	при помощи	10	3
226	из них	3	3
227	в известной	1	3
228	в одном	4	3
229	в конце	2	3
230	что и	3	3
231	отношение к	1	3
232	но что	1	3
233	в очень	1	3
234	до конца	1	3
235	говорит о	2	3
236	только по	1	3
237	так называемых	1	3
238	так же	5	3
239	такого рода	7	3
240	что же	1	3
241	да и	5	3
242	действительность в	2	3
243	в своем	3	3
244	каждой из	2	3
245	к тому	3	3
246	том виде	2	3
247	в результате	8	3
248	в частности	2	3
249	гораздо более	1	3
250	как говорят	1	2
251	же как	1	2
252	художественных произведений	1	2
253	и до	1	2
254	что мы	3	2
255	есть не	6	2
256	мы не	7	2
257	что если	1	2
258	а во-вторых	1	2
259	что можно	1	2
260	которое в	2	2
261	так называемые	1	2
262	того же	2	2
263	в каждой	3	2
264	и был	1	2
265	целое и	1	2
266	время в	1	2
267	природы и	1	2
268	и всего	1	2
269	значение и	1	2
270	себе и	3	2
271	чем же	3	2
272	так называемая	2	2
273	сам же	1	2
274	в этот	1	2
275	чем больше	1	2
276	учение о	3	2
277	ни одна	2	2
278	что к	2	2
279	и те	1	2
280	что каждая	2	2
281	и совершенно	2	2
282	в принципе	1	2
283	не к	2	2
284	в силу	1	2
285	же касается	1	2
286	в другом	3	2
287	и с	7	2
288	действительности в	1	2
289	в прошлом	1	2
290	для них	2	2
291	но уже	1	2
292	о которых	2	2
293	и представить	1	2
294	этого не	2	2
295	во внимание	1	2
296	несмотря на	4	2
297	как сказано	1	2
298	ни с	4	2
299	другое дело	2	2
300	должно быть	1	2
301	и тогда	2	2
302	и при	1	2
303	будет в	1	2
304	с точки	11	2
305	мы называем	1	2
306	для объяснения	1	2
307	так называемое	1	2
308	не могли	2	2
309	том же	1	2
310	тому что	1	2
311	что чем	2	2
312	в отношении	4	2
313	с теми	1	2
314	никогда не	1	2
315	казалось бы	3	2
316	в отношениях	1	2
317	ничего не	1	2
318	находятся в	2	2
319	но понимать	1	2
320	иной раз	1	2
321	до того	2	2
322	у нас	14	2
323	когда мы	5	2
324	есть только	2	2
325	с полной	1	2
326	этой книги	1	2
327	той или	14	2
328	рядом с	1	2
329	если же	1	2
330	значительной мере	2	2
331	говоря уже	2	2
332	идет речь	2	2
333	нечто целое	3	2
334	и сам	1	2
335	из двух	1	2
336	так и	10	2
337	принять во	1	2
338	мог бы	1	2
339	не нужно	1	2
340	для этого	2	2
341	же самое	6	2
342	в содержании	1	2
343	познания и	1	2
344	только так	2	2
345	и здесь	1	2
346	искусства и	1	2
347	что научное	1	2
348	к действительности	1	2
349	в значительной	2	2
350	во всех	4	2
351	тем или	1	2
352	и требует	1	2
353	однако с	1	2
354	этому поводу	1	2
355	нуждается в	1	2
356	своему значению	1	2
357	вообще и	1	2
358	тем более	4	2
359	все время	2	2
360	по содержанию	2	2
361	быть и	1	2
362	отдать себе	1	2
363	здесь не	7	2
364	и так	1	2
365	для нее	1	2
366	по этому	2	2
367	сильнее чем	1	2
368	по самой	1	2
369	к какому	1	2
370	только на	2	2
371	чем они	1	2
372	мы можем	3	2
373	само собой	3	2
374	или иной	13	2
375	и др	1	2
376	обратить внимание	1	2
377	не говоря	3	2
378	не было	3	2
379	в подлинном	1	2
380	поставить в	1	2
381	бы ее	1	2
382	в связи	3	2
383	в конкретных	1	2
384	из которых	3	2
385	на каком-нибудь	1	2
386	с этим	4	2
387	истории в	1	2
