N	3gram	Voloshinov_1	Problemy
1	с точки зрения	6	8
2	в большинстве случаев	3	8
3	до сих пор	3	7
4	не может быть	3	4
5	друг с другом	1	4
6	в самом деле	2	4
7	можно было бы	1	3
8	той или иной	1	3
9	из этих трех	1	2
10	в этом смысле	3	2
11	нам кажется что	2	2
12	как мы сказали	1	2
13	друг на друга	2	2
14	и та же	1	2
15	одна и та	1	2
16	в другом человеке	1	2
17	если бы он	1	1
18	я и мир	1	1
19	уже не может	1	1
20	дело в том	1	1
21	есть прежде всего	1	1
22	то же самое	1	1
23	же как и	1	1
24	по крайней мере	3	1
25	и ту же	1	1
26	так как его	1	1
27	бы то ни	1	1
28	сознание и в	1	1
29	а может быть	1	1
30	при всей ее	1	1
31	может быть даже	1	1
32	рано или поздно	1	1
33	как и всегда	1	1
34	еще не стали	1	1
35	остановимся прежде всего	1	1
36	со всеми его	1	1
37	и со всеми	1	1
38	нельзя сказать о	1	1
39	то ни было	1	1
40	с одной стороны	1	1
41	ничего общего не	1	1
42	в связи с	1	1
43	как один из	1	1
44	каких бы то	1	1
45	прежде всего на	1	1
46	с нею и	1	1
47	во всяком случае	3	1
48	самом деле в	1	1
49	о том что	2	1
50	если б я	1	1
51	это творчество как	1	1
52	в сознание и	2	1
53	он прежде всего	1	1
54	так и в	1	1
55	на самом деле	4	1
56	мы можем сказать	2	1
57	этой точки зрения	1	1
58	что может быть	1	1
59	можно сказать что	3	1
60	в известной степени	1	1
61	как мы знаем	1	1
62	таким образом и	1	1
63	и что он	1	1
64	одну и ту	1	1
65	во всех его	2	1
66	в том что	1	1
67	можем сказать что	1	1
68	мы увидим что	1	1
69	только себя и	1	1
