N	3gram	Bakhtin_Pr_1	Hudozhes
1	в том что	3	11
2	по отношению к	19	7
3	подобно тому как	1	4
4	то же время	3	4
5	в то же	3	4
6	к тому что	1	4
7	а между тем	1	3
8	в самом деле	3	3
9	не может быть	11	3
10	как и в	1	3
11	в конечном счете	4	3
12	с одной стороны	3	3
13	для того чтобы	2	3
14	тем не менее	3	3
15	о том как	1	2
16	и в этом	1	2
17	с точки зрения	6	2
18	до сих пор	1	2
19	и в то	2	2
20	хотя бы и	1	2
21	и т п	13	2
22	можно было бы	3	2
23	в данном случае	4	2
24	то же самое	2	2
25	того или иного	2	2
26	не только в	2	2
27	что все они	1	2
28	и т д	1	2
29	все что угодно	1	1
30	переводит его в	1	1
31	зрения на мир	1	1
32	что с ним	1	1
33	той или иной	2	1
34	то ни стало	1	1
35	не следует что	2	1
36	дело в том	1	1
37	да и не	1	1
38	ибо в нем	1	1
39	в настоящее время	1	1
40	мы ничего не	1	1
41	отношению к этой	1	1
42	во что бы	1	1
43	именно то что	1	1
44	и в других	1	1
45	весьма характерной для	1	1
46	бы то ни	3	1
47	между тем как	5	1
48	в этом отношении	2	1
49	в этом произведении	1	1
50	с самим собою	1	1
51	ничего не узнаем	1	1
52	а иногда и	1	1
53	едва ли может	1	1
54	то или иное	2	1
55	что бы то	1	1
56	в значительной степени	1	1
57	не чуждо и	1	1
58	а также и	1	1
59	самостоятельной позиции по	1	1
60	то время как	1	1
61	имеем дело с	1	1
62	только в таком	1	1
63	ни стало и	1	1
64	с другой стороны	4	1
65	и в том	1	1
66	бы не было	1	1
67	позиции по отношению	1	1
68	в себе самой	1	1
69	а в том	1	1
70	в то время	1	1
71	в нашем примере	2	1
72	в первом случае	1	1
73	та или иная	1	1
74	он не нуждается	1	1
75	серьезность и значительность	1	1
76	и в самом	1	1
77	ли может быть	1	1
78	можно сказать что	2	1
79	если бы не	1	1
80	она не могла	1	1
81	мы имеем дело	2	1
82	но как только	1	1
83	человека и его	1	1
84	не нуждается в	1	1
85	лежит не в	1	1
86	в художественном целом	1	1
