N	3gram	Bakhtin_Fr_6	Formalny
1	не может быть	1	10
2	в связи с	1	10
3	с точки зрения	2	7
4	в этом отношении	3	7
5	в самом деле	4	5
6	то же время	5	5
7	в то же	5	5
8	вместе с тем	1	4
9	в зависимости от	1	3
10	сам по себе	1	3
11	но и в	2	3
12	в большинстве случаев	4	3
13	в значительной степени	1	3
14	с другой стороны	2	3
15	до известной степени	1	3
16	ни о каком	1	3
17	для того чтобы	1	3
18	так как они	1	2
19	на первый план	3	2
20	как это было	1	2
21	в конце концов	1	2
22	и в этой	1	2
23	но все же	1	2
24	с тем и	1	2
25	таким образом не	1	2
26	и прежде всего	2	2
27	в предисловии к	1	2
28	в том что	2	2
29	не могли не	1	1
30	что же касается	1	1
31	по этому вопросу	1	1
32	более или менее	1	1
33	и до сих	1	1
34	и в особенности	2	1
35	в настоящее время	1	1
36	и там где	1	1
37	по самому своему	1	1
38	с одной стороны	4	1
39	в одной из	1	1
40	более того можно	1	1
41	и для всех	1	1
42	до сих пор	3	1
43	и должна быть	1	1
44	в неразрывной связи	1	1
45	является одним из	1	1
46	как мы увидим	2	1
47	во всех этих	2	1
48	очень характерна в	1	1
49	широком смысле включая	1	1
50	из того что	1	1
51	на этот вопрос	1	1
52	и с помощью	1	1
53	нам в корне	1	1
54	именно в этом	1	1
55	мы полагаем что	1	1
56	быть самим собой	1	1
57	не совпадает с	1	1
58	в этой области	1	1
59	в данном случае	2	1
60	но в то	1	1
61	и тот же	2	1
62	смысле этого слова	1	1
63	в той же	4	1
64	как один из	2	1
65	в одной плоскости	2	1
66	в высшую степень	1	1
67	самому своему существу	1	1
68	в большей или	3	1
69	или меньшей степени	2	1
70	в пределе вовсе	1	1
71	все же не	1	1
72	то что он	1	1
73	а не как	1	1
74	но и с	2	1
75	до настоящего времени	1	1
76	говорить о нем	1	1
77	один и тот	1	1
78	в широком смысле	1	1
79	только то что	1	1
80	могли не оказать	1	1
81	неразрывной связи с	1	1
82	таким образом в	2	1
83	большей или меньшей	3	1
84	и отчасти в	1	1
85	рядом с этим	1	1
86	может быть конечно	1	1
87	с помощью которых	2	1
88	ровно ничего не	1	1
89	он стал бы	1	1
90	и до настоящего	1	1
91	остается и до	1	1
92	что и в	1	1
