N	2gram	Nazirov_Tv_1	FransuaR
1	и в	21	41
2	то есть	12	20
3	таким образом	5	19
4	в этом	6	15
5	как и	12	14
6	и все	6	14
7	то же	13	13
8	все эти	1	13
9	в этой	5	13
10	мы уже	1	12
11	в его	13	12
12	в себе	2	11
13	в том	7	11
14	прежде всего	4	11
15	так и	2	10
16	в то	15	10
17	все это	10	10
18	в своем	4	9
19	не в	2	9
20	же время	12	9
21	и его	6	9
22	в качестве	2	9
23	но и	3	9
24	что в	12	9
25	движение в	1	8
26	но в	7	8
27	в конце	1	8
28	то что	8	8
29	и от	4	8
30	в нем	3	7
31	в эпоху	1	7
32	вовсе не	5	7
33	в них	1	7
34	как бы	17	7
35	и не	7	7
36	в романе	10	7
37	и до	1	6
38	ни в	1	6
39	он хочет	1	6
40	о том	6	6
41	только в	5	6
42	это не	4	6
43	для него	6	6
44	у него	7	6
45	с помощью	1	6
46	все они	1	6
47	в году	7	5
48	эпизоде с	1	5
49	как в	8	5
50	и к	1	5
51	не только	7	5
52	в плане	1	5
53	на этом	1	5
54	потому что	5	5
55	и это	1	5
56	в ней	2	5
57	к нему	1	5
58	и у	2	5
59	уже в	3	5
60	что и	2	5
61	вместе с	2	5
62	так же	3	5
63	в другое	1	5
64	а в	6	5
65	к этому	2	5
66	место в	3	4
67	в сущности	1	4
68	и на	7	4
69	хотя и	3	4
70	целый ряд	1	4
71	и наконец	2	4
72	та же	4	4
73	что это	1	4
74	в аду	1	4
75	он не	8	4
76	на земле	3	4
77	но все	1	4
78	и с	3	4
79	на этой	1	4
80	том что	11	4
81	но он	2	4
82	одна из	2	4
83	в виду	2	4
84	в образе	1	4
85	в последней	1	4
86	и здесь	1	4
87	сверху вниз	1	4
88	влияние на	2	4
89	уже говорили	1	4
90	может быть	5	4
91	в более	1	4
92	было бы	1	4
93	мира в	2	4
94	к жизни	2	4
95	конце концов	1	4
96	и есть	1	3
97	ад и	1	3
98	из самых	1	3
99	той же	3	3
100	я не	3	3
101	с ее	3	3
102	проявляется в	1	3
103	он был	1	3
104	во всех	1	3
105	совсем не	1	3
106	кроме того	1	3
107	его к	1	3
108	и те	1	3
109	так сказать	2	3
110	при этом	7	3
111	и по	3	3
112	в нее	1	3
113	связанные с	1	3
114	в мире	4	3
115	его в	1	3
116	во время	1	3
117	в своей	4	3
118	в их	3	3
119	тем самым	7	3
120	в отношении	1	3
121	не имеет	1	3
122	тем что	1	3
123	свою очередь	1	3
124	смерти в	1	3
125	за то	2	3
126	что у	1	3
