N	2gram	Propp_Isto_2	Psycholo
1	то что	12	44
2	и в	15	33
3	в этом	11	28
4	и что	6	25
5	как бы	6	25
6	потому что	9	24
7	том что	7	22
8	того чтобы	2	22
9	может быть	17	22
10	что в	12	21
11	в том	6	21
12	о том	3	20
13	что он	24	20
14	как это	3	14
15	что это	6	13
16	таким образом	7	13
17	так же	13	13
18	и не	11	13
19	все это	3	13
20	сказать что	2	13
21	самом деле	2	12
22	в самом	1	12
23	было бы	5	12
24	к тому	5	12
25	если мы	1	12
26	так как	14	12
27	он не	8	11
28	говорит что	3	10
29	на то	3	10
30	что она	5	10
31	в его	6	10
32	как она	4	10
33	не может	5	10
34	то же	10	9
35	в этой	4	9
36	и если	2	9
37	по себе	1	9
38	как будто	3	8
39	совершенно ясно	2	8
40	вместе с	7	8
41	характера и	1	8
42	в каком	1	8
43	показать что	2	7
44	не только	18	7
45	в нем	7	7
46	так что	6	7
47	и только	2	7
48	до конца	1	7
49	когда он	3	7
50	для нас	4	7
51	и т	19	6
52	на самом	2	6
53	в сущности	2	6
54	в ней	4	6
55	что они	10	6
56	перед нами	2	6
57	все эти	4	6
58	в себе	4	6
59	после этого	4	6
60	во время	2	6
61	всякий раз	1	6
62	но он	4	6
63	что эта	2	6
64	когда мы	2	6
65	это не	2	6
66	мы видим	8	6
67	у него	4	6
68	а не	5	6
69	что мы	3	6
70	мы должны	4	6
71	это и	1	5
72	мы уже	6	5
73	полагает что	1	5
74	мы не	3	5
75	в целом	1	5
76	и на	4	5
77	только после	4	5
78	о смерти	1	5
79	с этим	5	5
80	все же	9	5
81	и как	1	5
82	как он	3	5
83	и может	2	5
84	как и	2	5
85	нисколько не	2	5
86	самого начала	2	5
87	никогда не	15	5
88	что самое	1	5
89	и его	3	5
90	и это	3	5
91	с самого	2	5
92	и совершенно	1	5
93	казалось бы	1	5
94	с ним	1	5
95	в какой	1	5
96	вовсе не	1	5
97	мы можем	8	5
98	связь с	4	5
99	из этого	1	5
100	и есть	5	4
101	той же	2	4
102	в которой	2	4
103	я не	2	4
104	не то	1	4
105	могла бы	2	4
106	не будет	1	4
107	это было	1	4
108	с тем	9	4
109	этот материал	2	4
110	в своей	1	4
111	знаем что	12	4
112	одна из	2	4
113	на него	5	4
114	а в	12	4
115	с другом	1	4
116	у нас	1	4
117	так например	1	4
118	как мы	1	4
119	и о	1	4
120	что у	2	4
121	можно было	5	4
122	об этом	11	4
123	о нем	4	4
124	не просто	2	4
125	того что	3	4
126	в двух	1	4
127	этот вопрос	1	4
128	только в	6	4
129	и так	2	4
130	в жизни	2	4
131	при помощи	2	4
132	и других	1	4
133	из них	2	4
134	никто не	1	4
135	что не	1	4
136	целым рядом	1	4
137	в частности	1	4
138	мы узнаем	1	4
139	друг с	1	4
140	исходя из	1	4
141	с этой	1	4
142	ее в	2	4
143	к этому	1	4
144	в таком	1	4
145	например в	2	3
146	же как	5	3
147	к своей	1	3
148	и этот	1	3
149	и за	1	3
150	говорить о	1	3
151	то это	6	3
152	и он	1	3
153	что его	1	3
154	это означало	1	3
155	но не	2	3
156	к которой	1	3
157	в сторону	1	3
158	как в	5	3
159	вот как	1	3
160	объяснит нам	1	3
161	увидим что	3	3
162	от этого	1	3
163	не можем	1	3
164	он все	1	3
165	спрашивается почему	2	3
166	в основу	1	3
167	здесь мы	3	3
168	его в	10	3
169	уже знаем	3	3
170	должен был	3	3
171	ни в	2	3
172	этого слова	1	3
173	далеко не	1	3
174	обратимся к	2	3
175	всех этих	3	3
176	но если	3	3
177	мы в	2	3
178	в которых	2	3
179	их в	2	3
180	от начала	1	3
181	что этот	3	3
182	тем самым	2	3
183	она не	5	3
184	в то	1	3
185	в самых	1	3
186	и для	2	3
187	во все	1	3
