N	2gram	Bakhtin_sl_2	Problema
1	и в	39	30
2	в своей	1	22
3	то есть	26	21
4	не только	24	18
5	то что	2	18
6	в этом	16	17
7	том что	5	17
8	и даже	7	14
9	людей и	2	13
10	таким образом	8	13
11	но и	21	13
12	также и	2	12
13	о том	2	12
14	в его	7	12
15	а именно	2	12
16	в том	5	12
17	и не	22	12
18	в своем	6	11
19	у него	3	11
20	в этой	1	10
21	в виде	2	10
22	для нас	5	10
23	точки зрения	8	10
24	все же	6	9
25	но в	6	9
26	только в	5	9
27	и все	5	9
28	сказать что	3	9
29	хотя и	2	8
30	с точки	3	8
31	никак не	1	8
32	в конце	1	8
33	вовсе не	10	8
34	но не	6	7
35	как и	6	7
36	не в	9	7
37	никогда не	7	7
38	связи с	3	7
39	здесь не	4	7
40	в дальнейшем	2	7
41	так и	15	7
42	что он	2	7
43	до нас	1	7
44	мы находим	1	7
45	может быть	37	7
46	говорит о	1	7
47	в связи	2	7
48	в результате	2	7
49	вместе с	2	7
50	и на	4	6
51	и как	3	6
52	в нем	19	6
53	его в	4	6
54	несмотря на	1	6
55	и его	33	6
56	можно сказать	1	6
57	и что	1	6
58	что и	3	6
59	уже не	5	6
60	так как	4	6
61	с другой	5	6
62	прежде всего	8	6
63	как бы	7	6
64	и для	5	6
65	а в	4	6
66	другой стороны	1	6
67	не просто	1	5
68	тем не	1	5
69	и с	9	5
70	еще в	1	5
71	нисколько не	1	5
72	но он	2	5
73	не менее	4	5
74	и притом	1	5
75	того как	2	5
76	и о	1	5
77	людей в	1	5
78	и их	5	5
79	мы можем	1	5
80	а не	14	5
81	не может	20	5
82	как раз	1	5
83	в самом	1	5
84	что в	3	5
85	человека и	3	4
86	того же	1	4
87	отнюдь не	1	4
88	и к	6	4
89	в себе	2	4
90	при этом	7	4
91	но все	5	4
92	об этом	1	4
93	а его	1	4
94	ни в	4	4
95	в то	4	4
96	как о	2	4
97	тогда когда	2	4
98	некоторой степени	1	4
99	и сам	1	4
100	нас в	1	4
101	или в	2	4
102	в качестве	1	4
103	до некоторой	1	4
104	даже и	4	4
105	далеко не	2	4
106	в частности	1	4
107	в смысле	4	4
108	жизни в	2	4
109	гораздо более	1	4
110	новое время	2	3
111	смысле слова	1	3
112	в виду	1	3
113	в ней	3	3
114	еще не	7	3
115	он сам	1	3
116	что его	1	3
117	совсем не	1	3
118	он в	1	3
119	с одной	5	3
120	он не	2	3
121	в другом	2	3
122	знает что	1	3
123	в новое	4	3
124	не всегда	2	3
125	однако в	2	3
126	в отношении	4	3
127	не столь	1	3
128	в духе	1	3
129	нет никакой	1	3
130	с ним	7	3
131	только и	2	3
132	а также	3	3
133	к нему	3	3
134	все время	1	3
135	же в	1	3
136	того что	1	3
137	и тем	1	3
138	в одном	2	3
139	в других	1	3
140	для того	2	3
141	именно в	2	3
142	одной стороны	5	3
143	и никогда	1	3
144	мира в	1	3
145	быть только	1	3
146	еще более	2	3
147	и другие	2	3
148	перейти к	1	3
149	и наиболее	1	2
150	и до	1	2
151	поэтому и	4	2
152	то же	4	2
153	и за	1	2
154	мы не	2	2
155	нечего делать	1	2
156	проявляется в	1	2
157	в таком	4	2
158	все эти	6	2
159	в чем	3	2
160	тем как	1	2
161	значение и	1	2
162	не все	2	2
163	по отношению	4	2
164	отношение к	4	2
165	и речи	2	2
166	на то	1	2
167	в одной	1	2
168	как в	13	2
169	и нет	2	2
170	кроме того	2	2
171	однако на	1	2
172	время это	2	2
173	однако как	1	2
174	если он	1	2
175	борьбы с	3	2
176	на его	2	2
177	которого и	1	2
178	прежде чем	1	2
179	или иных	1	2
180	его на	1	2
181	факт что	2	2
182	и дальше	3	2
183	его не	4	2
184	это не	5	2
185	но уже	1	2
186	в них	6	2
187	и без	1	2
188	себе а	1	2
189	борьбу с	2	2
190	и более	2	2
191	в таких	1	2
192	человека но	1	2
193	дело в	2	2
194	на него	2	2
195	того чтобы	2	2
196	находит для	1	2
197	ничего не	1	2
198	по своей	1	2
199	тем что	1	2
200	в области	2	2
201	не могут	5	2
202	как мы	7	2
203	без всякого	2	2
204	людей или	1	2
205	как с	2	2
206	здесь как	2	2
207	и которые	1	2
208	нас и	1	2
209	по себе	5	2
210	в значительной	6	2
211	в драме	1	2
212	между тем	3	2
213	и только	1	2
214	здесь в	3	2
215	в какой	1	2
216	в символе	1	2
217	именно на	2	2
218	со всеми	2	2
219	конечно не	5	2
220	уже в	2	2
221	всяком случае	2	2
222	до сих	2	2
223	вообще и	1	2
224	что не	1	2
225	с помощью	4	2
226	о себе	1	2
227	эта идея	2	2
228	рода и	1	2
229	он говорит	1	2
230	в данном	2	2
231	да и	1	2
232	сих пор	2	2
233	только для	1	2
234	один из	5	2
235	тех или	1	2
236	здесь конечно	1	2
237	сам человек	1	2
238	мира и	5	2
239	человек и	14	2
240	себя самого	1	2
241	всякого рода	1	2
242	хотя бы	3	2
243	который тоже	1	2
244	в свою	3	2
245	при его	2	2
246	отношению к	4	2
247	жизни и	6	2
248	к этому	1	2
249	во всяком	3	2
250	все что	2	2
251	том числе	1	2
252	они не	2	2
253	отношения к	4	1
254	и т	35	1
255	xvii века	2	1
256	мы к	1	1
257	должен быть	2	1
258	науки о	1	1
259	это и	2	1
260	и есть	1	1
261	во-первых в	1	1
262	глубине и	1	1
263	в их	2	1
264	мы уже	2	1
265	а как	1	1
266	новое но	1	1
267	он знает	1	1
268	и свой	1	1
269	и стиль	1	1
270	и ясной	1	1
271	и ее	1	1
272	в составе	1	1
273	они были	1	1
274	не знают	1	1
275	слова при	2	1
276	предметом и	1	1
277	свою борьбу	1	1
278	становится в	1	1
279	это возможно	2	1
280	не был	2	1
281	и немецкий	1	1
282	с его	7	1
283	в создании	1	1
284	то мы	1	1
285	чем это	1	1
286	то он	1	1
287	силы и	1	1
288	которую она	1	1
289	в план	1	1
290	и чужой	1	1
291	в едином	1	1
292	которые здесь	1	1
293	сама по	3	1
294	если она	3	1
295	с этим	2	1
296	своей и	1	1
297	для всех	4	1
298	перед нами	3	1
299	могли бы	1	1
300	и наконец	5	1
301	и превращается	1	1
302	или иную	1	1
303	для которого	1	1
304	эпохи а	1	1
305	бы и	3	1
306	в нашем	2	1
307	очень важно	1	1
308	и те	1	1
309	рассказ о	1	1
310	говорят о	1	1
311	воспитания и	2	1
312	но на	1	1
313	а вовсе	2	1
314	вообще не	1	1
315	что она	1	1
316	больше всего	1	1
317	он ни	1	1
318	т д	2	1
319	всех этих	4	1
320	но некоторые	1	1
321	и по	1	1
322	лишь с	1	1
323	в нее	2	1
324	себя и	4	1
325	говорить не	1	1
326	не уменьшается	1	1
327	входит в	4	1
328	те или	1	1
329	но самый	1	1
330	должен был	1	1
331	но лишь	2	1
332	чем в	2	1
333	такой же	1	1
334	на первый	1	1
335	и при	2	1
336	что такое	1	1
337	в такой	1	1
338	эта тема	1	1
339	самый этот	2	1
340	не столько	3	1
341	он принимает	1	1
342	далее в	2	1
343	испытания в	3	1
344	силу и	1	1
345	все это	16	1
346	даже в	2	1
347	выступает здесь	2	1
348	чем перейти	1	1
349	xviii века	1	1
350	с которой	1	1
351	самого начала	1	1
352	на котором	2	1
353	и остается	3	1
354	и два	1	1
355	и мудрым	1	1
356	которого он	2	1
357	и имеет	1	1
358	чем не	2	1
359	и автор	1	1
360	для всего	1	1
361	из него	2	1
362	возможно и	2	1
363	понимании и	1	1
364	же время	4	1
365	к ней	2	1
366	во всем	4	1
367	всей жизни	1	1
368	со своим	9	1
369	xvii и	1	1
370	достаточно указать	1	1
371	что возможно	1	1
372	это новое	1	1
373	и оно	2	1
374	к себе	1	1
375	и должно	1	1
376	в состав	3	1
377	героев и	1	1
378	как только	1	1
379	как для	3	1
380	той или	5	1
381	историческое значение	1	1
382	он никогда	1	1
383	она не	6	1
384	в наше	1	1
385	смысл с	1	1
386	этот путь	1	1
387	правда не	1	1
388	и это	1	1
389	относящихся сюда	1	1
390	и самое	1	1
391	самой античной	1	1
392	интересами и	1	1
393	с ее	2	1
394	и образ	2	1
395	говорит и	2	1
396	которые как	1	1
397	и этим	1	1
398	с самого	1	1
399	и образа	1	1
400	и исторически	2	1
401	значение в	2	1
402	стремиться к	2	1
403	те же	2	1
404	здесь нет	1	1
405	мог бы	1	1
406	глубоко и	3	1
407	империи и	1	1
408	в последней	1	1
409	поэтому в	1	1
410	или прямо	4	1
411	путь на	1	1
412	и здесь	2	1
413	римской империи	1	1
414	другими словами	1	1
415	миф в	1	1
416	притом в	2	1
417	среди всех	1	1
418	или на	2	1
419	свободного и	1	1
420	весь этот	1	1
421	людей как	1	1
422	мы понимаем	1	1
423	науке и	1	1
424	за свое	1	1
425	должно было	1	1
426	мифологическое и	1	1
427	обращается к	1	1
428	нем не	1	1
429	нуждается в	2	1
430	и следовательно	1	1
431	человека как	1	1
432	и об	1	1
433	в него	7	1
434	людей с	2	1
435	не зная	1	1
436	то все	1	1
437	в двух	1	1
438	речи о	1	1
439	менее в	1	1
440	одной из	1	1
441	мы увидим	2	1
442	кстати сказать	1	1
443	образом даже	1	1
444	в обществе	1	1
445	же и	2	1
446	андре жид	1	1
447	решающее значение	1	1
448	в большинстве	6	1
449	только на	1	1
450	в поэзии	2	1
451	него и	1	1
452	слова не	4	1
453	большинстве случаев	5	1
454	и других	4	1
455	за ним	1	1
456	него нет	3	1
457	одно из	1	1
458	в новом	2	1
459	стоит и	1	1
460	цели и	2	1
461	говорить об	1	1
462	внутреннюю форму	2	1
463	не для	1	1
464	к ним	1	1
465	не о	1	1
466	этом отношении	3	1
