N	2gram	Voloshinov_1	FransuaR
1	и в	3	49
2	в его	1	18
3	и на	1	17
4	не только	1	17
5	и не	1	15
6	но и	1	13
7	для него	1	9
8	то же	1	7
9	один из	2	7
10	не может	4	7
11	точки зрения	1	6
12	в то	1	6
13	же время	1	6
14	с точки	1	5
15	из этих	1	5
16	может быть	1	5
17	в особенности	1	5
18	несмотря на	1	3
19	и все	1	3
20	тех же	1	2
21	в ней	1	2
22	речь и	1	2
23	смысл и	1	2
24	связи с	1	2
25	вполне понятно	1	2
26	о формах	1	1
27	конечно и	1	1
28	в центре	2	1
29	ставить в	1	1
30	он в	1	1
31	без учета	1	1
32	его от	1	1
33	лучше всего	1	1
34	не менее	1	1
35	первая часть	1	1
36	именно с	1	1
37	к тому	1	1
38	во второй	1	1
39	если бы	1	1
40	с теми	1	1
41	мы видим	1	1
42	и событий	1	1
43	по своим	1	1
44	а не	1	1
45	бы в	1	1
46	историческому становлению	1	1
47	к историческому	1	1
