N	2gram	Potebnia_M_2	Problemy
1	и в	24	46
2	то есть	30	40
3	и не	19	27
4	может быть	23	23
5	не может	12	19
6	как бы	9	19
7	в нем	9	17
8	в этом	8	16
9	не только	15	14
10	слова в	5	13
11	перед нами	1	12
12	как мы	1	12
13	но и	9	12
14	как и	7	12
15	и на	8	11
16	в одном	6	11
17	а не	18	11
18	не в	13	10
19	между ними	2	10
20	в самом	4	9
21	с точки	1	9
22	и все	3	9
23	в его	2	9
24	в том	18	9
25	в большинстве	1	9
26	вовсе не	9	9
27	прежде всего	7	9
28	до сих	4	8
29	конечно не	1	8
30	большинстве случаев	1	8
31	сих пор	4	8
32	или в	2	8
33	еще не	4	7
34	в себе	10	7
35	и с	1	7
36	слова с	1	7
37	по себе	15	7
38	слова и	3	7
39	то же	12	6
40	никогда не	4	6
41	хотя и	3	6
42	но в	4	6
43	слово в	1	6
44	к одному	1	6
45	в каждом	2	6
46	ни в	1	6
47	что я	1	6
48	но это	3	6
49	и его	2	6
50	на предмет	2	6
51	что он	4	6
52	только в	11	6
53	есть в	2	6
54	друг друга	2	6
55	к себе	1	6
56	все это	2	6
57	к другому	4	5
58	в котором	4	5
59	с его	2	5
60	во всех	7	5
61	по отношению	2	5
62	за пределы	2	5
63	нам кажется	4	5
64	так сказать	4	5
65	при этом	13	5
66	это не	3	5
67	в жизни	2	5
68	рядом с	3	5
69	в то	6	5
70	в самой	3	5
71	это слово	1	5
72	и сам	1	5
73	о том	5	5
74	же время	2	5
75	к нему	1	5
76	слово с	2	5
77	если мы	3	5
78	мы находим	2	5
79	так как	10	5
80	у него	2	5
81	речи и	1	5
82	жизни и	1	5
83	например в	3	4
84	самом деле	2	4
85	в их	1	4
86	мы не	11	4
87	но не	12	4
88	как в	10	4
89	все же	5	4
90	знаю что	1	4
91	все эти	2	4
92	он не	1	4
93	таким образом	11	4
94	и наконец	1	4
95	мы слышим	1	4
96	том что	8	4
97	в этих	3	4
98	том же	1	4
99	слово как	2	4
100	раз и	1	4
101	и время	1	4
102	в процессе	1	4
103	этих двух	1	4
104	во всем	2	4
105	потому что	49	4
106	слова но	2	4
107	здесь не	1	4
108	в себя	2	4
109	так и	5	4
110	в словах	3	4
111	по мере	5	4
112	и здесь	2	4
113	и других	2	4
114	можно сказать	1	4
115	слово может	1	4
116	же и	1	4
117	уже не	4	4
118	уже в	5	4
119	к ним	1	4
120	мы можем	12	4
121	превращается в	2	4
122	очень часто	1	4
123	такой как	1	4
124	должно быть	2	4
125	то что	20	4
126	что в	16	4
127	но эти	2	4
128	одним из	1	3
129	человека и	3	3
130	сам по	4	3
131	и это	2	3
132	тем же	3	3
133	между двумя	6	3
134	и до	1	3
135	мы уже	1	3
136	той же	3	3
137	и о	1	3
138	мы и	1	3
139	то это	3	3
140	для наших	1	3
141	отношение к	1	3
142	себе и	1	3
143	отличие от	1	3
144	друга и	1	3
145	значение для	1	3
146	в той	1	3
147	более или	8	3
148	в условиях	1	3
149	из этих	4	3
150	имеем в	1	3
151	как он	4	3
152	на то	5	3
153	не к	1	3
154	их в	2	3
155	на этом	2	3
156	было бы	13	3
157	кажется что	3	3
158	далеко не	3	3
159	в слове	13	3
160	такой же	4	3
161	или менее	8	3
162	но если	2	3
163	и при	3	3
164	и их	5	3
165	в отличие	1	3
166	не как	3	3
167	но он	2	3
168	дело в	1	3
169	слова как	1	3
170	по своей	1	3
171	на него	3	3
172	не могут	7	3
173	но при	1	3
174	если бы	11	3
175	никак не	1	3
176	и что	4	3
177	и во	3	3
178	и только	6	3
179	слов и	1	3
180	в формах	2	3
181	отличается от	1	3
182	между этими	1	3
183	эти отношения	1	3
184	только на	1	3
185	в единстве	1	3
186	а то	2	3
187	что и	11	3
188	тем что	7	3
189	с другой	6	3
190	себя и	2	3
191	так же	2	3
192	к своему	1	3
193	что же	1	3
194	но для	1	3
195	и для	3	3
196	бы в	2	3
197	другой стороны	2	3
198	того же	14	3
199	на лестницу	1	3
200	а между	4	2
201	ту же	1	2
202	отношения к	2	2
203	связи между	1	2
204	не показывает	1	2
205	самый предмет	2	2
206	а как	1	2
207	вопрос о	2	2
208	из своих	1	2
209	не была	1	2
210	собою не	1	2
211	себе что	1	2
212	но конечно	1	2
213	мы будем	1	2
214	друг на	1	2
215	если в	3	2
216	в общем	2	2
217	сама по	2	2
218	показать в	2	2
219	его собственных	1	2
220	в одной	1	2
221	с этим	7	2
222	стороны и	1	2
223	и как	6	2
224	не было	6	2
225	его к	1	2
226	от этого	1	2
227	себе как	1	2
228	мы чувствуем	3	2
229	бы и	1	2
230	бы не	5	2
231	степени и	1	2
232	так в	4	2
233	но на	2	2
234	бы ни	5	2
235	время и	2	2
236	должна быть	1	2
237	равно и	2	2
238	на том	1	2
239	оно должно	3	2
240	слово или	1	2
241	никому не	1	2
242	и по	2	2
243	но все	2	2
244	об этом	1	2
245	на все	3	2
246	лишь в	1	2
247	хотя бы	2	2
248	от одного	3	2
249	может стать	2	2
250	он есть	1	2
251	этом смысле	2	2
252	и тем	3	2
253	этом мы	1	2
254	на друга	1	2
255	и само	1	2
256	и прямо	1	2
257	что такое	2	2
258	в которых	1	2
259	мысли и	1	2
260	могло бы	1	2
261	не менее	5	2
262	одном из	4	2
263	в слово	2	2
264	которые в	1	2
265	зрения и	7	2
266	всего его	1	2
267	словом то	1	2
268	того как	7	2
269	одна из	4	2
270	но она	3	2
271	не могло	1	2
272	ничего не	1	2
273	не воспроизводится	1	2
274	к ней	2	2
275	отношении к	2	2
276	то и	9	2
277	для другого	1	2
278	у нас	2	2
279	возможности но	1	2
280	могут быть	8	2
281	выразить так	1	2
282	к тому	1	2
283	самом предмете	1	2
284	указывает на	2	2
285	предмет в	1	2
286	него как	1	2
287	без всякого	1	2
288	языка и	3	2
289	представим себе	1	2
290	и совершенно	1	2
291	в другом	2	2
292	те же	3	2
293	времени и	1	2
294	остановимся на	2	2
295	с ним	5	2
296	как выражение	1	2
297	все в	1	2
298	между тем	6	2
299	от них	3	2
300	тем как	2	2
301	в языке	3	2
302	и следовательно	2	2
303	большей или	1	2
304	но с	1	2
305	явления в	1	2
306	и так	1	2
307	так что	10	2
308	с нею	2	2
309	и они	2	2
310	этого нельзя	1	2
311	для него	10	2
312	в известной	1	2
313	сами по	7	2
314	а в	8	2
315	с собою	1	2
316	каждого слова	1	2
317	в других	4	2
318	о которых	3	2
319	к самому	1	2
320	или меньшей	1	2
321	влияние на	4	2
322	предмет и	1	2
323	его как	1	2
324	что так	1	2
325	там где	4	2
326	что мы	11	2
327	в одно	8	2
328	вместе с	11	2
329	со словом	1	2
330	если оно	1	2
331	в первой	1	2
332	этого слова	6	2
333	сознании и	2	2
334	вне его	1	2
335	оно и	1	2
336	сознания и	1	2
337	о котором	2	2
338	для нас	31	2
339	в большей	1	2
340	есть уже	1	2
341	не дает	2	2
342	здесь только	1	2
343	сказать что	2	2
344	чувствуем что	1	2
345	нет но	3	2
346	есть и	1	2
347	в заключение	1	2
348	к другим	3	2
349	как слово	1	2
350	во всяком	7	2
351	все что	3	2
352	они не	4	2
353	я и	1	1
354	слова которые	1	1
355	предполагает что	2	1
356	чтобы не	1	1
357	содержание а	1	1
358	сам так	1	1
359	и то	3	1
360	окружающих нас	1	1
361	на самом	2	1
362	он может	1	1
363	этого последнего	3	1
364	и есть	2	1
365	в определенные	1	1
366	из другого	1	1
367	случае оно	2	1
368	собственном смысле	1	1
369	видеть в	1	1
370	и могут	1	1
371	обойтись без	1	1
372	из всех	1	1
373	сравнению с	1	1
374	входит в	1	1
375	не во	2	1
376	уже более	1	1
377	этом не	1	1
378	все и	1	1
