N	2gram	Propp_Russ_1	Hudozhes
1	том что	19	16
2	и в	36	14
3	так и	7	13
4	не только	22	12
5	при этом	6	12
6	о том	8	12
7	в том	17	12
8	а не	2	12
9	и т	10	11
10	в себе	1	11
11	в этом	12	11
12	а п	2	10
13	то же	3	9
14	как и	10	9
15	что он	1	9
16	в качестве	3	9
17	у него	2	9
18	по отношению	1	8
19	в этой	1	8
20	как в	5	8
21	то что	6	8
22	т п	1	8
23	ничего не	3	8
24	в его	2	8
25	между тем	7	8
26	отношению к	1	8
27	в то	1	8
28	еще не	4	7
29	тогда как	2	7
30	это не	10	7
31	своего рода	3	7
32	к тому	4	7
33	быть может	1	7
34	уже не	6	7
35	не случайно	2	7
36	не может	4	7
37	как бы	5	7
38	а в	9	7
39	как правило	3	6
40	в первой	1	6
41	было бы	1	6
42	что в	19	6
43	самом деле	1	5
44	с его	1	5
45	перед нами	1	5
46	но в	2	5
47	об этом	9	5
48	ни в	1	5
49	точки зрения	3	5
50	не менее	3	5
51	и его	1	5
52	потому что	10	5
53	в городе	1	5
54	и он	1	5
55	можно было	1	5
56	во второй	1	5
57	только в	4	5
58	может быть	8	5
59	но и	16	5
60	в частности	2	5
61	и а	4	5
62	к жизни	3	5
63	интерес к	2	5
64	в этих	3	5
65	жизни и	1	5
66	к другому	2	4
67	мы уже	1	4
68	он уже	1	4
69	и о	1	4
70	в ней	2	4
71	а только	1	4
72	в своем	3	4
73	и к	3	4
74	та же	2	4
75	на то	1	4
76	что она	2	4
77	он не	1	4
78	и с	2	4
79	несмотря на	3	4
80	тем не	3	4
81	тому что	4	4
82	с ним	2	4
83	она не	2	4
84	связи с	4	4
85	как будто	5	4
86	в духе	1	4
87	и это	1	4
88	можно сказать	1	4
89	и н	2	4
90	того что	4	4
91	один из	8	4
92	из них	8	4
93	не было	2	4
94	на святках	11	4
95	и все	1	4
96	xix в	13	4
97	т е	17	4
98	по преимуществу	1	3
99	с точки	3	3
100	не имеют	1	3
101	на тех	2	3
102	говорить о	1	3
103	и на	10	3
104	отнюдь не	2	3
105	все же	5	3
106	в нем	2	3
107	т д	9	3
108	и по	8	3
109	на этом	3	3
110	его в	1	3
111	с этим	2	3
112	и смерти	1	3
113	в своих	2	3
114	такой же	2	3
115	она в	3	3
116	все эти	2	3
117	в тексте	1	3
118	тем что	4	3
119	этом отношении	1	3
120	для себя	1	3
121	как мы	10	3
122	в пределах	1	3
123	приводит к	3	3
124	первой половине	1	3
125	что у	2	3
126	еще в	4	3
127	если бы	1	3
128	а также	3	3
129	же в	1	3
130	но не	2	3
131	будто бы	6	3
132	то и	1	3
133	однако и	1	3
134	в связи	4	3
135	по своему	1	3
136	и для	2	3
137	от него	1	3
138	или не	1	3
139	в равной	2	3
140	в таком	1	3
141	ф м	1	3
142	говоря о	1	2
143	например в	2	2
144	же как	1	2
145	на самом	2	2
146	только потому	1	2
147	оно было	1	2
148	в их	4	2
149	мы не	6	2
150	вопрос о	1	2
151	жизни как	1	2
152	если в	3	2
153	себе и	1	2
154	в е	2	2
155	хотя и	2	2
156	подробнее об	1	2
157	в целом	2	2
158	так в	4	2
159	только на	3	2
160	как он	2	2
161	по-видимому не	1	2
162	не бывает	1	2
163	с такими	1	2
164	уже знаем	1	2
165	состоит в	8	2
166	не столько	1	2
167	в первый	4	2
168	что я	1	2
169	все это	6	2
170	они не	1	2
171	а а	25	2
172	не о	1	2
173	не имеет	6	2
174	одна из	4	2
175	слова как	1	2
176	заметить что	1	2
177	что на	4	2
178	у себя	1	2
179	на основе	1	2
180	при котором	1	2
181	как по	2	2
