N	3gram	Vinokur_Ku_3	StatiiOP
1	и т д	8	21
2	в том что	8	17
3	о том что	3	11
4	для того чтобы	11	10
5	и т п	41	9
6	с точки зрения	16	8
7	можно было бы	10	8
8	до сих пор	8	7
9	на самом деле	3	6
10	в данном случае	4	6
11	с другой стороны	3	6
12	во всяком случае	1	6
13	в самом деле	11	5
14	не может быть	3	5
15	в данном отношении	1	5
16	и в области	3	4
17	т д но	1	4
18	то же время	1	4
19	в своей статье	2	4
20	не только в	3	4
21	в том отношении	1	4
22	но также и	1	4
23	так и в	3	4
24	того или иного	3	4
25	что и в	2	4
26	в то же	1	4
27	по отношению к	2	3
28	по меньшей мере	1	3
29	что же касается	1	3
30	только в том	2	3
31	то или иное	2	3
32	ставит себе целью	1	3
33	так же как	1	3
34	и в этом	4	3
35	т е с	1	3
36	это не значит	1	3
37	тем или иным	1	3
38	заключается в том	1	3
39	и в самом	4	3
40	т п в	3	3
41	но все же	1	3
42	у пушкина но	1	2
43	в свое время	2	2
44	одним и тем	2	2
45	в том числе	2	2
46	т д и	1	2
47	в этом случае	4	2
48	также и такие	1	2
49	хотя бы и	1	2
50	в иных случаях	1	2
51	но и в	1	2
52	в первую очередь	3	2
53	но если это	2	2
54	может быть и	1	2
55	по крайней мере	1	2
56	точки зрения их	1	2
57	в равной мере	1	2
58	то обстоятельство что	3	2
59	на точку зрения	2	2
60	вопросы связанные с	1	2
61	с одной стороны	4	2
62	в то время	1	2
63	не в том	2	2
64	т е в	1	2
65	чуть ли не	1	2
66	тем что в	1	2
67	не имеет ничего	1	2
68	на вопрос о	1	2
69	мере в какой	1	2
70	вовсе не в	1	2
71	деле вовсе не	1	2
72	и тем же	2	2
73	по этому поводу	1	2
74	том отношении что	1	2
75	тем более что	2	2
76	в том смысле	1	2
77	тем не менее	9	2
78	дело не в	2	2
79	всякий раз когда	1	1
80	в другом месте	1	1
81	в области собственно	1	1
82	а во втором	1	1
83	в области так	1	1
84	потому что он	1	1
85	более что и	1	1
86	в одном из	1	1
87	как в области	2	1
88	в той или	2	1
89	том-то и дело	1	1
90	той или иной	5	1
91	точки зрения как	1	1
92	и вы увидите	1	1
93	само собой разумеется	1	1
94	то ни стало	1	1
95	и дело что	1	1
96	далеко не все	1	1
97	целом ряде случаев	1	1
98	не говоря уже	2	1
99	также и в	1	1
100	есть такой же	1	1
101	в этом смысле	1	1
102	является не только	1	1
103	сих пор еще	3	1
104	говорить как о	1	1
105	кого же нужно	1	1
106	не так уж	1	1
107	оно свидетельствует о	1	1
108	во что бы	1	1
109	если судить по	1	1
110	не все благополучно	1	1
111	в одной из	1	1
112	одних и тех	1	1
113	а не для	1	1
114	не сомневаюсь что	1	1
115	т п но	3	1
116	беда не в	1	1
117	не надо думать	1	1
118	говоря уже о	2	1
119	это и в	1	1
120	в зависимости от	7	1
121	вопрос о значении	1	1
122	о них вообще	1	1
123	никто не станет	1	1
124	что он не	1	1
125	бы то ни	1	1
126	каждой из этих	1	1
127	том чтобы выяснить	1	1
128	а может быть	1	1
129	только то что	2	1
130	данном случае можно	1	1
131	себе целью дать	1	1
132	школьной грамматикой то	1	1
133	обратить внимание на	1	1
134	это вовсе не	1	1
135	на этот вопрос	1	1
136	обязывает нас к	1	1
137	что же до	2	1
138	дело именно так	1	1
139	как увидим ниже	1	1
140	в том случае	4	1
141	и тех же	1	1
142	и я не	1	1
143	ту или иную	1	1
144	за кого же	1	1
145	на мой взгляд	3	1
146	насчет того что	1	1
147	что бы то	1	1
148	я не сомневаюсь	1	1
149	пушкина и в	1	1
150	в том чтобы	3	1
151	решительно ни на	1	1
152	той мере в	1	1
153	ответа на вопрос	1	1
154	которых мы называем	1	1
155	и в то	1	1
156	что они являются	1	1
157	самом деле не	2	1
158	в той мере	1	1
159	и в отношении	1	1
160	в стилистическом отношении	1	1
161	то тем самым	1	1
162	на вопрос в	1	1
163	а с другой	3	1
164	той и другой	1	1
165	уже о том	1	1
166	не стоило бы	1	1
167	то что он	1	1
168	с нашей точки	1	1
169	а вовсе не	1	1
170	он не знает	1	1
171	в целом ряде	1	1
172	п но если	1	1
173	надо думать будто	1	1
174	вовсе еще не	1	1
175	них вообще можно	1	1
176	именно в том	1	1
177	этот вопрос в	1	1
178	на той же	1	1
179	а в том	1	1
180	ни одного слова	1	1
181	имею в виду	2	1
182	и о том	1	1
183	не могут и	1	1
184	т п которые	1	1
185	д и т	1	1
186	том смысле что	1	1
187	те или иные	1	1
188	смысле этого слова	2	1
189	я имею в	2	1
190	в том-то и	1	1
191	в первом издании	2	1
192	и не может	1	1
193	целый ряд таких	1	1
194	для каждой из	2	1
195	нашей точки зрения	1	1
196	мы говорим о	1	1
197	вы увидите что	1	1
198	как в самом	1	1
199	друг от друга	1	1
200	она не могла	1	1
201	после того как	4	1
202	в вопросе о	1	1
203	в то или	1	1
204	перестает уже быть	1	1
205	мы приходим к	1	1
206	на язык и	1	1
207	к тому что	1	1
208	заключается вовсе не	1	1
209	если бы все	1	1
210	быть не может	1	1
211	как и всякая	1	1
212	что он в	1	1
