N	3gram	Voloshinov_1	Psycholo
1	для того чтобы	3	19
2	в том что	3	14
3	с одной стороны	1	12
4	к тому что	1	6
5	в самом деле	9	5
6	до сих пор	8	5
7	с другой стороны	5	5
8	именно то что	1	4
9	и как бы	1	4
10	не только не	1	4
11	одним и тем	1	3
12	то же самое	3	3
13	с тем что	1	3
14	на этот вопрос	3	3
15	и тем же	1	3
16	с самого начала	4	3
17	можно было бы	2	3
18	друг с другом	1	3
19	в этом отношении	3	3
20	и того же	5	2
21	тех пор пока	2	2
22	сводится к тому	2	2
23	же обстоит дело	1	2
24	и той же	2	2
25	так же обстоит	1	2
26	одного и того	5	2
27	самом деле если	2	2
28	в этом случае	3	2
29	как это делает	1	2
30	может быть и	3	2
31	с точки зрения	20	2
32	на первый план	2	2
33	в отличие от	5	2
34	одной и той	2	2
35	так же как	2	2
36	сами по себе	1	2
37	не только в	1	2
38	в конце концов	3	2
39	именно в том	1	2
40	само по себе	1	2
41	не может быть	13	2
42	и в самом	1	2
43	обстоит дело и	1	2
44	вопрос о том	2	2
45	той или иной	1	2
46	можно сказать что	3	2
47	и в результате	1	2
48	до тех пор	2	2
49	друг от друга	1	2
50	для этого необходимо	1	2
51	на самом деле	1	2
52	необходимо прежде всего	2	1
53	и в сущности	1	1
54	с объективной точки	3	1
55	между тем мы	1	1
56	еще почти не	1	1
57	как только мы	1	1
58	что он является	1	1
59	оно может быть	1	1
60	чуть ли не	1	1
61	ни к каким	1	1
62	по отношению к	2	1
63	более или менее	1	1
64	равно как и	1	1
65	в тесной связи	1	1
66	в этом смысле	2	1
67	одна из основных	1	1
68	том что он	1	1
69	почти все современные	1	1
70	а в том	1	1
71	же как и	2	1
72	в одной из	1	1
73	до известной степени	1	1
74	по отношению ко	1	1
75	с двух сторон	1	1
76	нет ничего общего	1	1
77	сказать что и	1	1
78	конце концов к	1	1
79	дело и в	1	1
80	в основе своей	1	1
81	именно это содержание	1	1
82	с этой точки	1	1
83	как если бы	2	1
84	и вовсе не	1	1
85	так сказать в	1	1
86	нет места для	1	1
87	в применении к	1	1
88	и не дает	1	1
89	в этом слове	1	1
90	деле если мы	1	1
91	если мы возьмем	1	1
92	и потому как	1	1
93	и к проблеме	1	1
94	лежит в основе	1	1
95	этом отношении и	1	1
96	и тот же	3	1
97	смысле этого слова	2	1
98	так как они	1	1
99	мы говорили о	2	1
100	не могут быть	2	1
101	объективной точки зрения	5	1
102	в последнее время	1	1
103	все же не	1	1
104	могут быть сведены	1	1
105	того чтобы сделать	1	1
106	у нас не	1	1
107	один и тот	3	1
108	этой точки зрения	1	1
109	первой и второй	1	1
110	сих пор не	1	1
111	в русском языке	1	1
112	привело бы к	1	1
113	в нем нет	2	1
114	как бы на	1	1
115	в свою очередь	2	1
116	влечет за собою	1	1
117	тесной связи с	1	1
118	рядом с этим	1	1
119	ничего общего с	2	1
120	во времени и	1	1
121	не может стать	1	1
122	в результате мы	1	1
123	в целом ряде	1	1
124	и здесь и	1	1
125	не было указано	1	1
126	как вещь а	1	1
127	вместо того чтобы	1	1
128	этого вопроса сводится	1	1
129	таким образом с	1	1
130	это положение не	1	1
131	и в другом	1	1
