N	2gram	Losev_Dial_2	Vvedenie
1	и т	17	42
2	т д	15	36
3	т е	30	35
4	и в	19	32
5	в том	14	31
6	в этом	8	30
7	том что	10	26
8	может быть	20	26
9	не только	19	22
10	таким образом	4	19
11	также и	2	18
12	то что	14	16
13	потому что	14	15
14	так как	14	15
15	не может	9	14
16	в самом	5	13
17	в нем	10	13
18	о том	5	13
19	в их	2	12
20	в общем	2	12
21	в его	1	12
22	того что	6	12
23	только в	5	12
24	и не	30	12
25	как на	1	12
26	как мы	3	11
27	в ее	4	11
28	ясно что	4	11
29	в данном	3	11
30	что такое	3	11
31	что в	7	10
32	то же	12	9
33	в истории	2	9
34	и как	10	9
35	но в	2	9
36	по себе	18	9
37	между тем	2	9
38	в той	3	9
39	этом смысле	1	9
40	а только	3	8
41	это не	10	8
42	не в	8	8
43	тем не	2	8
44	не менее	3	8
45	с другой	5	8
46	именно в	2	8
47	самом деле	4	7
48	вопрос о	3	7
49	но не	6	7
50	все же	4	7
51	к выводу	1	7
52	было бы	3	7
53	точки зрения	12	7
54	уже и	2	7
55	выводу что	1	7
56	как нечто	4	7
57	прежде всего	8	7
58	о котором	3	7
59	только как	3	7
60	смысле слова	1	6
61	и это	5	6
62	из этих	1	6
63	как он	4	6
64	широком смысле	2	6
65	его в	3	6
66	с тем	2	6
67	как и	10	6
68	представить себе	1	6
69	вовсе не	13	6
70	в то	6	6
71	же время	5	6
72	тем что	2	6
73	не могут	4	6
74	и его	5	6
75	и даже	14	6
76	до сих	2	6
77	но и	12	6
78	а именно	5	6
79	сих пор	2	6
80	все это	4	6
81	хотя бы	4	6
82	мере в	2	5
83	в целом	1	5
84	иное как	3	5
85	в широком	2	5
86	или вообще	3	5
87	с их	1	5
88	об этом	3	5
89	на почве	1	5
90	и тем	1	5
91	данном случае	2	5
92	в них	1	5
93	но если	1	5
94	сказать что	10	5
95	могут быть	4	5
96	быть в	4	5
97	так что	7	5
98	уже в	4	5
99	не есть	47	5
100	т п	2	5
101	что не	6	5
102	а не	16	5
103	по своему	5	5
104	она есть	9	5
105	как бы	14	5
106	другой стороны	4	5
107	есть и	6	5
108	в какой	2	5
109	вместе с	2	5
110	связана с	2	4
111	и то	7	4
112	как это	7	4
113	мы имеем	3	4
114	что иное	3	4
115	не просто	12	4
116	независимо от	4	4
117	от этого	3	4
118	уже не	3	4
119	так или	2	4
120	в себе	15	4
121	но ведь	2	4
122	истории и	1	4
123	в своей	8	4
124	в котором	1	4
125	по сравнению	1	4
126	по крайней	9	4
127	как о	1	4
128	не имеет	1	4
129	в разных	3	4
130	в каждом	2	4
131	здесь нет	1	4
132	это только	3	4
133	времени и	9	4
134	внимание на	1	4
135	и что	5	4
136	крайней мере	9	4
137	еще не	4	4
138	что он	6	4
139	и ее	1	4
140	с одной	2	4
141	в виде	2	4
142	одно из	4	4
143	всяком случае	2	4
144	само по	2	4
145	как раз	5	4
146	этом отношении	1	4
147	даже и	1	4
148	в особенности	1	4
149	одной стороны	1	4
150	или иначе	2	4
151	по мере	1	4
152	еще и	1	4
153	е в	3	4
154	о чем	3	4
155	сравнению с	1	4
156	с этой	1	4
157	только что	5	4
158	а в	4	4
159	взгляда на	2	4
160	не что	3	4
161	во всяком	2	4
162	и есть	4	3
163	всего того	1	3
164	что уже	2	3
165	в сущности	2	3
166	так чтобы	2	3
167	говорить о	5	3
168	то это	2	3
169	в виду	5	3
170	и этого	1	3
171	и на	1	3
172	он сам	1	3
173	в различных	1	3
174	в чем	3	3
175	совсем не	1	3
176	сама по	7	3
177	нет надобности	1	3
178	стороны и	1	3
179	однако не	1	3
180	и к	7	3
181	бы и	2	3
182	что это	10	3
183	все эти	2	3
184	в этой	3	3
185	что она	14	3
186	как оно	1	3
187	при этом	4	3
188	не как	2	3
189	вообще не	1	3
190	свое время	1	3
191	смысле как	1	3
192	на этом	2	3
193	всего то	1	3
194	на нее	1	3
195	заключается в	4	3
196	в свое	1	3
197	и уже	3	3
198	чем в	1	3
199	нисколько не	4	3
200	в этих	3	3
201	понятно что	2	3
202	и вот	4	3
203	тогда когда	6	3
204	дело не	2	3
205	своей природе	2	3
206	это искусство	1	3
207	связи с	4	3
208	как будто	7	3
209	в области	2	3
210	в каком	4	3
211	том отношении	1	3
212	но все	2	3
213	должен быть	1	3
214	в ней	2	3
215	в собственном	1	3
216	и вообще	6	3
217	вот почему	1	3
218	можно сказать	5	3
219	времени в	2	3
220	что с	2	3
221	или как	3	3
222	к нему	4	3
223	при помощи	1	3
224	из них	3	3
225	в одном	4	3
226	в конце	2	3
227	что и	5	3
228	но что	7	3
229	он мог	2	3
230	отношении что	1	3
231	в очень	2	3
232	а потому	2	3
233	или меньшей	1	3
234	говорит о	1	3
235	только по	1	3
236	зависит от	2	3
237	так же	2	3
238	от характера	1	3
239	что же	2	3
240	да и	6	3
241	большей или	1	3
242	в своем	4	3
243	но с	1	3
244	каждой из	1	3
245	к тому	2	3
246	об отношении	1	3
247	в результате	2	3
248	в частности	2	3
249	уже после	1	3
250	гораздо более	1	3
251	могут не	1	2
252	же как	3	2
253	искусство и	3	2
254	и до	1	2
255	должна быть	5	2
256	что время	2	2
257	что мы	2	2
258	мы уже	8	2
259	есть не	7	2
260	на вещи	2	2
261	мы не	1	2
262	что если	3	2
263	на тему	1	2
264	в основу	1	2
265	что можно	1	2
266	того же	1	2
