N	2gram	Voloshinov_2	SlovoVZh
1	не может	18	16
2	может быть	28	14
3	точки зрения	17	14
4	как бы	19	13
5	и его	16	13
6	таким образом	14	12
7	и в	19	12
8	по отношению	8	11
9	в нашем	2	11
10	отношению к	8	11
11	и не	19	10
12	если бы	11	9
13	так как	3	9
14	прежде всего	7	8
15	сказать что	4	7
16	в ней	3	6
17	в том	7	6
18	только в	8	6
19	при этом	9	6
20	с помощью	6	6
21	в нем	11	6
22	слова и	6	6
23	все время	2	6
24	в процессе	18	6
25	должна быть	4	5
26	то же	16	5
27	можно сказать	1	5
28	мы ни	5	5
29	отнюдь не	8	5
30	как в	1	5
31	но в	7	5
32	и др	1	5
33	в жизни	2	5
34	героя и	1	5
35	а не	9	5
36	как и	9	5
37	и следовательно	6	5
38	том что	10	5
39	к предмету	1	5
40	никогда не	7	5
41	хотя бы	6	5
42	то что	4	5
43	мы все	1	4
44	на самом	7	4
45	зависимости от	2	4
46	социального общения	3	4
47	как если	4	4
48	к нему	5	4
49	за пределы	3	4
50	в этом	15	4
51	все же	5	4
52	в самом	6	4
53	уже не	1	4
54	не только	13	4
55	ни было	6	4
56	свое выражение	1	4
57	от того	1	4
58	так и	10	4
59	с другой	3	4
60	что не	2	4
61	высказывания как	7	4
62	не в	10	4
63	его в	7	4
64	дело в	1	4
65	и является	2	4
66	жизни и	2	4
67	и на	5	4
68	здесь не	1	3
69	самом деле	9	3
70	формы и	2	3
71	жизненной речи	3	3
72	в котором	3	3
73	в пределах	10	3
74	ясно что	1	3
75	еще не	3	3
76	мы не	2	3
77	и вообще	1	3
78	социальной группы	6	3
79	о том	3	3
80	бы то	4	3
81	но и	10	3
82	между тем	6	3
83	точка зрения	1	3
84	нуждается в	1	3
85	того что	4	3
86	в художественном	1	3
87	быть и	6	3
88	когда он	1	3
89	и наконец	1	3
90	и ее	4	3
91	все эти	3	3
92	только на	4	3
93	конечно не	4	3
94	в себе	4	3
95	социального взаимодействия	1	3
96	слово в	3	3
97	да и	3	3
98	для него	9	3
99	социальных оценок	2	3
100	не к	3	3
101	внутренней речи	7	3
102	со слушателем	1	3
103	то ни	5	3
104	и с	2	3
105	до сих	3	3
106	ни в	6	3
107	в некоторых	1	3
108	и пр	25	3
109	в них	1	3
110	жизненного высказывания	1	3
111	двух направлениях	2	3
112	является продуктом	1	3
113	в своей	3	3
114	так же	5	3
115	тем не	1	3
116	и более	7	3
117	в содержание	1	3
118	из этого	1	3
119	по себе	3	3
120	сих пор	3	3
121	не менее	1	3
122	все это	1	3
123	но для	2	3
124	и проч	1	3
125	и для	7	3
126	находит свое	1	3
127	так называемой	2	3
128	с ним	1	3
129	или не	1	3
130	отношении к	5	3
131	в каком	3	3
132	на границе	2	3
133	контекстом в	1	2
134	значения и	3	2
135	и то	3	2
136	как это	1	2
137	словами и	1	2
138	но тем	1	2
139	они ни	1	2
140	в себя	1	2
141	контекста в	1	2
142	ко всем	2	2
143	не отражает	1	2
144	и значение	6	2
145	на материале	3	2
146	продукт социального	1	2
147	в материале	2	2
148	со словом	1	2
149	мы в	1	2
150	материале слова	1	2
151	слушателя и	2	2
152	совпадает с	1	2
153	форму как	1	2
154	почти исключительно	2	2
155	и здесь	5	2
156	искусства и	1	2
157	с его	8	2
158	и что	1	2
159	между собой	1	2
160	жизни если	1	2
161	той социальной	2	2
162	в данном	5	2
163	которые мы	1	2
164	для других	3	2
165	к слову	1	2
166	в его	5	2
167	что и	3	2
168	подчеркнуть что	1	2
169	в психике	1	2
170	в форме	5	2
171	этого общения	1	2
172	относится к	3	2
173	их живого	1	2
174	независимо от	2	2
175	поскольку они	1	2
176	в своем	2	2
177	в формах	4	2
178	кроме того	1	2
179	социальной среды	3	2
180	его к	2	2
181	дело с	1	2
182	в какой	3	2
183	и потому	2	2
184	что слово	1	2
185	и так	1	2
186	сливается с	1	2
187	наиболее яркое	1	2
188	эти моменты	2	2
189	бы не	2	2
190	с одной	3	2
191	выражение в	5	2
192	уже в	2	2
193	тому же	2	2
194	в душе	4	2
195	он не	3	2
196	перестает быть	1	2
197	не так	2	2
198	в корне	3	2
199	допустим что	2	2
200	социологический метод	1	2
201	в зависимости	2	2
202	к ним	1	2
203	мы можем	6	2
204	но что	2	2
205	из него	2	2
206	общения и	2	2
207	и оценки	1	2
208	одно и	3	2
209	но все	1	2
210	выражение и	2	2
211	в особенности	2	2
212	конечно в	3	2
213	на все	2	2
214	влияние на	4	2
215	с другими	3	2
216	это не	4	2
217	может стать	2	2
218	мы никогда	2	2
219	до известной	1	2
220	форму и	3	2
221	как же	1	2
222	оно не	1	2
223	высказывание как	12	2
224	делает его	2	2
225	остаются вне	1	2
226	себя и	1	2
227	более того	6	2
228	одной стороны	3	2
229	можем сказать	2	2
230	соприкасается с	2	2
231	до конца	2	2
232	самое слово	1	2
233	другой стороны	1	2
234	его как	1	2
235	там где	2	2
236	оценки и	3	2
237	связь с	4	2
238	нет ничего	1	2
239	разрыв между	2	2
240	ни на	1	2
241	вместе с	2	2
242	в отношении	4	2
243	к его	2	2
244	говорящего но	1	2
245	но не	2	2
246	форма высказывания	1	2
247	место в	2	2
248	находит в	1	2
249	высказывания с	1	2
250	точку зрения	2	2
251	высказывания и	11	2
252	речи в	10	2
253	на один	1	2
254	автором и	1	2
255	предметом исследования	1	2
256	с точки	13	2
257	в атмосфере	2	2
258	является для	2	2
259	тесную связь	1	2
260	в условиях	1	2
261	в основном	4	2
262	высказывания так	2	2
263	тогда когда	1	2
264	в то	8	2
265	и притом	1	2
266	известной степени	1	2
267	слова но	1	2
268	идеологического творчества	2	2
269	ясность и	1	2
270	его социальной	1	2
271	ничего не	4	2
272	но отнюдь	1	2
273	этих двух	1	2
274	и все	6	2
275	же социальная	1	2
276	все они	1	2
277	в этих	3	2
278	но это	1	2
279	бы оно	1	2
280	между ними	2	2
281	стороны и	2	2
282	слагается из	2	2
283	могут быть	3	2
284	выходят за	2	2
285	же самое	6	2
286	что в	2	2
287	как на	2	2
288	и другие	1	2
289	не есть	3	2
290	к этому	5	2
291	если же	2	2
292	не поймем	1	2
293	и оценкой	2	1
294	интонации интонация	1	1
295	и это	3	1
296	приближения к	1	1
297	высказывание с	1	1
298	например в	1	1
299	как мы	15	1
300	и о	2	1
301	мы здесь	2	1
302	сам по	1	1
303	свою очередь	5	1
304	в низший	1	1
305	на основе	3	1
306	это и	1	1
307	элемент ее	1	1
308	нам кажется	1	1
309	тем же	4	1
310	с самого	5	1
311	и общая	1	1
312	проникает в	1	1
313	не имеют	3	1
314	случае оно	1	1
315	являются лишь	2	1
316	высшей степени	3	1
317	определяется в	1	1
318	процессе этого	1	1
319	обойтись без	1	1
320	яркое и	1	1
321	и слушатель	1	1
322	этом направлении	1	1
323	мы уже	6	1
324	было в	1	1
325	в индивидуальную	1	1
326	закреплена в	1	1
327	понять форму	1	1
328	другая форма	1	1
329	бы слово	1	1
330	сознания говорящего	1	1
331	в жизненной	4	1
332	остается только	1	1
333	вывести его	1	1
334	что уже	1	1
335	является в	2	1
336	интонация не	2	1
337	является уже	1	1
338	из одного	4	1
339	высказывания в	7	1
340	он определяется	1	1
341	он как	1	1
342	и стиль	1	1
343	как чисто	1	1
344	на себя	1	1
345	жизненных высказываний	1	1
346	сводится к	2	1
347	пределах этого	1	1
348	является социальным	1	1
349	слова из	1	1
350	общения в	3	1
351	к целому	4	1
352	и он	2	1
353	слово не	1	1
354	нашей работы	3	1
355	индивидуальной психики	1	1
356	им она	1	1
357	и являются	2	1
358	различать два	1	1
359	но при	1	1
360	быть понято	2	1
361	словаря а	1	1
362	от высказывания	1	1
363	высказывание является	3	1
364	не найдем	1	1
365	установку на	1	1
366	интонации на	1	1
367	столь же	3	1
368	так форма	1	1
369	оно ни	2	1
370	в значительной	2	1
371	так если	1	1
372	является таким	1	1
373	мы понимаем	1	1
374	во всех	6	1
375	вопросу о	1	1
376	в конечном	1	1
377	то мы	2	1
378	менее широким	1	1
379	то в	1	1
380	от его	1	1
381	два основных	1	1
382	говорящих в	2	1
383	кругозор говорящих	1	1
384	коем случае	2	1
385	русской литературе	1	1
386	лишь поскольку	1	1
387	к которой	1	1
388	формы как	3	1
389	конечном счете	1	1
390	каком направлении	1	1
391	менее всего	3	1
392	и сложная	1	1
393	в индивидуальной	2	1
394	и степень	1	1
395	крайней мере	2	1
396	утратит свою	1	1
397	что они	2	1
398	именно в	2	1
399	были не	1	1
400	взаимодействия но	1	1
401	нем и	1	1
402	слов и	3	1
403	каких бы	1	1
404	целого между	1	1
405	в кругозор	1	1
406	или может	2	1
407	в одной	2	1
408	самим автором	1	1
409	в лице	1	1
410	опирается на	2	1
411	что именно	1	1
412	и мир	1	1
413	так называемая	1	1
414	она определяет	1	1
415	ее например	1	1
416	оставаясь в	2	1
417	в современной	1	1
418	может овладеть	1	1
419	что здесь	1	1
420	не перестает	1	1
421	на которой	1	1
422	все остальные	1	1
423	перед нами	3	1
424	социальной оценки	1	1
425	следует ли	1	1
426	своего смысла	1	1
427	хотя и	1	1
428	в двух	3	1
429	социальной группе	1	1
430	тот же	1	1
431	мы увидим	2	1
432	более или	2	1
433	себе не	1	1
434	следующим образом	1	1
435	увидим что	1	1
436	капиталистической эпохи	1	1
437	других участников	1	1
438	в обществе	1	1
439	что это	2	1
440	в целом	1	1
441	формы в	1	1
442	высказывания все	1	1
443	это же	2	1
444	если мы	6	1
445	очень важным	1	1
446	политическую организацию	1	1
447	социальное событие	1	1
448	не нуждаются	1	1
449	себя в	2	1
450	есть в	1	1
451	и политической	1	1
452	так можно	1	1
453	в большинстве	5	1
454	значение высказывания	2	1
455	попытаемся наметить	1	1
456	значение и	2	1
457	и теоретическая	1	1
458	и грамматических	1	1
459	в виде	2	1
460	различные степени	2	1
461	исходит из	3	1
462	что она	1	1
463	противном случае	2	1
464	особенно важна	2	1
465	не из	1	1
466	является очень	1	1
467	оно всегда	1	1
468	или даже	1	1
469	стиль высказывания	1	1
470	приходят к	1	1
471	и последовательное	1	1
472	его и	3	1
473	целого они	1	1
474	одно из	1	1
475	высказывания его	2	1
476	на мы	1	1
477	социально-экономической закономерности	1	1
478	себе в	1	1
479	и их	4	1
480	всяком случае	2	1
481	ведь это	2	1
482	не как	3	1
483	художественного высказывания	1	1
484	в одном	1	1
485	и вот	1	1
486	для правильного	1	1
487	вовсе не	11	1
488	ни были	1	1
489	у нее	1	1
490	зрения другого	1	1
491	друг друга	2	1
492	у него	2	1
493	из нее	1	1
494	продолжает и	1	1
495	почвы для	1	1
496	какой бы	3	1
497	речь и	4	1
498	она будет	1	1
499	вопросом грамматики	1	1
500	каждый элемент	1	1
501	нее не	1	1
502	говорящего со	2	1
503	самом же	3	1
504	значительной степени	2	1
505	даже и	2	1
506	его живым	1	1
507	оно является	2	1
508	бы они	1	1
509	бы это	2	1
510	где основная	1	1
511	здесь мы	3	1
512	и только	1	1
513	что все	1	1
514	смысл слова	1	1
515	социальную оценку	1	1
516	высказывания определяется	1	1
517	же деле	3	1
518	сознание и	1	1
519	оно способно	1	1
520	в другом	3	1
521	связанных с	1	1
522	которой принадлежит	1	1
523	оно становится	2	1
524	этих форм	2	1
525	мы это	2	1
526	и т.п	10	1
527	и из	1	1
528	должно быть	3	1
529	входит в	1	1
530	основные направления	1	1
531	на протяжении	2	1
532	часть высказывания	1	1
533	ко второму	1	1
534	и иных	1	1
535	внешней речи	1	1
536	а эти	1	1
537	но самый	1	1
538	было бы	4	1
539	речи а	3	1
540	к которому	1	1
541	не совпадает	1	1
542	в невысказанный	1	1
543	и соответствующие	1	1
544	и прежде	2	1
545	присуща тенденция	1	1
546	к определенным	1	1
547	и тем	4	1
548	интонация в	1	1
549	кажется что	1	1
550	его социальная	1	1
551	говорит о	1	1
552	во внутренней	2	1
553	но уже	1	1
554	идеологическое выражение	1	1
555	между говорящими	2	1
556	не было	3	1
557	рядом с	2	1
558	а с	2	1
559	должны различать	1	1
560	не знает	2	1
561	далеко не	2	1
562	разобранные нами	2	1
563	и самый	1	1
564	этому пределу	2	1
565	не на	2	1
566	в ее	3	1
567	в слове	4	1
568	читателя и	1	1
569	слова делает	1	1
570	которой он	1	1
571	и вне	1	1
572	несмотря на	1	1
573	они являются	3	1
574	проблемы так	1	1
575	с условиями	1	1
576	о чем	2	1
577	так называемый	1	1
578	моменты высказывания	1	1
579	на эту	1	1
580	такою же	1	1
581	и высказывание	2	1
582	и было	1	1
583	него не	1	1
584	уверенность в	1	1
585	же не	1	1
586	для историка	1	1
587	в истории	3	1
588	идеологического общения	1	1
589	и тогда	2	1
590	и того	5	1
591	остается в	1	1
592	восприятия и	2	1
593	но можно	1	1
594	себя на	1	1
595	и семантически	1	1
596	как ближайшего	1	1
597	мы видели	4	1
598	или менее	2	1
599	все разобранные	1	1
600	восприятия этот	1	1
601	оценки в	1	1
602	места в	1	1
603	может определять	1	1
604	все более	2	1
605	душе говорящего	1	1
606	вступает в	2	1
607	на который	1	1
608	ее внутренней	1	1
609	то он	1	1
610	все основные	2	1
611	нас не	2	1
612	социальная ситуация	2	1
613	участников высказывания	1	1
614	именно и	1	1
615	высший ранг	1	1
616	от предмета	1	1
617	находится не	2	1
618	группы к	1	1
619	только его	1	1
620	то есть	2	1
621	подхода к	3	1
622	одним и	2	1
623	политической жизни	1	1
624	к одному	1	1
625	социальная среда	1	1
626	свой смысл	1	1
627	не могут	1	1
628	и глубоко	1	1
629	чем мы	1	1
630	является еще	1	1
631	если оно	1	1
632	социальных сил	1	1
633	является только	2	1
634	индивидуальной психике	1	1
635	выражение этого	1	1
636	оно начинает	1	1
637	сами по	1	1
638	с такою	1	1
639	и организующие	1	1
640	конечно эти	1	1
641	по крайней	2	1
642	из этой	1	1
643	и слушающего	1	1
644	и относительно	1	1
645	в особых	1	1
646	произведения в	1	1
647	уже сказали	1	1
648	и должна	1	1
649	роли слушателя	1	1
650	и почти	2	1
651	может идти	1	1
652	для нее	1	1
653	поэтических высказываний	1	1
654	указанных нами	1	1
655	же мы	1	1
656	ни единого	1	1
657	и вся	1	1
658	в различные	1	1
659	степень его	1	1
660	по мере	4	1
661	другую форму	1	1
662	что современная	2	1
663	смыслового состава	1	1
664	только для	1	1
665	в высшей	3	1
666	для определения	1	1
667	деле это	1	1
668	вне ее	1	1
669	высказывания мы	1	1
670	в смысле	6	1
671	в противном	2	1
672	самого начала	5	1
673	высказывание а	1	1
674	как о	2	1
675	в русской	1	1
676	находят свое	1	1
677	это последнее	1	1
678	к вопросу	1	1
679	более и	2	1
680	слову и	1	1
681	и остается	1	1
682	не является	8	1
683	в основе	9	1
684	данной группы	1	1
685	свою связь	1	1
686	здесь конечно	1	1
687	социальной природы	1	1
688	конечно эта	1	1
689	к пониманию	4	1
690	того чтобы	6	1
691	не существует	3	1
692	для всего	3	1
693	высказывания о	1	1
694	имеет дело	2	1
695	такое понимание	2	1
696	на возможное	1	1
697	в коем	2	1
698	чтобы убедиться	1	1
699	активное отношение	1	1
700	ориентируется в	1	1
701	только и	1	1
702	в качестве	3	1
703	или иным	1	1
704	к одной	1	1
705	слова как	2	1
706	же время	8	1
707	особого рода	1	1
708	данной социальной	4	1
709	это часто	1	1
710	от него	2	1
711	и внешней	2	1
712	указывали что	1	1
713	еще более	2	1
714	тем более	5	1
715	интонации и	3	1
716	мы попытаемся	1	1
717	мы должны	1	1
718	ровно ничего	1	1
719	правда это	1	1
720	высказывания правда	1	1
721	процессе ее	1	1
722	внутренней и	2	1
723	же оно	1	1
724	а лишь	1	1
725	убедиться в	1	1
726	жизненный контекст	1	1
727	это та	1	1
728	итоги нашему	1	1
729	связи с	13	1
730	и различные	1	1
731	можно только	1	1
732	этой реальной	2	1
733	обстоит дело	1	1
734	здесь же	1	1
735	случае нельзя	1	1
736	в свою	6	1
737	эти три	1	1
738	этом отношении	1	1
739	и делает	1	1
740	не нуждается	1	1
741	социальной структурой	1	1
742	жизни в	1	1
743	нам не	1	1
744	ситуации и	1	1
745	приближается к	1	1
746	один миг	1	1
747	в стиле	1	1
748	у нас	3	1
749	конечно только	1	1
750	языка в	3	1
751	остаются за	1	1
752	взаимоотношения говорящих	1	1
753	все то	2	1
754	что можно	1	1
755	самой своей	1	1
756	его внутренней	1	1
757	является и	1	1
758	и определений	1	1
759	поэтому не	1	1
760	когда мы	1	1
761	есть только	1	1
762	или иного	2	1
763	классический случай	1	1
764	значение их	1	1
765	должны быть	2	1
766	подвести итоги	1	1
767	живет и	1	1
768	т.е к	2	1
769	является выражением	3	1
770	что оно	3	1
771	в высший	1	1
772	кругозор на	1	1
773	т.е как	1	1
774	его значение	2	1
775	но из	1	1
776	слова с	1	1
777	и эта	2	1
778	каждое слово	1	1
779	как некая	1	1
780	особый тип	1	1
781	в таком	7	1
782	во всяком	3	1
783	вполне понятно	4	1
784	они не	2	1
785	к тому	6	1
786	применения социологического	1	1
