N	3gram	Potebnia_M_3	Dialekti
1	и т д	3	23
2	это значит что	1	21
3	в таком случае	2	10
4	тем не менее	3	10
5	не только не	2	7
6	не может быть	3	6
7	в самом деле	1	5
8	сам по себе	5	5
9	по крайней мере	5	5
10	есть то что	1	5
11	само по себе	3	5
12	о том что	1	5
13	подобно тому как	2	4
14	то время как	1	4
15	в то время	4	4
16	сама по себе	2	4
17	сами по себе	1	3
18	с одной стороны	3	3
19	не есть ни	4	3
20	в том что	16	3
21	то что мы	2	3
22	как и в	2	3
23	на то что	1	3
24	только тогда когда	7	3
25	тем что оно	1	2
26	это было бы	1	2
27	не говоря уже	1	2
28	не имеет права	1	2
29	говоря уже о	1	2
30	из того что	1	2
31	так как все	1	2
32	одно и то	5	2
33	что не есть	1	2
34	и то же	5	2
35	не могут быть	2	2
36	того что она	1	2
37	с другой стороны	4	2
38	мы не можем	2	2
39	не было ни	1	2
40	для нас в	1	2
41	к тому что	2	2
42	к тому же	1	2
43	так или иначе	1	2
44	таким образом что	1	1
45	потому что в	1	1
46	и что только	2	1
47	и той же	2	1
48	не на словах	1	1
49	мы уже сказали	1	1
50	на самом деле	1	1
51	в область истории	1	1
52	так что в	1	1
53	то же самое	1	1
54	одной стороны и	1	1
55	до сих пор	3	1
56	дело вовсе не	1	1
57	оно не есть	1	1
58	себе независимо от	2	1
59	по себе и	1	1
60	и та же	1	1
61	но каким образом	1	1
62	представить себе что	1	1
63	в этом отношении	2	1
64	того и другого	1	1
65	может находиться в	1	1
66	со своей точки	1	1
67	для себя и	1	1
68	никто не имеет	1	1
69	и говорить о	1	1
70	может быть только	3	1
71	только потому что	2	1
72	как именно оно	1	1
73	что мы не	2	1
74	и что в	1	1
75	в данном случае	1	1
76	далеко не всегда	1	1
77	если бы мы	1	1
78	явления так что	1	1
79	и потому он	1	1
80	что для нас	1	1
81	того что не	1	1
82	то тем самым	3	1
83	как на нечто	1	1
84	или по крайней	1	1
85	он может и	1	1
86	в обыкновенном смысле	1	1
87	если представить себе	1	1
88	не в том	5	1
89	не в силах	1	1
90	который хотя и	1	1
91	одна и та	1	1
92	вообще но и	1	1
93	и в том	2	1
94	лишь тогда когда	1	1
95	одно из них	1	1
96	т д не	1	1
97	и таким образом	1	1
98	быть не только	1	1
99	и стало быть	1	1
100	более или менее	3	1
101	то же время	5	1
102	вовсе не в	1	1
103	по себе независимо	2	1
104	от того что	5	1
105	том смысле что	1	1
106	он был бы	1	1
107	что в ней	2	1
108	заключается именно в	1	1
109	и в таком	1	1
110	мало того что	1	1
111	своей точки зрения	1	1
112	с этой стороны	2	1
113	но что же	1	1
114	возможно только в	2	1
115	связанных между собою	1	1
116	в то же	5	1
117	несмотря на свою	1	1
118	бы только один	1	1
119	в том смысле	3	1
120	одной и той	2	1
121	независимо от своего	1	1
122	что уже есть	1	1
123	с первым и	1	1
124	в себе не	2	1
125	что и в	3	1
