N	2gram	Kanaev_Sov_1	Myshleni
1	и в	7	28
2	в том	4	28
3	в этом	7	27
4	в развитии	4	24
5	том что	1	19
6	не может	17	19
7	таким образом	11	18
8	только в	1	18
9	что в	2	17
10	не только	4	16
11	так же	1	15
12	точки зрения	12	13
13	может быть	12	13
14	с помощью	4	13
15	сказать что	1	13
16	и не	6	11
17	как бы	4	11
18	но не	1	10
19	по отношению	1	10
20	с точки	5	10
21	как мы	2	10
22	развития и	1	10
23	так как	4	10
24	отношению к	1	10
25	понятия и	1	10
26	было бы	3	9
27	в процессе	1	9
28	мы можем	6	9
29	между собой	3	9
30	в самом	2	8
31	мы видели	4	8
32	никогда не	1	8
33	еще не	3	8
34	как известно	2	7
35	того же	1	7
36	то же	3	7
37	в своем	1	7
38	в которой	2	7
39	с самого	3	7
40	он не	1	7
41	в нем	3	7
42	самого начала	3	7
43	можно было	1	7
44	если бы	1	7
45	мы видим	2	7
46	там где	1	7
47	вместе с	4	7
48	между ними	1	7
49	же как	1	6
50	мы не	9	6
51	и к	3	6
52	как и	6	6
53	не имеет	1	6
54	когда мы	3	6
55	же самое	2	6
56	приводит к	2	6
57	и что	2	6
58	его в	1	6
59	развития в	2	6
60	в области	3	6
61	и развития	1	6
62	в то	1	6
63	в зависимости	4	5
64	вопрос о	4	5
65	зависимости от	4	5
66	но в	3	5
67	в этой	3	5
68	что все	2	5
69	на этой	3	5
70	с другом	2	5
71	не могут	2	5
72	могут быть	2	5
73	для развития	2	5
74	это не	4	5
75	друг с	2	5
76	и все	3	5
77	в первом	3	4
78	к другому	1	4
79	той же	2	4
80	мы имеем	1	4
81	во всех	1	4
82	с этим	2	4
83	в себе	3	4
84	в нашем	2	4
85	в наших	3	4
86	на этом	2	4
87	но если	1	4
88	он должен	2	4
89	знаем что	2	4
90	не в	3	4
91	мысли в	1	4
92	что при	2	4
93	своего развития	1	4
94	ясно что	3	4
95	именно в	1	4
96	мы знаем	2	4
97	которые в	1	4
98	но что	1	4
99	на этот	2	4
100	системы в	4	4
101	и следовательно	1	4
102	они не	1	4
103	это и	1	3
104	за собой	1	3
105	с его	1	3
106	из этих	2	3
107	видели что	3	3
108	независимо от	1	3
109	хотя и	1	3
110	остановиться на	1	3
111	его развития	3	3
112	на его	2	3
113	при этом	3	3
114	одной и	1	3
115	и по	2	3
116	в каждом	8	3
117	развития на	1	3
118	должен был	1	3
119	в ином	1	3
120	что такое	2	3
121	и той	1	3
122	по себе	1	3
123	что с	1	3
124	только не	1	3
125	связи с	1	3
126	отличается от	3	3
127	опыта и	1	3
128	но мы	3	3
129	те же	1	3
130	и т.д	3	3
131	до сих	1	3
132	во втором	1	3
133	в его	2	3
134	и только	1	3
135	все время	1	3
136	развития но	2	3
137	один из	1	3
138	этот вопрос	1	3
139	и его	1	3
140	а это	1	3
141	только к	1	3
142	и составляет	1	3
143	а не	3	3
144	но как	1	3
145	сих пор	1	3
146	в целом	4	3
147	мы должны	4	3
148	в системе	3	3
149	не знает	1	3
150	в своих	1	3
151	а из	1	2
152	самом деле	2	2
153	он может	3	2
154	мы уже	1	2
155	путь для	1	2
156	что уже	1	2
157	для нашей	1	2
158	он сам	1	2
159	опирается на	1	2
160	прежде всего	5	2
161	все же	3	2
162	с понятием	1	2
163	и наконец	5	2
164	нами в	1	2
165	между двумя	1	2
166	развития только	1	2
167	все эти	5	2
168	по самому	1	2
169	в обратном	1	2
170	к одному	1	2
171	скрытом виде	1	2
172	от общего	1	2
173	в другом	1	2
174	раз он	1	2
175	этом смысле	1	2
176	что один	1	2
177	чем в	1	2
178	несмотря на	1	2
179	развития для	1	2
180	раз и	1	2
181	этой области	1	2
182	в такой	1	2
183	развития что	1	2
184	мы называем	3	2
185	для объяснения	1	2
186	точку зрения	4	2
187	но это	1	2
188	и более	1	2
189	общего и	1	2
190	и вообще	1	2
191	что эта	1	2
192	в скрытом	1	2
193	не менее	2	2
194	она не	1	2
195	для каждого	1	2
196	на котором	2	2
197	но только	1	2
198	у нас	3	2
199	резко расходятся	1	2
200	и от	1	2
201	он с	1	2
202	в совершенно	1	2
203	поэтому мы	3	2
204	этой стадии	2	2
205	еще в	1	2
206	том как	1	2
207	с ним	1	2
208	мы всегда	1	2
209	которому они	1	2
210	если мы	4	2
211	только на	1	2
212	не из	1	2
213	из них	4	2
214	в одном	3	2
215	в конце	3	2
216	у него	2	2
217	с другой	1	2
218	к которому	1	2
219	на ней	1	2
220	остается еще	1	2
221	мы снова	1	2
222	в связи	1	2
223	связей и	1	2
224	законов и	1	2
225	все более	1	2
226	мы говорим	1	2
227	в данном	1	2
228	по существу	1	2
229	этом случае	1	2
230	в любом	1	2
231	все это	3	2
232	для нас	3	2
233	процессы развития	1	2
234	а в	4	2
235	ли мы	3	1
236	отдельной клетки	1	1
237	функции в	1	1
238	определенные условия	1	1
239	мы имели	1	1
240	нас на	1	1
241	и до	1	1
242	и могут	1	1
243	от старого	1	1
244	этом направлении	1	1
245	есть не	1	1
246	различные функции	1	1
247	для своего	1	1
248	и само	1	1
249	это совершенно	1	1
250	смысле можно	1	1
251	в первый	1	1
252	совершенно так	1	1
253	что иное	1	1
254	на другой	1	1
255	к началу	1	1
256	свою очередь	2	1
257	и иначе	1	1
258	чем отличается	1	1
259	иное как	1	1
260	быть в	1	1
261	на их	2	1
262	наших экспериментах	1	1
263	на самом	1	1
264	одном случае	1	1
265	точка зрения	1	1
266	явлений и	1	1
267	мы получили	1	1
268	нет и	4	1
269	это или	1	1
270	самом конце	1	1
271	один и	1	1
272	отнюдь не	3	1
273	стороны и	1	1
274	этого развития	1	1
275	кроме того	1	1
276	собственно и	1	1
277	возможность развития	2	1
278	как всякая	1	1
279	и тот	1	1
280	тем же	2	1
281	в этот	1	1
282	и научного	1	1
283	не можем	7	1
284	не приходится	1	1
285	что это	2	1
286	мы получаем	3	1
287	он в	3	1
288	развития мы	2	1
289	структур но	1	1
290	только один	2	1
291	как он	3	1
292	дождевого червя	1	1
293	что она	3	1
294	при данной	2	1
295	все перечисленные	1	1
296	и еще	1	1
297	одному и	1	1
298	т.е от	1	1
299	но все	2	1
300	факт что	1	1
301	и может	1	1
302	те или	1	1
303	в и	2	1
304	может стать	1	1
305	ведь в	1	1
306	нам представляются	1	1
307	ни в	1	1
308	но уже	1	1
309	роли и	1	1
310	рядом с	1	1
311	все равно	1	1
312	первые два	2	1
313	которой он	2	1
314	оно имеет	1	1
315	обратимся к	1	1
316	и тогда	1	1
317	и становится	1	1
318	оперировать с	1	1
319	и при	1	1
320	таким же	1	1
321	заключать в	1	1
322	это делает	1	1
323	иного типа	1	1
324	представление о	1	1
325	в отличие	2	1
326	и значит	1	1
327	от его	1	1
328	играть в	1	1
329	тем не	2	1
330	без всяких	1	1
331	так называемое	1	1
332	их в	4	1
333	если понимать	1	1
334	общей проблемы	1	1
335	но они	1	1
336	все три	1	1
337	стадии развития	1	1
338	дело в	1	1
339	одна из	3	1
340	мы вправе	1	1
341	ходом развития	1	1
342	и именно	2	1
343	системы т.е	1	1
344	в стадии	5	1
345	этого явления	1	1
346	можем ли	1	1
347	этих двух	2	1
348	находиться в	1	1
349	видим что	1	1
350	есть такой	1	1
351	самому своему	1	1
352	в будущем	1	1
353	развиваются в	1	1
354	в действительности	1	1
355	в живой	1	1
356	самое в	1	1
357	очень часто	1	1
358	сравнительно с	1	1
359	человека в	1	1
360	как сравнение	1	1
361	и сильным	1	1
362	для его	2	1
363	на это	1	1
364	ничего общего	1	1
365	данной области	1	1
366	и это	1	1
367	оно может	1	1
368	как происходит	1	1
369	начало нового	1	1
370	данном случае	1	1
371	законов которые	2	1
372	если как	1	1
373	под руководством	1	1
374	по аналогии	1	1
375	но отнюдь	1	1
376	только и	1	1
377	о том	1	1
378	настоящее время	2	1
379	утверждает что	1	1
380	что его	1	1
381	все его	1	1
382	может не	3	1
383	частном случае	1	1
384	к нему	1	1
385	никакого интереса	1	1
386	вся эта	1	1
387	при исследовании	1	1
388	где у	1	1
389	что же	5	1
390	предмета является	1	1
391	говорить только	1	1
392	например при	1	1
393	как например	1	1
394	на которой	1	1
395	которых она	1	1
396	для пояснения	1	1
397	тот же	2	1
398	два основных	1	1
399	может оказаться	1	1
400	правда и	1	1
401	собой но	1	1
402	он уже	1	1
403	с одной	2	1
404	заключают в	1	1
405	сводится только	1	1
406	конечно не	1	1
407	уже не	2	1
408	и у	1	1
409	части на	1	1
410	то и	2	1
411	ни одного	1	1
412	научного исследования	2	1
413	в виде	2	1
414	в начале	1	1
415	в известном	1	1
416	в данной	1	1
417	его и	1	1
418	этот раз	1	1
419	и их	1	1
420	и навсегда	1	1
421	как их	1	1
422	допустим что	1	1
423	сами по	1	1
424	вовсе не	1	1
425	отличие от	2	1
426	бы все	1	1
427	во всей	1	1
428	в очень	1	1
429	а потому	1	1
430	и даже	2	1
431	или иной	2	1
432	и из	1	1
433	как у	1	1
434	этим вопросом	1	1
435	нельзя сказать	1	1
436	здесь в	1	1
437	положение на	1	1
438	от общей	1	1
439	это своеобразное	1	1
440	может иметь	2	1
441	условиях развития	2	1
442	случае развития	4	1
443	а на	2	1
444	развития совершенно	1	1
445	эту стадию	1	1
446	конце развития	2	1
447	всецело и	1	1
448	действия в	1	1
449	следующий вопрос	1	1
450	этого объяснения	1	1
451	этих процессов	1	1
452	и во	2	1
453	всех трех	1	1
454	а при	1	1
455	тот факт	1	1
456	из которых	2	1
457	одной стороны	1	1
458	зрения и	1	1
459	значит что	1	1
460	терминологии и	1	1
461	благодаря этому	1	1
462	аналогии с	1	1
463	но вопрос	1	1
464	поэтому что	1	1
465	ряд в	1	1
466	реальных условиях	1	1
467	смысле т.е	1	1
468	процессе развития	1	1
469	при таком	3	1
470	для ее	1	1
471	в результате	6	1
472	этой системы	1	1
473	это как	1	1
474	в настоящее	2	1
475	не представляет	1	1
476	никакого принципиального	1	1
477	той или	1	1
478	случае и	1	1
479	могли быть	1	1
480	должен быть	1	1
481	а о	1	1
482	в свою	2	1
483	но этим	1	1
484	совершенно не	2	1
485	но верно	1	1
486	не что	1	1
487	о действительном	1	1
488	только о	1	1
489	есть то	1	1
490	самое что	1	1
491	объяснение не	1	1
492	в заключение	1	1
493	они относятся	1	1
494	к этому	1	1
495	значение в	2	1
496	все что	1	1
