N	3gram	Vygotskiy__7	Narrotol
1	в том что	13	8
2	в данном случае	5	6
3	не только в	1	6
4	по отношению к	5	5
5	в отличие от	2	5
6	с одной стороны	5	5
7	состоит в том	3	4
8	о том что	4	4
9	тем не менее	3	4
10	в соответствии с	1	3
11	в этом отношении	3	3
12	но при этом	1	3
13	в известном смысле	2	3
14	той или иной	1	3
15	в конечном счете	2	3
16	можно сказать что	3	3
17	в то же	1	3
18	к тому что	6	3
19	по своей природе	4	2
20	с точки зрения	21	2
21	мы имеем дело	1	2
22	на самом деле	2	2
23	подобно тому как	1	2
24	в той мере	2	2
25	и не может	1	2
26	точно так же	2	2
27	так же как	7	2
28	той мере в	2	2
29	мере в какой	2	2
30	и тем самым	4	2
31	не только не	9	2
32	и вследствие этого	1	2
33	не может быть	4	2
34	внутренней речи как	3	1
35	дело здесь не	1	1
36	что иное как	1	1
37	оба эти момента	2	1
38	одной стороны и	3	1
39	но для него	1	1
40	не обращая внимания	1	1
41	в обоих случаях	1	1
42	в этой фразе	1	1
43	в которой он	1	1
44	в живой речи	1	1
45	прежде всего на	1	1
46	обращая внимания на	1	1
47	одним и тем	2	1
48	как бы не	1	1
49	в самом деле	4	1
50	в слове и	1	1
51	в этом смысле	1	1
52	никак не может	1	1
53	то же самое	5	1
54	что у нее	3	1
55	как раз и	1	1
56	по сравнению с	7	1
57	только по отношению	1	1
58	в зависимости от	1	1
59	есть все же	1	1
60	вследствие того что	1	1
61	того и другого	2	1
62	вместо того чтобы	1	1
63	не в сторону	1	1
64	что с точки	1	1
65	можно было бы	1	1
66	до сих пор	3	1
67	то что было	1	1
68	как раз в	2	1
69	то время как	2	1
70	быть самим собой	1	1
71	имеет место слияние	1	1
72	и тем же	2	1
73	гораздо более сложным	1	1
74	как это сделал	1	1
75	он может и	1	1
76	как по своей	1	1
77	не только к	1	1
78	в этом направлении	1	1
79	и что в	1	1
80	во всяком случае	1	1
81	собой один из	1	1
82	что у него	1	1
83	объяснения в любви	1	1
84	известном смысле можно	2	1
85	этой точки зрения	4	1
86	есть не что	1	1
87	едва ли не	2	1
88	имеет место в	1	1
89	будущего она не	1	1
90	в то время	2	1
91	с этой точки	4	1
92	по аналогии с	1	1
93	так и в	1	1
94	легко свести к	1	1
95	представляет собой один	1	1
96	смысле можно сказать	2	1
97	по сути дела	1	1
98	но и не	3	1
99	в большинстве случаев	2	1
100	в силу своей	1	1
101	не что иное	1	1
102	и во второй	1	1
103	для того чтобы	18	1
104	здесь не в	1	1
