N	2gram	Potebnia_M_4	slovoVRo
1	и в	23	39
2	может быть	26	37
3	и т	7	35
4	и его	2	33
5	т п	4	33
6	то есть	34	26
7	не только	10	24
8	и не	18	22
9	но и	11	21
10	не может	11	20
11	в нем	7	19
12	в этом	23	16
13	все это	5	16
14	так и	6	15
15	а не	12	14
16	человек и	1	14
17	отличие от	1	13
18	как в	7	13
19	в процессе	3	13
20	в пределах	1	13
21	слова в	3	13
22	во всех	1	12
23	в истории	4	11
24	слово в	4	11
25	вовсе не	7	10
26	к своему	1	9
27	и с	4	9
28	не в	11	9
29	языков и	1	9
30	со своим	4	9
31	языка и	3	9
32	словом и	1	8
33	таким образом	24	8
34	оно не	2	8
35	прежде всего	1	8
36	слова и	5	8
37	точки зрения	4	8
38	еще не	3	7
39	языком и	3	7
40	при этом	15	7
41	в этих	3	7
42	для него	5	7
43	с ним	5	7
44	никогда не	3	7
45	могут быть	7	7
46	как мы	2	7
47	в его	5	7
48	языка как	1	7
49	слово как	1	7
50	и даже	2	7
51	и потому	10	7
52	как бы	5	7
53	в сущности	2	6
54	но не	1	6
55	в своем	8	6
56	все же	1	6
57	и к	6	6
58	но в	8	6
59	все эти	3	6
60	так сказать	5	6
61	значительной степени	2	6
62	в них	3	6
63	в слове	22	6
64	как и	14	6
65	она не	2	6
66	языка в	2	6
67	в большинстве	2	6
68	чужого языка	1	6
69	там где	3	6
70	слова от	2	6
71	этом случае	5	6
72	жизни и	1	6
73	например в	3	5
74	и слова	2	5
75	человека в	2	5
76	это не	7	5
77	том что	12	5
78	по себе	11	5
79	слово и	3	5
80	не могут	2	5
81	но все	1	5
82	той или	1	5
83	мира и	1	5
84	с другой	2	5
85	один из	2	5
86	в том	23	5
87	с ними	3	5
88	с одной	1	5
89	конечно не	2	5
90	уже не	3	5
91	со словом	3	5
92	и их	3	5
93	одной стороны	1	5
94	большинстве случаев	2	5
95	и для	2	5
96	только в	15	5
97	для нас	14	5
98	от него	2	5
99	и все	4	5
100	языку и	2	4
101	его не	1	4
102	и на	3	4
103	по отношению	10	4
104	прозы в	1	4
105	отношение к	2	4
106	словом в	1	4
107	то же	14	4
108	слова не	3	4
109	его в	4	4
110	входит в	1	4
111	с другими	4	4
112	в отношении	1	4
113	не менее	5	4
114	в то	4	4
115	же время	3	4
116	или как	1	4
117	во всем	1	4
118	зависимости от	1	4
119	дело с	1	4
120	и других	3	4
121	так как	14	4
122	и язык	1	4
123	этой категории	1	4
124	даже и	3	4
125	и др	2	4
126	и мир	1	4
127	xix века	1	4
128	в той	4	4
129	как предмет	1	4
130	в смысле	3	4
131	язык не	5	4
132	а в	5	4
133	отношении к	1	4
134	слова с	3	4
135	отношению к	8	4
136	в таком	4	4
137	ту же	3	3
138	как это	1	3
139	должна быть	1	3
140	той же	3	3
141	человека и	3	3
142	говорить о	5	3
143	в чем	1	3
144	в собственном	1	3
145	к новому	1	3
146	перед нами	1	3
147	и как	2	3
148	бы и	5	3
149	на этом	1	3
150	не с	2	3
151	лишь в	3	3
152	с точки	3	3
153	не была	1	3
154	быть очень	1	3
155	связи с	3	3
156	этом отношении	1	3
157	в ней	2	3
158	а также	1	3
159	к нему	5	3
160	между тем	9	3
161	что и	7	3
162	быть и	2	3
163	у него	1	3
164	рядом с	1	3
165	здесь в	1	3
166	в свою	2	3
167	может иметь	2	3
168	стремится к	2	3
169	слове в	1	3
170	если она	1	3
171	но это	3	3
172	слово для	3	3
173	что в	17	3
174	из себя	2	3
175	хотя бы	4	3
176	языка может	1	3
177	сказать что	8	3
178	языка то	2	3
179	во всяком	5	3
180	можно говорить	1	2
181	одним из	1	2
182	в сфере	1	2
183	языка с	3	2
184	каждом шагу	1	2
185	мы уже	3	2
186	мы не	8	2
187	о формах	1	2
188	слова например	2	2
189	другой язык	1	2
190	всех сторон	1	2
191	в прямой	1	2
192	меньше чем	1	2
193	на них	1	2
194	далее в	1	2
195	не был	1	2
196	но как	1	2
197	что язык	7	2
198	не все	1	2
199	в новом	1	2
200	и речи	1	2
201	за пределы	1	2
202	с этим	7	2
203	кроме того	3	2
204	хотя и	5	2
205	как уже	1	2
206	бы только	2	2
207	себе как	1	2
208	в нашем	2	2
209	от действительности	1	2
210	в себе	14	2
211	роль в	1	2
212	с языком	2	2
213	на его	3	2
214	т д	3	2
215	он не	2	2
216	в виде	2	2
217	и более	4	2
218	из него	2	2
219	в нее	3	2
220	значение в	1	2
221	уже сказано	1	2
222	далеко не	1	2
223	независимо от	6	2
224	мы видели	1	2
