N	3gram	Vinokur_Ku_3	Narrotol
1	в том что	8	8
2	в данном случае	4	6
3	не только в	3	6
4	по отношению к	2	5
5	в отличие от	2	5
6	с одной стороны	4	5
7	о том что	3	4
8	к тому же	2	4
9	тем не менее	9	4
10	в известном смысле	2	3
11	той или иной	5	3
12	того или иного	3	3
13	то же время	1	3
14	в конечном счете	1	3
15	в то же	1	3
16	к тому что	1	3
17	хотя и не	1	2
18	с точки зрения	16	2
19	на самом деле	3	2
20	но и в	1	2
21	все те же	1	2
22	и т п	41	2
23	в той мере	1	2
24	и не может	1	2
25	а то и	1	2
26	так же как	1	2
27	той мере в	1	2
28	не зависит от	1	2
29	мере в какой	1	2
30	а в том	1	2
31	не только не	1	2
32	не может быть	3	2
33	и того же	2	1
34	в той или	2	1
35	точки зрения на	2	1
36	с совершенно иной	1	1
37	прежде всего следует	3	1
38	в чем же	1	1
39	одним и тем	2	1
40	более или менее	2	1
41	в самом деле	11	1
42	в этом смысле	1	1
43	то же самое	1	1
44	как раз и	2	1
45	а тем более	1	1
46	самом деле не	2	1
47	читателя или слушателя	1	1
48	в таком случае	2	1
49	и в то	1	1
50	в зависимости от	7	1
51	а также в	1	1
52	в строгом смысле	1	1
53	не могло бы	1	1
54	что все эти	1	1
55	можно было бы	10	1
56	а с другой	3	1
57	всего следует подчеркнуть	1	1
58	на этот вопрос	1	1
59	в противном случае	1	1
60	т п все	2	1
61	до сих пор	8	1
62	на мой взгляд	3	1
63	и тем же	2	1
64	тому или иному	1	1
65	п все эти	1	1
66	по природе своей	1	1
67	не в том	2	1
68	в связи с	4	1
69	то что он	1	1
70	во всяком случае	1	1
71	о них в	1	1
72	этой точки зрения	1	1
73	отнюдь не означает	1	1
74	однако что и	1	1
75	в то время	1	1
76	с этой точки	1	1
77	так и в	3	1
78	что в ней	1	1
79	в отвлечении от	1	1
80	имеет в своем	1	1
81	и как именно	1	1
82	одного и того	2	1
83	тем более что	2	1
84	она не могла	1	1
85	это действительно так	1	1
86	в том смысле	1	1
87	для того чтобы	11	1
88	вслед за этим	1	1
89	является не только	1	1
