N	2gram	Bakhtin_fo_1	SlovoVZh
1	не может	6	16
2	может быть	11	14
3	точки зрения	5	14
4	как бы	2	13
5	и его	16	13
6	таким образом	11	12
7	и в	50	12
8	по отношению	3	11
9	в нашем	2	11
10	отношению к	5	11
11	и не	14	10
12	если бы	5	9
13	так как	6	9
14	прежде всего	15	8
15	сказать что	3	7
16	для нас	2	7
17	в ней	4	6
18	в том	9	6
19	только в	4	6
20	при этом	3	6
21	к содержанию	1	6
22	с помощью	2	6
23	в нем	24	6
24	слова и	2	6
25	в процессе	4	6
26	то же	11	5
27	в виду	3	5
28	отнюдь не	5	5
29	как в	6	5
30	но в	10	5
31	и др	9	5
32	в жизни	6	5
33	героя и	7	5
34	а не	3	5
35	как и	8	5
36	что мы	2	5
37	и следовательно	4	5
38	том что	4	5
39	никогда не	2	5
40	хотя бы	2	5
41	то что	6	5
42	зависимости от	1	4
43	как если	2	4
44	в литературе	16	4
45	в этом	25	4
46	все же	6	4
47	в самом	8	4
48	уже не	2	4
49	не только	9	4
50	отношение к	2	4
51	так и	12	4
52	с другой	2	4
53	что не	3	4
54	не в	5	4
55	его в	3	4
56	дело в	2	4
57	и является	2	4
58	и к	2	4
59	жизни и	8	4
60	и на	8	4
61	здесь не	4	3
62	самом деле	1	3
63	формы и	3	3
64	в котором	4	3
65	в пределах	5	3
66	ведь и	1	3
67	ясно что	2	3
68	еще не	5	3
69	мы не	3	3
70	и вообще	2	3
71	о том	1	3
72	но и	8	3
73	точка зрения	1	3
74	того что	2	3
75	быть и	2	3
76	и наконец	1	3
77	имеет в	2	3
78	и ее	3	3
79	все эти	9	3
80	только на	3	3
81	конечно не	4	3
82	в себе	3	3
83	слово в	1	3
84	да и	3	3
85	к герою	1	3
86	для него	2	3
87	он должен	2	3
88	не к	2	3
89	и по	2	3
90	и с	4	3
91	до сих	3	3
92	ни в	8	3
93	в некоторых	2	3
94	в них	4	3
95	и уже	3	3
96	в своей	2	3
97	так же	6	3
98	и более	1	3
99	по себе	2	3
100	произведения и	1	3
101	сих пор	3	3
102	все это	4	3
103	но для	2	3
104	и проч	4	3
105	и для	4	3
106	с ним	2	3
107	или не	2	3
108	в каком	2	3
109	и то	4	2
110	в себя	1	2
111	и самое	1	2
112	и совершенно	1	2
113	те же	2	2
114	вещи и	1	2
115	со всех	1	2
116	по природе	2	2
117	на материале	2	2
118	мы имеем	1	2
119	нас и	1	2
120	и здесь	1	2
121	с его	9	2
122	между собой	4	2
123	в чем	2	2
124	но конечно	2	2
125	данном случае	1	2
126	в данном	2	2
127	для других	4	2
128	в его	13	2
129	что и	3	2
130	в форме	3	2
131	независимо от	1	2
132	в своем	4	2
133	кроме того	4	2
134	его к	1	2
135	каждый момент	1	2
136	и потому	3	2
137	сливается с	1	2
138	эти моменты	3	2
139	бы не	1	2
140	с одной	3	2
141	выражение в	2	2
142	уже в	2	2
143	тому же	2	2
144	и те	3	2
145	имеем в	1	2
146	определяются именно	1	2
147	он не	5	2
148	в корне	1	2
149	в зависимости	1	2
150	к ним	2	2
151	мы можем	1	2
152	форма в	1	2
153	и оценки	1	2
154	одно и	3	2
155	но все	5	2
156	в особенности	9	2
157	конечно в	1	2
158	влияние на	4	2
159	с другими	3	2
160	это не	6	2
161	до известной	1	2
162	и дает	3	2
163	оно не	2	2
164	себя и	3	2
165	более того	3	2
166	одной стороны	2	2
167	и автобиографии	1	2
168	до конца	4	2
169	самое слово	1	2
170	была бы	2	2
171	там где	2	2
172	автора и	2	2
173	имеет место	3	2
174	в момент	1	2
175	довлеет себе	2	2
176	нет ничего	4	2
177	вместе с	3	2
178	в отношении	3	2
179	но не	5	2
180	место в	2	2
181	точку зрения	2	2
182	быть только	3	2
183	речи в	2	2
184	вместе со	1	2
185	она не	1	2
186	на один	2	2
187	с точки	2	2
188	тесную связь	1	2
189	в условиях	7	2
190	в основном	5	2
191	тогда когда	2	2
192	в то	9	2
193	известной степени	1	2
194	героев и	3	2
195	слова но	1	2
196	ничего не	9	2
197	но отнюдь	1	2
198	и все	6	2
199	но зато	1	2
200	все они	1	2
201	в этих	3	2
202	между ними	3	2
203	от всех	1	2
204	стороны и	2	2
205	слагается из	2	2
206	могут быть	5	2
207	как только	1	2
208	в событии	1	2
209	что в	5	2
210	частной жизни	23	2
211	и другие	5	2
212	к этому	3	2
213	и это	4	1
214	ту же	2	1
215	например в	6	1
216	же как	2	1
217	как мы	14	1
218	вне этого	1	1
219	с ее	6	1
220	момент в	2	1
221	свою очередь	1	1
222	миром и	1	1
223	на основе	2	1
224	особенно важное	1	1
225	совершенно ясно	1	1
226	характер и	7	1
227	в организации	1	1
228	свои права	1	1
229	тем же	1	1
230	с самого	2	1
231	то время	4	1
232	по преимуществу	3	1
233	моменты его	1	1
234	не имеют	3	1
235	высшей степени	1	1
236	становится лишь	1	1
237	часть его	1	1
238	мы уже	11	1
239	было в	1	1
240	на вещи	1	1
241	неразрывное единство	1	1
242	жизнь и	4	1
243	та же	1	1
244	три существенных	1	1
245	единство и	1	1
246	к другу	2	1
247	само слово	1	1
248	не вполне	1	1
249	на себя	2	1
250	этом свое	1	1
251	в порядке	3	1
252	не знают	1	1
253	и он	1	1
254	нашем случае	1	1
255	всех сторон	1	1
256	и явления	1	1
257	за пределами	1	1
258	и являются	1	1
259	не ту	1	1
260	и момента	1	1
261	на них	2	1
262	материала это	1	1
263	в значительной	2	1
264	мы понимаем	1	1
265	во всех	6	1
266	всего совершенно	1	1
267	и во	7	1
268	и особенности	1	1
269	все в	1	1
270	друг к	2	1
271	и всего	1	1
272	формы как	1	1
273	менее всего	1	1
274	отвлекаемся от	1	1
275	себе и	3	1
276	и степень	1	1
277	в свои	1	1
278	того в	1	1
279	именно в	3	1
280	сама по	1	1
281	путем анализа	1	1
282	в теории	1	1
283	герою и	2	1
284	не входят	2	1
285	и мир	1	1
286	не зная	2	1
287	второй план	1	1
288	пути в	1	1
289	дает место	2	1
290	перед нами	1	1
291	хотя и	3	1
292	может получить	1	1
293	тот же	1	1
294	мы увидим	1	1
295	явления в	2	1
296	себе не	1	1
297	увидим что	1	1
298	пор не	1	1
299	движение и	1	1
300	не имеющих	1	1
301	оторвано от	1	1
302	нами моменты	1	1
303	во времени	3	1
304	содержания является	1	1
305	что это	1	1
306	в целом	2	1
307	если мы	2	1
308	очень важным	1	1
309	в эти	1	1
310	себя в	1	1
311	есть в	2	1
312	эпохи но	1	1
313	литературы в	1	1
314	в большинстве	1	1
315	и продукт	1	1
316	значение и	3	1
317	именно этим	1	1
318	различные степени	1	1
319	почти полностью	1	1
320	или даже	1	1
321	при помощи	1	1
322	и обратно	1	1
323	она становится	3	1
324	его и	2	1
325	на одну	1	1
326	одно из	3	1
327	и их	8	1
328	как часто	1	1
329	всяком случае	1	1
330	ведь это	1	1
331	не как	2	1
332	все вопросы	1	1
333	в одном	3	1
334	и вот	1	1
335	в пространстве	5	1
336	вовсе не	13	1
337	друг друга	3	1
338	как его	1	1
339	бытия и	1	1
340	у него	6	1
341	из нее	2	1
342	она имеет	1	1
343	природой и	1	1
344	не бывает	1	1
345	деле и	1	1
346	герой и	1	1
347	значительной степени	1	1
348	само собой	2	1
349	том же	2	1
350	здесь мы	1	1
351	и только	1	1
352	что все	2	1
353	в другом	1	1
354	которого и	1	1
355	мы это	1	1
356	и т.п	4	1
357	зрения на	1	1
358	и расположения	1	1
359	моменты и	1	1
360	должно быть	1	1
361	входит в	3	1
362	на протяжении	1	1
363	и которые	1	1
364	и непосредственное	1	1
365	и вступает	1	1
366	ко второму	1	1
367	и тех	2	1
368	встреча в	1	1
369	было бы	2	1
370	миру и	1	1
371	и соответствующие	1	1
372	и прежде	2	1
373	к определенным	1	1
374	но есть	1	1
375	только к	3	1
376	говорит о	1	1
377	для них	3	1
378	но уже	1	1
379	люди не	1	1
380	и политического	1	1
381	этой первой	2	1
382	не было	7	1
383	рядом с	2	1
384	на второй	1	1
385	события и	1	1
386	не знает	3	1
387	далеко не	2	1
388	как свое	1	1
389	и самый	1	1
390	не на	1	1
391	социального целого	1	1
392	в ее	6	1
393	он имеет	1	1
394	которой он	1	1
395	и вне	3	1
396	все моменты	2	1
397	о чем	1	1
398	так называемый	2	1
399	форма и	1	1
400	всех других	1	1
401	и некоторые	1	1
402	в истории	2	1
403	в последующем	4	1
404	и тогда	1	1
405	и того	6	1
406	выступает здесь	1	1
407	для этой	1	1
408	нигде не	1	1
409	себя на	1	1
410	места в	2	1
411	все более	1	1
412	вступает в	2	1
413	в частности	6	1
414	только того	1	1
415	то он	1	1
416	два человека	1	1
417	все основные	1	1
418	и закрепленного	1	1
419	нас не	1	1
420	это делает	1	1
421	то есть	33	1
422	своем движении	1	1
423	подхода к	3	1
424	но сами	1	1
425	не могут	3	1
426	оно стало	1	1
427	и другого	1	1
428	наряду с	5	1
429	является только	1	1
430	эту закономерность	1	1
431	но эта	3	1
432	и тот	1	1
433	которые в	1	1
434	сами по	1	1
435	с такою	1	1
436	конечно эти	1	1
437	из этой	1	1
438	и слушающего	1	1
439	моментов в	1	1
440	уже сказали	2	1
441	не должно	1	1
442	в словах	1	1
443	мы еще	3	1
444	от ранга	1	1
445	для нее	1	1
446	или хотя	1	1
447	можно наблюдать	1	1
448	же мы	1	1
449	ни единого	1	1
450	того если	1	1
451	от всего	1	1
452	природу и	1	1
453	в высшей	1	1
454	с которой	1	1
455	самого начала	2	1
456	как о	1	1
457	более и	1	1
458	здесь на	4	1
459	существуют для	1	1
460	не является	2	1
461	в основе	5	1
462	мы убедились	1	1
463	время как	5	1
464	здесь конечно	2	1
465	именно этого	1	1
466	уже на	2	1
467	такой анализ	1	1
468	того чтобы	5	1
469	чем не	3	1
470	не существует	1	1
471	всей его	2	1
472	человека для	1	1
473	в результате	6	1
474	которой можно	1	1
475	человек и	2	1
476	только и	5	1
477	в качестве	3	1
478	же время	9	1
479	от него	1	1
480	указывали что	1	1
481	еще более	3	1
482	тем более	1	1
483	все стороны	1	1
484	мы должны	2	1
485	ровно ничего	1	1
486	форм которые	1	1
487	по своей	1	1
488	же оно	1	1
489	всей жизни	2	1
490	на одно	1	1
491	них и	1	1
492	связи с	6	1
493	и различные	1	1
494	можно только	2	1
495	не нужен	1	1
496	в искусстве	1	1
497	здесь же	1	1
498	в свою	2	1
499	эти три	1	1
500	это уже	1	1
501	входят в	1	1
502	важное значение	2	1
503	видения и	2	1
504	этом отношении	3	1
505	жизни в	8	1
506	свое значение	1	1
507	с ней	1	1
508	у нас	1	1
509	они как	1	1
510	и оно	1	1
511	равно как	2	1
512	все то	2	1
513	что можно	1	1
514	составная часть	1	1
515	является и	1	1
516	и определений	1	1
517	поэтому не	1	1
518	теперь когда	1	1
519	по самому	2	1
520	когда мы	1	1
521	есть только	2	1
522	зато эти	1	1
523	моменты жизни	1	1
524	культуры в	1	1
525	вошли в	1	1
526	время не	2	1
527	героя в	1	1
528	я и	1	1
529	должны быть	1	1
530	живет и	1	1
531	включает в	1	1
532	что оно	1	1
533	но эти	1	1
534	к другим	1	1
535	пространстве и	1	1
536	и эта	2	1
537	обходится без	1	1
538	особый тип	1	1
539	в таком	3	1
540	во всяком	3	1
541	точками зрения	1	1
542	вполне понятно	4	1
543	они не	3	1
544	к тому	3	1
