N	3gram	Vygotskiy__7	Formalny
1	с точки зрения	21	13
2	в то же	1	8
3	на самом деле	2	6
4	до сих пор	3	6
5	в свою очередь	2	6
6	не может быть	4	5
7	по отношению к	5	4
8	одной стороны и	3	4
9	с одной стороны	5	4
10	во всяком случае	1	4
11	так и в	1	4
12	прежде всего в	2	3
13	и до конца	1	3
14	в лучшем случае	2	3
15	по аналогии с	1	3
16	смысле этого слова	3	3
17	нет и не	2	2
18	только и может	1	2
19	и не может	1	2
20	в зависимости от	1	2
21	как мы увидим	1	2
22	свою очередь является	1	2
23	при таком положении	1	2
24	в большинстве случаев	2	2
25	дело идет о	1	2
26	и в этом	1	2
27	начала и до	1	2
28	мы не можем	3	2
29	не только не	9	2
30	друг от друга	2	2
31	сама по себе	1	2
32	как мы видели	3	2
33	сменяющих друг друга	1	1
34	для этого она	1	1
35	не можем не	2	1
36	состоит в том	3	1
37	друг другу и	1	1
38	к ней не	1	1
39	в этом смысле	1	1
40	в том и	3	1
41	а не по	1	1
42	должно было бы	1	1
43	таким образом оказывается	1	1
44	же как и	2	1
45	но не для	1	1
46	как раз и	1	1
47	и во всех	1	1
48	у каждой из	1	1
49	в том что	13	1
50	необходимо прежде всего	1	1
51	приводит и к	1	1
52	на самом же	1	1
53	в этом отношении	3	1
54	вместо того чтобы	1	1
55	в слове в	1	1
56	том числе и	1	1
57	в гораздо большей	1	1
58	должна перестать быть	1	1
59	помощью этого метода	1	1
60	с этой точки	4	1
61	это делается в	3	1
62	вместе с тем	4	1
63	и потому вполне	1	1
64	то что было	1	1
65	в целом и	1	1
66	во внутренней речи	2	1
67	в данном случае	5	1
68	из важнейших и	1	1
69	в высшей степени	1	1
70	как одной из	1	1
71	в отличие от	2	1
72	по сравнению с	7	1
73	точки зрения самого	2	1
74	все же в	1	1
75	он может и	1	1
76	в последнее время	2	1
77	этого она должна	1	1
78	но вместе с	1	1
79	и состоит в	1	1
80	с другой стороны	1	1
81	так же как	7	1
82	эта тенденция к	1	1
83	самом же деле	1	1
84	том и заключается	1	1
85	как и всякий	1	1
86	иначе как в	1	1
87	единство именно в	1	1
88	этой точки зрения	4	1
89	в той же	2	1
90	до тех пор	1	1
91	может и не	1	1
92	эта связь может	1	1
93	в нашем примере	1	1
94	и заключается что	1	1
95	в самом начале	3	1
96	зависимости от этого	1	1
97	и тем самым	4	1
98	с самого начала	7	1
99	это значит что	1	1
100	и непосредственно как	1	1
101	но все же	1	1
102	в литературе к	1	1
103	к действительности и	1	1
104	заключается в том	4	1
105	этой последней в	1	1
106	по себе но	1	1
107	каждой из них	1	1
108	с этой последней	1	1
109	в том числе	1	1
110	к тому что	6	1
111	только в процессе	1	1
112	тем не менее	3	1
113	с помощью этого	1	1
114	что между ними	1	1
115	что и в	1	1
116	понятие и значение	1	1
117	и ко всем	2	1
118	по своей природе	4	1
