N	2gram	Medvedev_F_2	Psycholo
1	в том	11	37
2	и в	38	32
3	том что	2	21
4	потому что	2	21
5	таким образом	20	21
6	в искусстве	2	21
7	то что	6	21
8	что в	7	20
9	может быть	23	18
10	так же	1	18
11	точки зрения	8	17
12	что и	8	17
13	не может	14	17
14	самом деле	8	16
15	того чтобы	3	14
16	то же	6	13
17	в этом	27	13
18	при этом	9	13
19	для того	3	13
20	что он	5	13
21	в самом	16	12
22	не только	9	12
23	по себе	7	12
24	если мы	5	12
25	так как	4	12
26	на то	1	11
27	было бы	6	11
28	с тем	11	11
29	в основе	5	11
30	и т	14	10
31	с точки	7	10
32	при помощи	2	10
33	но и	13	10
34	как и	9	10
35	и не	20	10
36	как в	4	9
37	никогда не	2	9
38	тем что	8	9
39	в своих	1	9
40	на деле	1	8
41	той же	1	8
42	что это	3	8
43	не в	15	8
44	не менее	1	8
45	т п	9	8
46	того что	3	8
47	поэзии и	1	7
48	в сущности	4	7
49	что они	4	7
50	и как	3	7
51	все эти	6	7
52	ясно что	1	7
53	такой же	3	7
54	и его	21	7
55	как будто	1	7
56	к тому	4	7
57	можно было	1	7
58	только в	6	7
59	мы знаем	3	7
60	что для	2	7
61	а не	6	7
62	сказать что	2	7
63	что если	1	6
64	совершенно справедливо	1	6
65	в этой	6	6
66	в художественном	2	6
67	целый ряд	1	6
68	он не	6	6
69	если бы	5	6
70	формы и	2	6
71	те же	1	6
72	о том	1	6
73	все время	6	6
74	и мы	1	6
75	тот же	1	6
76	как бы	4	6
77	художественное произведение	2	6
78	художественном произведении	1	5
79	художественного произведения	6	5
80	на самом	3	5
81	показать что	1	5
82	исходит из	1	5
83	и на	3	5
84	что его	1	5
85	только на	3	5
86	далеко не	1	5
87	все это	3	5
88	в то	5	5
89	только из	1	5
90	есть только	2	5
91	в ней	6	5
92	и даже	4	5
93	до сих	1	5
94	отнюдь не	8	5
95	сих пор	1	5
96	как раз	6	5
97	этом отношении	7	5
98	как на	1	5
99	же как	3	4
100	сам по	3	4
101	едва ли	2	4
102	есть не	1	4
103	мы имеем	1	4
104	столь же	2	4
105	в чем	2	4
106	с этим	5	4
107	все же	8	4
108	в действительности	1	4
109	в произведении	1	4
110	в целом	3	4
111	в нем	13	4
112	к одному	1	4
113	и по	2	4
114	искусство как	3	4
115	том случае	2	4
116	и с	9	4
117	и тем	2	4
118	несмотря на	1	4
119	в данном	1	4
120	знаем что	1	4
121	которые в	1	4
122	и более	2	4
123	тому что	2	4
124	не имеет	2	4
125	ничего не	4	4
126	как она	2	4
127	и до	3	4
128	что на	2	4
129	и для	5	4
130	могут быть	6	4
131	тем не	1	4
132	если же	2	4
133	и это	2	4
134	данном случае	1	4
135	и сам	1	4
136	и поэтому	1	4
137	между тем	2	4
138	в языке	6	4
139	говорит он	5	4
140	что искусство	2	4
141	из них	4	4
142	таким путем	1	4
143	а на	1	4
144	произведения искусства	2	4
145	как это	2	4
146	материал для	1	4
147	поэтического творчества	1	4
148	случае если	1	4
149	при таком	1	4
150	и все	3	4
151	а в	6	4
152	совершенно не	4	4
153	из этого	2	4
154	жизни и	3	4
155	например в	3	3
156	и то	2	3
157	мы не	3	3
158	или же	2	3
159	то это	3	3
160	столько же	1	3
161	во всех	5	3
162	формы она	1	3
163	но как	2	3
164	а только	2	3
165	в общем	5	3
166	нашего сознания	1	3
167	на искусство	1	3
168	что именно	2	3
169	как к	3	3
170	и к	4	3
171	но в	4	3
172	та же	2	3
173	он в	2	3
174	думать что	1	3
175	творчества и	1	3
176	главным образом	3	3
177	по самому	1	3
178	в поэзии	12	3
179	состоит в	2	3
180	не к	2	3
181	не как	4	3
182	то как	1	3
183	евгения онегина	1	3
184	на этом	2	3
185	это было	3	3
186	в своей	7	3
187	это только	1	3
188	в их	6	3
189	представление о	2	3
190	поэтического произведения	8	3
191	но он	1	3
192	том чтобы	1	3
193	не могли	2	3
194	во всем	1	3
195	в каком	1	3
196	сделать камень	1	3
197	не могут	7	3
198	и заключается	1	3
199	и другой	1	3
200	любопытно что	1	3
201	в виду	2	3
202	и совершенно	2	3
203	так и	8	3
204	мы в	2	3
205	для этого	2	3
206	образом в	1	3
207	с другой	3	3
208	звуков в	1	3
209	материал не	1	3
210	мы должны	1	3
211	один из	2	3
212	этот вопрос	2	3
213	и так	1	3
214	и ее	6	3
215	так что	1	3
216	что не	4	3
217	каким образом	1	3
218	и других	2	3
219	но совершенно	2	3
220	и их	3	3
221	камень каменным	1	3
222	сами по	2	3
223	в конце	2	3
224	чтобы показать	3	3
225	до конца	2	3
226	ни на	2	3
227	того или	4	3
228	что же	5	3
229	по существу	7	3
230	в смысле	1	3
231	должны быть	1	3
232	как прием	2	3
233	еще более	5	3
234	конце концов	2	3
235	хотя бы	6	3
236	только как	1	3
237	в свою	1	3
238	же мы	1	3
239	того же	1	2
240	и без	1	2
241	восприятие вещи	1	2
242	же материал	1	2
243	только потому	1	2
244	русского футуризма	1	2
245	все те	1	2
246	объясняется и	1	2
247	и этот	1	2
248	входящих в	1	2
249	при анализе	2	2
250	в первый	5	2
251	из того	1	2
252	но даже	1	2
253	как не	1	2
254	же что	1	2
255	к своему	1	2
256	является такой	1	2
257	художественный прием	1	2
258	бы то	1	2
259	с его	11	2
260	в ее	2	2
261	но не	2	2
262	мы будем	1	2
263	точка зрения	1	2
264	значение и	3	2
265	если в	3	2
266	очевидно что	2	2
267	и приемы	2	2
268	отличие от	2	2
269	самое понятие	2	2
270	однако не	3	2
271	увидим что	1	2
272	моментов в	1	2
273	в которой	2	2
274	формализма и	2	2
275	бы не	1	2
276	и тот	1	2
277	в себе	1	2
278	как он	1	2
279	имеем в	1	2
280	по происхождению	1	2
281	т д	5	2
282	тем и	2	2
283	они в	1	2
284	в узком	1	2
285	поэта и	1	2
286	же сколько	1	2
287	в каждом	1	2
288	то ни	2	2
289	то чтобы	1	2
290	значение в	1	2
291	произведения с	1	2
292	материала и	4	2
293	с другими	10	2
294	полагает что	1	2
295	и которые	1	2
296	это не	2	2
297	должен был	2	2
298	образом сюжет	1	2
299	говорит эйхенбаум	3	2
300	произведение как	2	2
301	в них	1	2
302	что восприятие	1	2
303	смысл и	2	2
304	не так	2	2
305	и при	1	2
306	всяком случае	5	2
307	вывод что	1	2
308	место в	3	2
309	своему существу	1	2
310	их в	2	2
311	в этих	2	2
312	для нее	2	2
313	этой области	1	2
314	все более	2	2
315	произведения как	2	2
316	что звуки	1	2
317	того если	1	2
318	и другое	2	2
319	на него	1	2
320	в процессе	9	2
321	его от	4	2
322	это то	1	2
323	же время	5	2
324	учения о	1	2
325	в русском	1	2
326	потебни и	2	2
327	не вполне	1	2
328	которая не	1	2
329	ни в	2	2
330	как только	1	2
331	отличается от	1	2
332	что оно	4	2
333	его с	3	2
334	оно не	4	2
335	она не	2	2
336	из их	1	2
337	по учению	4	2
338	свою очередь	1	2
339	и многие	2	2
340	все наши	1	2
341	сводится к	5	2
342	то или	1	2
343	в особенности	4	2
344	идет не	1	2
345	так в	3	2
346	роль в	3	2
347	том как	1	2
348	в таком	2	2
349	и здесь	3	2
350	художественные произведения	1	2
351	во всяком	5	2
352	к действительности	3	2
353	этих двух	2	2
354	искусстве есть	1	2
355	в сборнике	1	2
356	искусства с	1	2
357	в его	10	2
358	и только	5	2
359	сами формалисты	1	2
360	у всех	1	2
361	и следовательно	1	2
362	к нему	3	2
363	согласиться с	1	2
364	в поэтическом	7	2
365	в какой	3	2
366	от смысла	3	2
367	именно на	3	2
368	к какому	1	2
369	мы получим	1	2
370	говорит о	1	2
371	слова в	3	2
372	вовсе не	11	2
373	с этими	1	2
374	отношение к	2	2
375	к ним	1	2
376	но что	1	2
377	каждый из	3	2
378	в других	7	2
379	имеет значение	2	2
380	она начинает	1	2
381	к нулю	1	2
382	к которому	1	2
383	не было	6	2
384	здесь дело	1	2
385	не на	1	2
386	зависит от	1	2
387	была бы	3	2
388	в руках	1	2
389	там где	4	2
390	материал и	3	2
391	вместе с	6	2
392	эта теория	1	2
393	если она	1	2
394	звуковая сторона	1	2
395	этого факта	2	2
396	более и	1	2
397	но это	2	2
398	независимое от	1	2
399	форм и	1	2
400	не существует	1	2
401	показать как	1	2
402	а к	2	2
403	для нас	1	2
404	это может	1	2
405	из себя	1	2
406	вот этот	1	2
407	другой стороны	4	2
408	на этот	1	2
409	или иного	5	2
410	и от	2	2
411	формой как	1	2
412	литературы а	1	1
413	как известно	1	1
414	от этой	1	1
415	говоря о	1	1
416	одним из	1	1
417	таком случае	1	1
418	разрешения этой	1	1
419	все остальное	4	1
420	влечет установление	1	1
421	утверждение что	1	1
422	поэтической речи	1	1
423	мере в	1	1
424	звуки всплывают	1	1
425	тем же	3	1
426	в первом	7	1
427	к другому	2	1
428	его же	1	1
429	по преимуществу	5	1
430	игры с	2	1
431	звуках в	1	1
432	стилистических мотивов	1	1
433	никаких положительных	1	1
434	и больше	1	1
435	высшей степени	4	1
436	мышления но	1	1
437	в зависимости	3	1
438	мыслей мысль	1	1
439	поэзии так	1	1
440	и должен	1	1
441	обойтись без	1	1
442	их и	1	1
443	а как	3	1
444	том насколько	1	1
445	действительному существу	1	1
446	что уже	1	1
447	же совершенно	1	1
448	на место	1	1
449	исследования в	2	1
450	так чтобы	1	1
451	что иное	1	1
452	поэзии не	1	1
453	введением перебивающих	1	1
454	и со	1	1
455	с формалистами	1	1
456	как произносительная	1	1
457	и заставляет	1	1
458	зависимости от	3	1
