N	2gram	Savitsky_E_1	Analitik
1	не только	18	22
2	тогда как	1	20
3	и в	37	18
4	как и	7	14
5	так и	10	14
6	в этом	12	14
7	и его	1	13
8	но и	14	13
9	том что	6	12
10	в качестве	14	12
11	и не	14	12
12	в частности	5	12
13	при этом	1	11
14	то есть	6	10
15	а в	2	10
16	как бы	6	10
17	что в	21	9
18	может быть	6	9
19	со стороны	5	9
20	а не	2	9
21	в том	11	9
22	с его	1	8
23	всего лишь	3	8
24	и даже	6	8
25	по отношению	1	7
26	в его	2	7
27	с другой	7	7
28	во второй	3	7
29	но не	5	7
30	в этой	2	6
31	он не	2	6
32	в их	11	6
33	не в	5	6
34	к тому	8	6
35	для него	1	6
36	о том	3	6
37	в начале	1	6
38	того же	3	5
39	той же	1	5
40	как нам	5	5
41	в самом	4	5
42	в случае	2	5
43	лишь в	1	5
44	в мире	2	5
45	или иной	4	5
46	что и	3	5
47	между тем	8	5
48	уже не	1	5
49	никогда не	3	5
50	в свою	3	5
51	прежде всего	9	5
52	не является	3	5
53	в результате	3	5
54	другой стороны	2	5
55	представляет собой	3	5
56	и на	6	4
57	столь же	5	4
58	отнюдь не	9	4
59	в своем	14	4
60	и как	2	4
61	что по	1	4
62	и к	3	4
63	таким образом	2	4
64	состоит в	1	4
65	по себе	4	4
66	тем самым	5	4
67	в одном	2	4
68	ли не	1	4
69	не менее	1	4
70	свою очередь	2	4
71	в пределах	25	4
72	и сам	1	4
73	внимание на	1	4
74	можно сказать	4	4
75	не есть	2	4
76	во втором	2	4
77	далеко не	2	4
78	в данном	3	4
79	все же	1	4
80	который в	1	3
81	мы не	4	3
82	говорить о	1	3
83	уже в	1	3
84	в сочетании	1	3
85	но как	2	3
86	если в	2	3
87	в рамках	1	3
88	как в	3	3
89	с этим	2	3
90	поскольку он	2	3
91	с их	1	3
92	тому же	1	3
93	то же	15	3
94	не будет	3	3
95	лишь на	1	3
96	и того	2	3
97	одного и	1	3
98	точки зрения	23	3
99	в то	16	3
100	же время	14	3
101	той или	4	3
102	с ее	1	3
103	в ее	8	3
104	данном случае	2	3
105	мысль о	1	3
106	именно в	4	3
107	было бы	8	3
108	дело с	1	3
109	во всем	1	3
110	являет собой	1	3
111	однако с	1	3
112	этом отношении	3	3
113	что не	1	3
114	не было	1	3
115	как это	4	3
116	к жизни	1	3
117	известной степени	3	3
118	только к	2	2
119	например в	1	2
120	от своей	1	2
121	по преимуществу	2	2
122	есть не	2	2
123	а для	1	2
124	на себя	3	2
125	в ней	4	2
126	нам представляется	1	2
127	во всех	6	2
128	в общем	3	2
129	очевидно что	3	2
130	отличие от	1	2
131	более чем	2	2
132	нам кажется	7	2
133	когда он	3	2
134	могли бы	1	2
135	но в	14	2
136	бы и	3	2
137	все эти	1	2
138	в тех	1	2
139	в себе	9	2
140	на его	1	2
141	в нем	1	2
142	не как	1	2
143	и по	5	2
144	и ту	2	2
145	значительной степени	1	2
146	входит в	1	2
147	в жизни	1	2
148	в них	3	2
149	о которых	1	2
150	с тем	3	2
151	несмотря на	4	2
152	или из	1	2
153	иначе говоря	2	2
154	к первому	1	2
155	или точнее	2	2
156	с точки	17	2
157	в принципе	1	2
158	в отличие	1	2
159	но они	1	2
160	даже в	4	2
161	вплоть до	1	2
162	дело в	3	2
163	одна из	1	2
164	по своей	2	2
165	сводится к	1	2
166	могут быть	2	2
167	те же	1	2
168	всех частей	1	2
169	в новом	1	2
170	осуществляется в	1	2
171	поэтому в	1	2
172	об этом	1	2
173	на примере	1	2
174	любви к	1	2
175	в значительной	2	2
176	один из	1	2
177	но с	2	2
178	только в	9	2
179	то в	4	2
180	и ее	1	2
181	с одной	8	2
182	для всех	1	2
183	в большинстве	2	2
184	всяком случае	3	2
185	мы можем	3	2
186	тем что	3	2
187	одной стороны	8	2
188	который не	1	2
189	и прежде	3	2
190	говорит о	3	2
191	в соответствии	1	2
192	там где	3	2
193	что мы	1	2
