N	2gram	Tiupa_Lite_3	Istorich
1	и в	16	25
2	вместе с	5	22
3	что он	5	22
4	и т	1	20
5	может быть	12	17
6	не только	14	13
7	но и	14	13
8	в его	6	12
9	так как	1	11
10	уже не	3	11
11	и не	22	11
12	в этом	14	10
13	тем что	2	10
14	все же	2	10
15	и его	6	9
16	его в	2	9
17	с другой	6	9
18	еще не	6	8
19	и на	2	8
20	что в	2	8
21	связи с	2	8
22	с тем	1	8
23	другой стороны	2	8
24	том что	8	8
25	представляет собой	2	7
26	в нем	2	7
27	а затем	3	7
28	как и	5	7
29	во время	1	7
30	представлений о	1	7
31	потому что	3	7
32	о том	6	7
33	то что	12	7
34	только в	7	7
35	с одной	4	7
36	в качестве	5	7
37	превращается в	1	7
38	одной стороны	4	7
39	но это	1	7
40	в частности	11	7
41	как в	5	6
42	это не	5	6
43	не может	8	6
44	в этих	1	6
45	не в	10	6
46	и он	1	6
47	что и	2	6
48	там где	3	6
49	себя в	7	6
50	прежде всего	3	6
51	в том	12	6
52	например в	3	5
53	и действительно	1	5
54	в ней	1	5
55	но не	4	5
56	с этим	1	5
57	здесь мы	1	5
58	входит в	4	5
59	как мы	2	5
60	с появлением	1	5
61	связано с	1	5
62	так же	2	5
63	для нас	1	5
64	то же	9	4
65	мы уже	1	4
66	в ее	5	4
67	в истории	1	4
68	и хотя	1	4
69	он не	1	4
70	не как	2	4
71	на этой	1	4
72	с другими	1	4
73	и тем	3	4
74	не всегда	2	4
75	тем не	1	4
76	не менее	2	4
77	все еще	3	4
78	что у	2	4
79	за ним	2	4
80	а именно	5	4
81	если не	2	4
82	герой в	2	4
83	все это	1	4
84	в связи	1	4
85	на смену	3	4
86	его не	1	3
87	на себя	2	3
88	то это	2	3
89	если в	1	3
90	герой не	1	3
91	и как	3	3
92	в целом	5	3
93	в этой	8	3
94	человека в	2	3
95	но уже	3	3
96	в таких	1	3
97	в то	9	3
98	в русской	1	3
99	друг друга	1	3
100	для того	2	3
101	того чтобы	2	3
102	на том	1	3
103	никогда не	4	3
104	и с	2	3
105	о нем	2	3
106	но мы	1	3
107	к нему	1	3
108	что здесь	1	3
109	и требует	1	3
110	сюда же	1	3
111	и все	1	3
112	и она	1	3
113	над ним	1	3
114	в данном	4	3
115	в книге	1	3
116	в свете	1	3
117	а в	5	3
118	в свою	2	3
119	героя и	1	3
120	они не	1	3
121	того же	2	2
122	самом деле	3	2
123	тех же	1	2
124	по которым	1	2
125	одним из	4	2
126	вопрос о	2	2
127	мы и	2	2
128	время в	2	2
129	во всех	2	2
130	и три	1	2
131	по отношению	4	2
132	очевидно что	1	2
133	и понял	1	2
134	перед нами	1	2
135	когда он	2	2
136	как таковое	2	2
137	героя есть	1	2
138	уже в	1	2
139	еще один	2	2
140	на то	2	2
141	том чтобы	2	2
142	о чем	3	2
143	и других	1	2
144	о которых	1	2
145	несмотря на	2	2
146	с места	1	2
147	точки зрения	7	2
148	в своей	7	2
149	ее в	2	2
150	от себя	2	2
151	но он	1	2
152	по себе	2	2
153	даже в	4	2
154	и герой	1	2
155	по мере	1	2
156	а на	2	2
157	она не	1	2
158	тогда когда	1	2
159	живет на	1	2
160	данном случае	4	2
161	так в	1	2
162	этого они	1	2
163	и сам	2	2
164	на нее	1	2
165	здесь как	2	2
166	еще в	3	2
167	таких примеров	1	2
168	если бы	2	2
169	и социальном	1	2
170	обратим внимание	3	2
171	можно сказать	2	2
172	ним и	1	2
173	уже только	1	2
174	же в	2	2
175	того что	9	2
176	но так	1	2
177	том как	1	2
178	во всем	1	2
179	то в	3	2
180	богом и	1	2
181	именно на	1	2
182	так что	1	2
183	нами и	1	2
184	чтобы он	2	2
185	из них	4	2
186	вовсе не	1	2
187	у него	1	2
188	уже и	1	2
189	и вместе	2	2
190	из двух	1	2
191	со стороны	7	2
192	как у	4	2
193	и быть	1	2
194	а сам	1	2
195	социальной жизни	1	2
196	а не	12	2
197	один из	2	2
198	со своими	2	2
199	и потому	2	2
200	что за	1	2
201	как бы	8	2
202	понял что	1	2
203	по существу	4	2
204	это значит	1	2
205	с этой	2	2
206	и для	4	2
207	это уже	1	2
208	с ней	2	2
209	сказать что	1	2
210	и при	2	2
211	совершенно не	3	2
212	к его	1	2
213	отношению к	4	2
214	к этому	2	2
215	жизни и	3	2
216	говорится в	1	1
217	песни и	2	1
218	на наших	1	1
219	за которым	1	1
220	и есть	1	1
221	между двумя	1	1
222	из его	1	1
223	едва ли	3	1
224	той же	3	1
225	и совсем	1	1
226	место в	4	1
227	приводят к	1	1
228	не вполне	2	1
229	я не	2	1
230	из того	2	1
231	было стать	1	1
232	в сердце	1	1
233	быть в	1	1
234	на самом	1	1
235	о смерти	1	1
236	легко может	2	1
237	подгоняя под	1	1
238	остаются в	1	1
239	нужно быть	1	1
240	отношение к	2	1
241	себе и	1	1
242	отличие от	5	1
243	что они	1	1
244	к сожалению	1	1
245	отнюдь не	3	1
246	и я	1	1
247	мертвых и	1	1
248	стороны и	2	1
249	вспомним что	1	1
250	что касается	1	1
251	а и	2	1
252	и наконец	3	1
253	и к	3	1
254	но в	3	1
255	в противоположность	2	1
256	за собой	1	1
257	не изнутри	1	1
258	них а	1	1
259	носит в	1	1
260	он в	2	1
261	и и	1	1
262	такую же	1	1
263	только на	1	1
264	в себе	6	1
265	и если	4	1
266	при этом	15	1
267	ключ к	1	1
268	и еще	1	1
269	состоит в	6	1
270	в силу	1	1
271	и вот	2	1
272	свидетельствует о	1	1
273	подобно тому	2	1
274	борьба с	1	1
