N	2gram	Potebnia_M_3	Tvorches
1	и в	30	21
2	как бы	3	17
3	в то	10	15
4	то же	23	13
5	в его	4	13
6	то есть	34	12
7	как и	10	12
8	же время	5	12
9	что в	17	12
10	с его	1	11
11	том что	18	11
12	все это	4	10
13	как в	10	8
14	он не	4	8
15	то что	18	8
16	и на	3	7
17	но в	1	7
18	не только	21	7
19	при этом	3	7
20	тем самым	7	7
21	во многом	2	7
22	у него	2	7
23	и не	15	7
24	в том	32	7
25	в свою	3	7
26	в этом	10	6
27	в котором	4	6
28	не менее	5	6
29	и его	4	6
30	он сам	1	6
31	о том	2	6
32	и все	3	6
33	что он	6	6
34	для него	9	6
35	а в	12	6
36	жизни в	1	6
37	все же	2	5
38	в этой	2	5
39	таким образом	14	5
40	вовсе не	7	5
41	потому что	46	5
42	только в	21	5
43	может быть	28	5
44	а не	15	5
45	но это	6	5
46	человека и	5	4
47	в своем	5	4
48	и как	5	4
49	та же	2	4
50	в целом	3	4
51	в человеке	3	4
52	это не	1	4
53	свое я	1	4
54	в своей	2	4
55	мысли и	2	4
56	в мире	1	4
57	времени и	1	4
58	одной из	2	4
59	прежде всего	3	4
60	не может	6	4
61	и от	4	4
62	один из	4	4
63	одним из	1	4
64	я и	3	3
65	и т	5	3
66	на самом	1	3
67	это и	2	3
68	той же	2	3
69	время в	3	3
70	что я	5	3
71	хотя и	1	3
72	в самом	8	3
73	сливается с	2	3
74	в нем	9	3
75	на его	2	3
76	и по	4	3
77	в каждом	3	3
78	что все	3	3
79	и с	2	3
80	далеко не	4	3
81	в их	2	3
82	место в	3	3
83	даже в	2	3
84	человека но	1	3
85	стремится к	1	3
86	он видит	1	3
87	приходит к	1	3
88	с самого	1	3
89	с ним	6	3
90	там же	6	3
91	в ту	1	3
92	того что	18	3
93	который в	1	3
94	уже не	6	3
95	уже в	5	3
96	в виде	2	3
97	так как	13	3
98	в которой	3	3
99	и даже	2	3
100	с другой	7	3
101	но и	19	3
102	что человек	2	3
103	но не	7	3
104	он говорит	2	3
105	для человека	4	3
106	не существует	3	3
107	но если	1	3
108	жизни и	2	3
109	ее в	1	3
110	это в	2	3
111	так же	3	3
112	свобода воли	1	3
113	вряд ли	1	2
114	того же	1	2
115	самом деле	2	2
116	на деле	5	2
117	в первом	3	2
118	когда человек	1	2
119	человеческой души	1	2
120	по преимуществу	1	2
121	действительности и	3	2
122	а как	2	2
123	есть не	7	2
124	на первом	1	2
125	мир его	1	2
126	но она	1	2
127	и он	1	2
128	в ней	8	2
129	в чем	3	2
130	не то	3	2
131	если в	1	2
132	отличие от	1	2
133	в настоящем	1	2
134	человек может	2	2
135	в одной	1	2
136	же с	6	2
137	что как	2	2
138	когда он	1	2
139	и наконец	2	2
140	то в	1	2
141	но без	2	2
142	в себе	16	2
143	что она	3	2
144	тем не	3	2
145	так сказать	2	2
146	человек сознает	1	2
147	здесь мы	1	2
148	не будет	3	2
149	о котором	1	2
150	и тем	5	2
151	в данном	1	2
152	в один	4	2
153	в этих	1	2
154	не столько	2	2
155	жизни с	1	2
156	не в	15	2
157	но он	1	2
158	по крайней	5	2
159	т п	2	2
160	однако в	1	2
161	человека таким	1	2
162	между людьми	2	2
163	и притом	2	2
164	но только	2	2
165	к ней	5	2
166	людей и	2	2
167	которого он	1	2
168	своего я	1	2
169	нет ни	2	2
170	могут быть	3	2
171	к тому	7	2
172	отказаться от	2	2
173	в жизни	1	2
174	в виду	1	2
175	данном случае	1	2
176	с каким	2	2
177	мысль о	5	2
178	на том	1	2
179	и когда	1	2
180	так и	11	2
181	за то	1	2
182	об этом	2	2
183	быть может	3	2
184	можно сказать	3	2
185	и та	2	2
186	одного из	1	2
187	что и	13	2
188	крайней мере	5	2
189	вслед за	3	2
190	значит что	1	2
191	в двух	1	2
192	тот же	1	2
193	больше чем	1	2
194	человека с	1	2
195	так что	7	2
196	же и	3	2
197	следовало бы	1	2
198	при помощи	1	2
199	из них	6	2
200	был бы	2	2
201	не означает	1	2
202	в современном	1	2
203	отдельного человека	1	2
204	только на	3	2
205	именно в	3	2
206	что не	8	2
207	от мысли	1	2
208	что для	4	2
209	зависит от	6	2
210	и далее	1	2
211	с которым	1	2
212	его как	1	2
213	было в	1	2
214	вместе с	12	2
215	намек на	1	2
216	эти слова	2	2
217	перед нами	2	2
218	в одно	3	2
219	или в	3	2
220	из себя	2	2
221	только что	8	2
222	не знает	3	2
223	сказать что	5	2
224	в глаза	1	2
225	себе не	4	2
226	к этому	3	2
227	точно так	12	2
228	гораздо более	1	2
229	это неверно	1	1
230	эта идея	1	1
231	в сфере	1	1
232	чтобы не	1	1
233	должно стать	1	1
234	к своей	1	1
235	но тем	2	1
236	и есть	3	1
237	нам кажется	2	1
238	чего не	1	1
239	и до	2	1
240	в мыслях	1	1
241	укажем здесь	1	1
242	оно было	1	1
243	места в	1	1
244	которое может	1	1
245	уже по	1	1
246	бы эта	1	1
247	мы уже	2	1
248	их и	1	1
249	о свойствах	1	1
250	этот народ	1	1
251	человеческой природы	1	1
252	что если	1	1
253	в зародыше	2	1
254	единство и	2	1
255	он как	2	1
256	человека однако	1	1
257	потребности человека	1	1
258	в сущности	1	1
259	одной только	1	1
260	время как	1	1
261	говорить о	3	1
262	принадлежит к	1	1
263	смысле оно	1	1
264	то это	6	1
265	жизни это	1	1
266	с большим	1	1
267	себе а	4	1
268	вопрос об	2	1
269	одно из	5	1
270	еще не	5	1
271	по этому	1	1
272	он был	1	1
273	столь же	4	1
274	бы то	1	1
275	собою только	1	1
276	во всех	1	1
277	я был	1	1
278	создает себе	1	1
279	совсем не	1	1
280	стремится и	1	1
281	в голове	1	1
282	к слову	2	1
283	по отношению	5	1
284	вообще как	2	1
285	а и	4	1
286	тогда как	2	1
287	эстетическое значение	1	1
288	в истории	1	1
289	приходит на	1	1
290	первый взгляд	1	1
291	с этим	6	1
292	из уст	1	1
293	в художественном	1	1
294	о жизни	1	1
295	это был	1	1
296	на человека	2	1
297	в мысли	2	1
298	целый ряд	2	1
299	что по	2	1
300	сторона в	1	1
301	его к	2	1
302	один ряд	1	1
303	в действительности	5	1
304	вышел в	1	1
305	ее свободы	1	1
306	со своей	2	1
307	к чему	1	1
308	при создании	2	1
309	из жизни	1	1
310	что это	4	1
311	под ним	2	1
312	формы в	1	1
313	все эти	1	1
314	так в	2	1
315	еще один	1	1
316	человеке и	2	1
317	смысла но	1	1
318	тому же	1	1
319	человек не	2	1
320	фраза из	1	1
321	и если	2	1
322	наш взгляд	1	1
323	да и	1	1
324	т д	3	1
325	идет от	1	1
326	перестает быть	4	1
327	как средство	2	1
328	сознает свою	1	1
329	идеи и	2	1
330	к одному	5	1
331	не к	4	1
332	сердце и	1	1
333	и вот	1	1
334	важную роль	1	1
335	на наш	1	1
336	в пещере	1	1
337	заключает в	5	1
338	находим у	1	1
339	в нее	1	1
340	а вместе	1	1
341	повторяет в	1	1
342	правда что	1	1
343	его не	1	1
344	на ту	1	1
345	на все	2	1
346	в строго	1	1
347	г в	1	1
348	его в	3	1
349	это было	3	1
350	идеал в	1	1
351	заключается в	1	1
352	которого не	1	1
353	в глазах	1	1
354	было бы	9	1
355	то все	1	1
356	одновременные и	1	1
357	форму и	1	1
358	связанным с	1	1
359	приходит в	1	1
360	всего прочего	1	1
361	же именно	1	1
362	ни в	2	1
363	люди не	1	1
364	но мы	2	1
365	в них	5	1
366	даже без	1	1
367	все равно	4	1
368	показывает что	2	1
369	с этой	2	1
370	с тем	7	1
371	одна и	1	1
372	нигде не	1	1
373	и было	1	1
374	на первый	1	1
375	можно только	2	1
376	я как	5	1
377	что такое	2	1
378	и ее	1	1
379	и веков	1	1
380	человека до	1	1
381	что до	1	1
382	миф о	1	1
383	всякий раз	1	1
384	история человечества	1	1
385	но эта	1	1
386	для многих	1	1
387	может вызвать	1	1
388	образом и	3	1
389	впечатления от	1	1
390	не поймет	1	1
391	и более	1	1
392	том же	2	1
393	что этот	1	1
394	если нет	1	1
395	по себе	16	1
396	тому что	3	1
397	своим героям	1	1
398	котором оно	1	1
399	в таких	1	1
400	что эта	2	1
401	что с	2	1
402	вместе и	5	1
403	и другое	1	1
404	меня не	1	1
405	в смысле	4	1
406	не имеет	6	1
407	ее с	1	1
408	на него	3	1
409	в процессе	1	1
410	в нас	2	1
411	человека по	1	1
412	он с	1	1
413	все свои	1	1
414	слово и	3	1
415	не вполне	1	1
416	жизни не	3	1
417	что называют	1	1
418	природы в	2	1
419	глядя на	2	1
420	и эстетическим	1	1
421	и чувства	1	1
422	вытекающее из	1	1
423	рождается в	1	1
424	развития своего	1	1
425	до того	4	1
426	и искусства	1	1
427	одним словом	2	1
428	в области	2	1
429	человек должен	1	1
430	содержания как	1	1
431	которую не	1	1
432	уже о	1	1
433	начиная с	1	1
434	не могут	5	1
435	относиться к	1	1
436	но все	2	1
437	в других	2	1
438	пробудить в	1	1
439	содержание в	3	1
440	свою личную	1	1
441	стремлением к	1	1
442	что оно	11	1
443	что на	1	1
444	ли что	1	1
445	указывает на	6	1
446	мысли о	2	1
447	не есть	17	1
448	анализа в	1	1
449	оно не	4	1
450	быть назван	1	1
451	она не	2	1
452	любовь в	1	1
453	и это	4	1
454	и о	2	1
455	свою очередь	3	1
456	в ее	2	1
457	к нам	1	1
458	от внешней	1	1
459	другой стороны	4	1
460	в собственном	2	1
461	как по	1	1
462	только не	2	1
463	и говорит	1	1
464	только то	1	1
465	и прозе	1	1
466	по способу	1	1
467	что у	1	1
468	с первым	1	1
469	в образе	3	1
470	котором нет	1	1
471	особенно в	1	1
472	другое его	2	1
473	мы заметим	1	1
474	личности на	1	1
475	жизнь и	1	1
476	сходно с	2	1
477	которая в	1	1
478	по мере	4	1
479	нас и	1	1
480	в таком	3	1
481	связанное с	2	1
482	каждый раз	2	1
483	не существовало	1	1
484	и здесь	1	1
485	обращается к	1	1
486	никак не	3	1
487	и что	10	1
488	или на	2	1
489	видит его	1	1
490	все его	1	1
491	кажется что	1	1
492	нас в	1	1
493	как у	1	1
494	мы понимаем	1	1
495	знает что	1	1
496	вопросу о	1	1
497	связь между	2	1
498	в которую	1	1
499	к нему	3	1
500	в л	1	1
501	между тем	9	1
502	от них	2	1
503	была бы	4	1
504	не чувствует	1	1
505	эти два	1	1
506	стоит и	1	1
507	язык в	1	1
508	на словах	1	1
509	и деятельность	1	1
510	бросается в	1	1
511	т с	22	1
512	в ряде	1	1
513	как он	1	1
514	с ними	1	1
515	экономии и	1	1
516	должен был	1	1
517	с одной	7	1
518	по всей	1	1
519	человека к	1	1
520	себя в	1	1
521	от одной	2	1
522	если мы	1	1
523	то и	6	1
524	образ но	1	1
525	не все	4	1
526	а это	1	1
527	слова не	2	1
528	в душе	10	1
529	его и	1	1
530	мы знаем	1	1
531	себя все	1	1
532	к мысли	3	1
533	шутку но	1	1
534	и главным	1	1
535	разные стороны	1	1
536	идеал к	1	1
537	могло бы	1	1
538	в одном	2	1
539	сами по	1	1
540	и со	1	1
541	ее не	1	1
542	к ним	1	1
543	а через	1	1
544	но что	2	1
545	заметить что	3	1
546	тем что	7	1
547	вырывается из	1	1
548	не было	4	1
549	столько выражение	1	1
550	развития в	2	1
551	как сам	1	1
552	до сих	3	1
553	для этого	1	1
554	чем он	1	1
555	на чем	2	1
556	а с	2	1
557	души и	2	1
558	себя и	4	1
559	значение того	1	1
560	что бы	1	1
561	превращается в	1	1
562	одной стороны	3	1
563	связи с	2	1
564	на этот	1	1
565	в ребенке	1	1
566	в картине	1	1
567	не на	1	1
568	и я	1	1
569	его собственной	1	1
570	на лице	1	1
571	связь с	3	1
572	него в	1	1
573	не останавливаясь	1	1
574	по своему	2	1
575	в область	1	1
576	внешних условий	1	1
577	есть только	5	1
578	что же	2	1
579	находятся в	1	1
580	самого себя	3	1
581	то к	3	1
582	сравнительно с	5	1
583	это значит	1	1
584	слова и	5	1
585	художественное произведение	6	1
586	сих пор	3	1
587	только для	1	1
588	отличается от	1	1
589	между прочим	1	1
590	же самое	1	1
591	и тогда	3	1
592	к вопросу	1	1
593	граничит со	1	1
594	в более	1	1
595	уже на	2	1
596	чего я	1	1
597	прямо противоположно	1	1
598	но на	1	1
599	еще раз	2	1
600	человек и	1	1
601	во время	2	1
