N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	49
2	то есть	9	32
3	прежде всего	6	19
4	в его	6	18
5	не только	26	17
6	и его	3	17
7	в этом	13	15
8	и не	14	15
9	только в	11	13
10	но и	15	13
11	во время	2	12
12	как и	4	11
13	и т.п	6	11
14	как бы	6	11
15	в этой	4	10
16	вовсе не	2	10
17	в нем	5	9
18	для него	4	9
19	все это	1	9
20	в романе	1	9
21	отношение к	1	8
22	то же	4	7
23	все же	6	7
24	все эти	3	7
25	таким образом	5	7
26	на протяжении	5	7
27	как мы	1	7
28	один из	3	7
29	не может	8	7
30	жизни и	4	7
31	именно в	2	6
32	во всех	1	6
33	с их	1	6
34	так и	9	6
35	и с	1	6
36	времени и	4	6
37	точки зрения	5	6
38	но он	2	6
39	в то	5	6
40	же время	3	6
41	в себя	4	6
42	в литературе	4	6
43	то что	8	6
44	сказать что	3	6
45	с точки	2	5
46	с его	3	5
47	из этих	2	5
48	но не	3	5
49	в своем	6	5
50	при этом	14	5
51	в своей	4	5
52	никогда не	6	5
53	роль в	2	5
54	в начале	2	5
55	может быть	10	5
56	относится к	1	5
57	и потому	1	5
58	отношения к	1	4
59	и к	6	4
60	но в	6	4
61	в себе	8	4
62	в жизни	6	4
63	в этих	1	4
64	и более	2	4
65	с ним	4	4
66	одна из	3	4
67	в области	2	4
68	характер и	3	4
69	с другой	5	4
70	и во	1	4
71	этот момент	1	4
72	и чисто	1	4
73	а в	9	4
74	тем что	1	4
75	в форме	5	4
76	до сих	1	4
77	благодаря этому	1	4
78	и о	1	4
79	сих пор	1	4
80	том что	13	4
81	нового времени	2	4
82	в своих	2	4
83	как на	2	4
84	также и	1	3
85	в самом	2	3
86	место в	5	3
87	жизни это	1	3
88	правда о	1	3
89	для которого	1	3
90	раз в	2	3
91	да и	3	3
92	в плане	1	3
93	можно было	2	3
94	было бы	2	3
95	ни в	1	3
96	далеко не	5	3
97	несмотря на	2	3
98	направлен на	1	3
99	в одном	1	3
100	их в	1	3
101	но они	1	3
102	только с	1	3
103	с ее	1	3
104	в ее	4	3
105	в xix	1	3
106	в виду	1	3
107	о том	5	3
108	другими словами	1	3
109	к нему	1	3
110	утрачивает свою	1	3
111	наконец в	1	3
112	же в	4	3
113	что он	5	3
114	с одной	5	3
115	этом отношении	3	3
116	и особенно	1	3
117	превращается в	2	3
118	о чем	2	3
119	одной стороны	5	3
120	видит в	2	3
121	в течение	2	3
122	но эти	1	3
123	и все	4	3
124	в том	14	3
125	жизни в	6	3
126	одним из	1	2
127	на самом	2	2
128	перед лицом	1	2
129	по преимуществу	1	2
130	видеть в	1	2
131	на материале	1	2
132	и последующих	1	2
133	в ней	2	2
134	еще не	2	2
135	себе и	2	2
136	это и	1	2
137	за пределы	1	2
138	что они	3	2
139	в произведениях	3	2
140	же с	1	2
141	как к	3	2
142	это был	2	2
143	в нашем	2	2
144	на то	2	2
145	этой культуры	1	2
146	вследствие этого	2	2
147	по словам	2	2
148	подобно тому	2	2
149	в мире	4	2
150	зрения на	2	2
151	должен был	2	2
152	автора и	1	2
153	по поводу	2	2
154	в отношении	1	2
155	и без	1	2
156	что касается	1	2
157	жизнь и	1	2
158	на фоне	2	2
159	точку зрения	3	2
160	мы должны	1	2
161	что в	4	2
162	вплоть до	1	2
163	того чтобы	3	2
164	ничего не	6	2
165	что только	1	2
166	в самой	1	2
167	к ней	3	2
168	и после	1	2
169	связи с	1	2
170	художественной литературы	1	2
171	здесь не	2	2
172	особенно в	1	2
173	еще в	1	2
174	по сравнению	1	2
175	и т.д	4	2
176	в другом	4	2
177	можно сказать	6	2
178	во все	1	2
179	в формах	1	2
180	одной из	1	2
181	очень много	1	2
182	всяком случае	1	2
183	именно на	1	2
184	со всеми	2	2
185	в качестве	14	2
186	есть в	1	2
187	события и	1	2
188	в новое	1	2
189	никто не	1	2
190	в конце	4	2
191	у него	6	2
192	и даже	3	2
193	как именно	1	2
194	связано с	1	2
195	и своего	1	2
196	из наиболее	2	2
197	человек в	3	2
198	в связи	1	2
199	вместе с	1	2
200	так же	2	2
201	в него	2	2
202	xix века	1	2
203	сравнению с	1	2
204	такого рода	12	2
205	на эту	1	2
206	тому как	2	2
207	эти два	2	2
208	но это	2	2
209	не подлежит	1	2
210	сознания и	1	2
211	еще раз	1	2
212	хотя и	5	2
213	и смысл	1	2
214	ее в	1	2
215	во всяком	1	2
216	все что	4	2
217	и шире	1	1
218	например в	1	1
219	достаточно вспомнить	1	1
220	с кем	1	1
221	самом деле	3	1
222	он может	2	1
223	к своей	1	1
224	который можно	1	1
225	тем же	1	1
226	здесь и	1	1
227	в котором	5	1
228	прошлое и	1	1
229	должна быть	2	1
230	говоря о	1	1
231	той же	2	1
232	есть не	1	1
233	мы имеем	3	1
234	как этих	1	1
235	обновления и	1	1
236	время здесь	1	1
237	но она	1	1
238	не вполне	2	1
239	мы и	1	1
240	но напротив	1	1
241	того же	1	1
242	о роли	1	1
243	и он	2	1
244	и самого	1	1
245	это действительно	1	1
246	нельзя недооценивать	1	1
247	время в	1	1
248	в чем	2	1
249	и мира	4	1
250	бы она	1	1
251	могло быть	1	1
252	мы будем	1	1
253	же она	2	1
254	присутствует в	2	1
255	по отношению	5	1
256	в общем	1	1
257	так что	1	1
258	него только	1	1
259	чем же	1	1
260	в центре	2	1
261	в одной	1	1
262	как в	5	1
263	как образ	2	1
264	стороны и	1	1
265	не сливаются	1	1
266	низа и	1	1
267	однако не	2	1
268	перед нами	4	1
269	я лично	1	1
270	и наконец	1	1
271	к иной	1	1
272	есть его	1	1
273	с конца	1	1
274	со своей	2	1
275	точкой зрения	1	1
276	в которой	1	1
277	в целом	3	1
278	бы с	2	1
279	можно не	1	1
280	жизни так	3	1
281	бы не	1	1
282	приобретает характер	1	1
283	по форме	1	1
284	и будущее	1	1
285	не могла	1	1
286	так сказать	3	1
287	быть только	1	1
288	к миру	2	1
289	он не	5	1
290	в силу	4	1
291	новое и	1	1
292	из него	1	1
293	и по	3	1
294	на этом	1	1
295	его можно	1	1
296	людей и	1	1
297	на других	1	1
298	в нее	1	1
299	этом последнем	1	1
300	что все	1	1
301	и ей	1	1
302	распространяется на	1	1
303	об этом	4	1
304	в будущее	1	1
305	входит в	1	1
306	это не	3	1
307	по мысли	5	1
308	в итоге	3	1
309	в самую	2	1
310	с этой	3	1
311	эту тему	1	1
312	не всегда	1	1
313	некоторые из	1	1
314	как сказано	1	1
315	строгом смысле	1	1
316	в развитии	1	1
317	когда все	2	1
318	не мог	1	1
319	и конец	1	1
320	угнетает и	1	1
321	таким же	1	1
322	в такой	1	1
323	характер это	1	1
324	вторая часть	1	1
325	от времени	1	1
326	как символ	1	1
327	не менее	4	1
328	последующего развития	1	1
329	не в	8	1
330	освободиться от	1	1
331	она не	1	1
332	называл себя	1	1
333	если их	1	1
334	случае в	1	1
335	как можно	1	1
336	истории о	1	1
337	иной раз	1	1
338	как о	2	1
339	означает что	1	1
340	своего существования	1	1
341	было не	1	1
342	т.п то	1	1
343	построена так	1	1
344	чтобы стать	1	1
345	и смерть	1	1
346	только не	2	1
347	текста и	2	1
348	всего на	1	1
349	после первого	1	1
350	я не	5	1
351	у шекспира	1	1
352	потому что	2	1
353	и теперь	1	1
354	свидетельствуют о	1	1
355	ничто не	1	1
356	шире и	1	1
357	к читателю	2	1
358	к себе	7	1
359	это по	1	1
360	не могут	1	1
361	есть только	1	1
362	и сам	3	1
363	к тому	9	1
364	но также	2	1
365	именно таким	1	1
366	бы это	1	1
367	духовное содержание	1	1
368	в строгом	2	1
369	для того	1	1
370	оно не	2	1
371	то она	1	1
372	его произведение	1	1
373	эти столь	1	1
374	языка и	1	1
375	начало и	1	1
376	здесь мы	1	1
377	и когда	3	1
378	например о	1	1
379	во многом	1	1
380	во второй	2	1
381	если бы	4	1
382	и внешней	1	1
383	о нем	3	1
384	и здесь	2	1
385	люди с	1	1
386	или на	1	1
387	с личной	1	1
388	на что	1	1
389	того или	3	1
390	а во	2	1
391	что и	2	1
392	во всей	1	1
393	существенную роль	3	1
394	лишь к	1	1
395	в бытовой	1	1
396	них в	1	1
397	человеческую жизнь	1	1
398	представления о	2	1
399	и она	1	1
400	о своих	1	1
401	в лице	1	1
402	того что	6	1
403	происходит в	1	1
404	хотя бы	2	1
405	и дело	2	1
406	в какой	4	1
407	для себя	3	1
408	ясно что	1	1
409	проявляется в	1	1
410	это означает	1	1
411	временем и	1	1
412	за которую	1	1
413	понятно в	1	1
414	не входит	1	1
415	с нею	2	1
416	и у	4	1
417	своего рода	9	1
418	в большинстве	1	1
419	ни одного	1	1
420	вернуться к	1	1
421	в виде	2	1
422	является не	1	1
423	большинстве случаев	1	1
424	в данной	1	1
425	одно из	2	1
426	искать в	1	1
427	и их	1	1
428	эти три	1	1
429	в прошлом	1	1
430	не о	1	1
431	интриги и	1	1
432	жизни на	2	1
433	как раз	3	1
434	отдельного человека	1	1
435	роли и	1	1
436	него уже	1	1
437	степени в	1	1
438	где в	1	1
439	после него	1	1
440	только на	2	1
441	о своей	1	1
442	в обращении	1	1
443	что человек	1	1
444	к которому	2	1
445	в ряде	1	1
446	как же	1	1
447	что не	1	1
448	говорит о	2	1
449	и люди	1	1
450	что вполне	1	1
451	это прежде	1	1
452	на этот	1	1
453	более того	1	1
454	не на	1	1
455	а не	17	1
456	у его	1	1
457	когда она	1	1
458	молитвы на	1	1
459	за нею	1	1
460	не существует	1	1
461	если не	2	1
462	с помощью	1	1
463	проникновения в	1	1
464	в диалогической	1	1
465	вступает в	2	1
466	в частности	11	1
467	вся жизнь	2	1
468	опытом и	1	1
469	если она	1	1
470	в человеке	1	1
471	к своему	2	1
472	по своему	2	1
473	одновременно и	1	1
474	есть на	1	1
475	которые по	1	1
476	и событиях	1	1
477	в церкви	2	1
478	своей жизни	1	1
479	характера в	1	1
480	о его	1	1
481	видно что	2	1
482	под знаком	1	1
483	тому или	1	1
484	и наглядным	1	1
485	не является	4	1
486	и для	3	1
487	картине мира	2	1
488	него еще	1	1
489	лицо и	3	1
490	сохраняется и	1	1
491	очень существенный	1	1
492	и от	1	1
493	место для	1	1
494	а все	1	1
495	нас нет	2	1
496	для нас	2	1
497	бы в	2	1
498	еще более	1	1
499	и как	1	1
500	же к	1	1
501	времени все	1	1
502	из существеннейших	1	1
503	от всего	2	1
504	будто бы	1	1
505	именно он	1	1
506	центре этого	1	1
507	прошлого и	1	1
508	с таким	2	1
509	исключительно в	2	1
510	за этим	1	1
511	но оно	1	1
512	с ними	3	1
513	первый раз	1	1
514	в свою	2	1
515	неотделимый от	1	1
516	имеет место	2	1
517	него а	1	1
518	или иного	3	1
519	отношению к	5	1
520	в кругу	1	1
521	не превращается	1	1
522	к этому	1	1
523	и кажется	1	1
