N	3gram	Vygotskiy__5	Vladivir
1	в том что	14	10
2	о том что	6	8
3	с точки зрения	2	6
4	вместе с тем	3	6
5	не может быть	2	6
6	более или менее	1	5
7	в конце концов	2	5
8	и в этом	1	5
9	дело в том	1	5
10	и то что	3	4
11	в то время	1	4
12	том что в	1	3
13	в этом смысле	1	3
14	то что в	2	3
15	в том случае	1	3
16	с одной стороны	12	3
17	и в его	1	3
18	в отличие от	2	3
19	само по себе	2	3
20	это же самое	1	2
21	что в этом	6	2
22	сводится к тому	2	2
23	иметь в виду	3	2
24	ни в каких	1	2
25	из этих трех	1	2
26	одной стороны и	1	2
27	на первый план	2	2
28	сам по себе	3	2
29	в этом отношении	3	2
30	а с другой	4	2
31	он никогда не	1	2
32	так же как	2	2
33	в данном случае	2	2
34	то время как	1	2
35	с другой стороны	5	2
36	то есть оно	1	2
37	и в том	1	2
38	ни в каком	1	2
39	те или иные	1	2
40	ничего общего с	1	2
41	что это есть	2	2
42	на то что	16	2
43	бы если бы	1	2
44	к тому что	6	2
45	решения этой проблемы	1	1
46	что иное как	2	1
47	потому что он	2	1
48	не мог бы	1	1
49	это совершенно неверно	1	1
50	в нашем сознании	1	1
51	потому что в	2	1
52	в том и	2	1
53	том что он	1	1
54	с которым мы	1	1
55	в этом случае	2	1
56	же как и	1	1
57	и если мы	4	1
58	до сих пор	5	1
59	того что мы	1	1
60	является то что	2	1
61	эта заключается в	1	1
62	должен был бы	3	1
63	сих пор не	1	1
64	только то что	1	1
65	и заключается что	1	1
66	с тем что	3	1
67	что в нем	1	1
68	как бы на	1	1
69	по себе вне	1	1
70	можно было бы	3	1
71	благодаря тому что	1	1
72	в основе своей	1	1
73	это еще в	1	1
74	с этой точки	1	1
75	и не в	1	1
76	и вовсе не	1	1
77	одно и то	3	1
78	по этому поводу	4	1
79	к этому присоединяется	1	1
80	может быть и	2	1
81	не могло быть	1	1
82	вопрос о том	2	1
83	в течение всей	1	1
84	и что в	3	1
85	так же невозможно	1	1
86	и если в	1	1
87	если бы мы	2	1
88	не только в	2	1
89	в самом процессе	1	1
90	в себя и	1	1
91	и то же	3	1
92	как будто бы	1	1
93	и никак не	1	1
94	в последнее время	1	1
95	все же не	1	1
96	но вместе с	1	1
97	то что все	1	1
98	есть не только	1	1
99	том и заключается	2	1
100	то что он	3	1
101	что он делает	1	1
102	о которых мы	2	1
103	все то что	2	1
104	потому что они	1	1
105	этой точки зрения	1	1
106	если иметь в	1	1
107	мы не можем	1	1
108	означает не что	1	1
109	ясно что в	2	1
110	надо сказать что	1	1
111	она нуждается в	1	1
112	никак не можем	1	1
113	с самого начала	3	1
114	не только не	4	1
115	или вернее сказать	2	1
116	но никак не	1	1
117	и что все	1	1
118	и так как	1	1
119	в самом деле	5	1
120	в каждой из	1	1
121	одна другую и	1	1
122	той или иной	2	1
123	того существует ли	1	1
124	же невозможно как	1	1
125	мы знаем что	2	1
126	и в результате	2	1
127	заключается в том	6	1
128	именно то что	4	1
129	в том смысле	1	1
130	мы видим что	3	1
131	в каком отношении	2	1
132	не что иное	2	1
133	по этому вопросу	1	1
134	в письме к	1	1
135	не только то	1	1
136	для того чтобы	19	1
137	конце концов только	1	1
138	то же самое	3	1
