N	2gram	Vygotskiy__4	Myshleni
1	и в	33	25
2	в том	21	23
3	и речи	1	20
4	том что	22	20
5	таким образом	13	17
6	ребенка и	1	17
7	так же	13	17
8	что в	21	17
9	с тем	4	16
10	в основе	3	16
11	как и	5	15
12	в его	10	15
13	то что	44	15
14	в этом	28	14
15	вместе с	8	14
16	может быть	22	13
17	в целом	5	13
18	так как	12	12
19	могли бы	2	11
20	что они	6	10
21	перед нами	6	10
22	и что	25	10
23	что и	3	10
24	было бы	12	10
25	того что	4	10
26	только в	4	10
27	как бы	25	10
28	и не	13	10
29	мы не	5	9
30	связи с	2	9
31	мы могли	2	9
32	заключается в	5	9
33	ни в	3	9
34	как в	3	9
35	как мы	4	8
36	того чтобы	22	8
37	тем что	3	8
38	не является	2	8
39	речи и	1	8
40	столь же	2	7
41	все эти	6	7
42	по себе	9	7
43	уже в	2	7
44	мы можем	5	7
45	для того	23	7
46	что мы	6	7
47	как это	14	7
48	же как	3	6
49	того же	1	6
50	и на	5	6
51	но не	3	6
52	потому что	24	6
53	от этого	3	6
54	представляет собой	2	6
55	не только	7	6
56	не может	10	6
57	точки зрения	6	6
58	не в	2	6
59	в отношении	1	6
60	самого начала	5	6
61	с самого	5	6
62	можно было	4	6
63	один из	2	6
64	что он	20	6
65	и у	1	6
66	с другой	2	6
67	в связи	1	6
68	слова и	4	6
69	все это	13	6
70	все же	5	6
71	мы должны	6	6
72	человека и	1	5
73	мы уже	5	5
74	которую мы	1	5
75	с ее	3	5
76	как говорит	2	5
77	и как	5	5
78	и к	2	5
79	функциональное значение	1	5
80	что это	13	5
81	что она	10	5
82	при этом	2	5
83	факт что	1	5
84	задачи и	1	5
85	и другое	2	5
86	уже говорили	1	5
87	но это	1	5
88	с другом	4	5
89	о том	20	5
90	так и	3	5
91	если бы	10	5
92	в этой	9	5
93	показывают что	1	5
94	с одной	3	5
95	бы возникнуть	1	5
96	для него	1	5
97	именно в	2	5
98	тот факт	1	5
99	из которых	3	5
100	одной стороны	3	5
101	друг с	4	5
102	мы имели	1	4
103	тем же	1	4
104	мы имеем	2	4
105	бы что	1	4
106	время как	2	4
107	в деле	1	4
108	еще не	1	4
109	которые не	1	4
110	в своем	7	4
111	из этих	2	4
112	на то	10	4
113	он не	11	4
114	как с	1	4
115	в основу	3	4
116	от нее	1	4
117	не станем	1	4
118	той же	4	4
119	не столько	1	4
120	что с	1	4
121	в то	3	4
122	тогда когда	1	4
123	этого слова	3	4
124	никогда не	5	4
125	что речь	1	4
126	к тому	12	4
127	что оно	3	4
128	и это	5	4
129	то время	2	4
130	решающую роль	1	4
131	с ним	5	4
132	выводу что	1	4
133	в какой	5	4
134	всяком случае	3	4
135	из них	4	4
136	мы знаем	2	4
137	могло бы	3	4
138	но и	3	4
139	прежде всего	2	4
140	там где	1	4
141	независимо от	1	4
142	с этим	5	4
143	смысле этого	3	4
144	это значит	1	4
145	в смысле	1	4
146	с мы	1	4
147	тем и	2	4
148	и все	12	4
149	а в	4	4
150	сказать что	13	4
151	мы увидим	2	4
152	в частности	4	4
153	во всяком	3	4
154	на деле	1	3
155	в котором	2	3
156	его основе	4	3
157	но как	1	3
158	если в	1	3
159	с которыми	1	3
160	по отношению	1	3
161	оно является	2	3
162	же мало	1	3
163	лежащих в	1	3
164	когда он	7	3
165	в самом	12	3
166	формы в	1	3
167	бы сказать	2	3
168	то обстоятельство	1	3
169	им в	1	3
170	что эти	2	3
171	как он	5	3
172	отдельных элементов	1	3
173	в восприятии	1	3
174	и сам	1	3
175	на этом	3	3
176	его в	3	3
177	в жизни	4	3
178	можно считать	1	3
179	понятия и	1	3
180	в которых	3	3
181	которые в	1	3
182	их в	3	3
183	не могли	1	3
184	этой второй	1	3
185	того как	1	3
186	но только	1	3
187	во всем	2	3
188	перед ним	2	3
189	обстоятельство что	1	3
190	отличается от	1	3
191	ничего общего	1	3
192	были бы	1	3
193	является в	1	3
194	на решение	1	3
195	связаны с	1	3
196	вслед за	3	3
197	как она	10	3
198	мы видим	6	3
199	этот вопрос	4	3
200	дело с	3	3
201	между тем	1	3
202	не можем	3	3
203	если мы	12	3
204	в виде	3	3
205	и их	1	3
206	сами по	3	3
207	или слова	1	3
208	к которому	1	3
209	связи и	1	3
210	а с	2	3
211	же точно	7	3
212	связь с	5	3
213	с этой	4	3
214	во впечатлении	1	3
215	образом по	1	3
216	в результате	2	3
217	с ней	1	3
218	другой стороны	2	3
219	их с	1	3
220	в свою	1	3
221	к этому	4	3
222	и то	2	2
223	между двумя	2	2
224	с целым	2	2
225	к другому	1	2
226	едва ли	2	2
227	то же	9	2
228	а как	2	2
229	направленных на	1	2
230	мы и	1	2
231	в чем	1	2
232	с его	2	2
233	только после	5	2
234	бы в	1	2
235	все остальные	1	2
236	различным линиям	1	2
237	но все	2	2
238	нами в	2	2
239	в себе	6	2
240	говорит не	2	2
241	на его	1	2
242	к выводу	1	2
243	одной и	2	2
244	именно это	1	2
245	здесь мы	3	2
246	в нем	7	2
247	главным образом	1	2
248	в совершенно	1	2
249	в мире	3	2
250	об этом	4	2
251	зрения на	1	2
252	подходит к	1	2
253	от одного	1	2
254	это противоречие	1	2
255	из нее	3	2
256	в них	2	2
257	очень легко	4	2
258	человека мы	1	2
259	в один	1	2
260	со всей	2	2
261	на первый	1	2
262	в эту	1	2
263	в этих	1	2
264	в связь	1	2
265	в своей	4	2
266	место в	2	2
267	ряд и	1	2
268	согласны в	1	2
269	что говорит	2	2
270	всякий раз	6	2
271	и той	2	2
272	в корне	1	2
273	и эти	2	2
274	бы быть	1	2
275	тому что	6	2
276	но они	1	2
277	тем самым	3	2
278	одна из	4	2
279	в плане	1	2
280	вытекает из	1	2
281	и его	5	2
282	из того	1	2
283	в каком	8	2
284	образом что	2	2
285	что задача	1	2
286	указывает на	3	2
287	как они	1	2
288	не будет	4	2
289	но по	1	2
290	свою очередь	1	2
291	совершенно ясно	8	2
292	и может	5	2
293	это мы	1	2
294	ясно что	5	2
295	мы в	3	2
296	основана на	2	2
297	для этого	8	2
298	и здесь	3	2
299	все исследование	1	2
300	внимание на	2	2
301	что каждый	1	2
302	а также	1	2
303	другие авторы	1	2
304	или иначе	1	2
305	и во	1	2
306	стоящей перед	2	2
307	и только	7	2
308	от этих	4	2
309	все время	24	2
310	и заключается	1	2
311	за этой	1	2
312	этом смысле	1	2
313	этой точки	1	2
314	внутреннее противоречие	1	2
315	связь и	1	2
316	всех этих	3	2
317	мы будем	5	2
318	так что	7	2
319	не имеющие	1	2
320	ни было	1	2
321	в нашей	2	2
322	и других	4	2
323	цели и	1	2
324	слова в	1	2
325	в одном	3	2
326	моментов в	1	2
327	это речь	1	2
328	и вместе	1	2
329	стороны он	2	2
330	мы никогда	3	2
331	с той	2	2
332	на которые	1	2
333	от другого	1	2
334	на этот	3	2
335	которых мы	1	2
336	целым рядом	4	2
337	на которых	1	2
338	и эта	2	2
339	вперед по	1	2
340	и пути	1	2
341	ни на	2	2
342	и потому	2	2
343	знаем о	1	2
344	так мы	1	2
345	который мы	1	2
346	в течение	1	2
347	такого рода	1	2
348	мы условно	3	2
349	тому как	2	2
350	и основной	1	2
351	в тех	2	2
352	должно быть	3	2
353	иначе говоря	2	2
354	на пути	2	2
355	и для	3	2
356	которых он	1	2
357	и от	2	2
358	или в	1	2
359	для нас	7	2
360	только что	15	2
361	все они	2	2
362	же в	1	2
363	как показывает	1	2
364	тот же	3	2
365	что слова	1	2
366	отношению к	1	2
367	всем этом	1	2
368	это так	1	2
369	к другим	1	2
370	в своих	3	2
371	как на	6	2
372	в таком	4	2
373	необходимые для	2	1
374	нам казалось	2	1
375	говоря о	1	1
376	также и	2	1
377	должен быть	1	1
378	стороны что	1	1
379	не остается	1	1
380	сам по	2	1
381	совершенно новый	3	1
382	словами и	1	1
383	которое мы	1	1
384	и чрезвычайно	1	1
385	которое могло	1	1
386	по которым	2	1
387	легко переходит	1	1
388	и до	3	1
389	на две	2	1
390	из его	2	1
391	с установлением	1	1
392	который только	1	1
393	действительности и	1	1
394	с таким	2	1
395	и этот	3	1
396	всей ее	2	1
397	например в	3	1
398	полагает что	5	1
399	есть не	1	1
400	смотреть на	1	1
401	и значение	1	1
402	забывая что	1	1
403	элементы и	1	1
404	это делают	1	1
405	при анализе	2	1
406	части мы	1	1
407	вопрос о	2	1
408	к новой	1	1
409	мы легко	3	1
410	исследования в	1	1
411	каком случае	1	1
412	так чтобы	2	1
413	что иное	1	1
414	не объясняет	1	1
415	завершение и	1	1
416	с но	3	1
417	и он	3	1
418	которыми приходится	1	1
419	иное как	1	1
420	чтобы открыть	2	1
421	бы то	2	1
422	во всех	2	1
423	тем как	1	1
424	на другой	1	1
425	истинный смысл	2	1
426	совсем не	1	1
427	очевидно что	1	1
428	менее всего	1	1
429	iv мы	1	1
430	иметь дело	2	1
431	остановились на	1	1
432	не просто	4	1
433	которые все	1	1
434	мы думаем	1	1
435	и чем	1	1
436	значение для	1	1
437	они действительно	2	1
438	сама по	3	1
439	относится к	1	1
440	общего с	1	1
441	чем мы	2	1
442	за этим	3	1
443	является слово	1	1
444	однако не	2	1
445	целый ряд	5	1
446	придется говорить	1	1
447	станет ясно	1	1
448	имеет в	1	1
449	в действительности	2	1
450	самое важное	2	1
451	увидим что	3	1
452	этой цели	2	1
453	и хотя	1	1
454	в этот	1	1
455	роль играет	1	1
456	с на	1	1
457	только один	1	1
458	стоит перед	1	1
459	точке но	2	1
460	действия и	2	1
461	та же	3	1
462	в которой	4	1
463	бы и	2	1
464	бы не	2	1
465	и исследования	1	1
466	думаем что	2	1
467	другим способом	1	1
468	думать что	2	1
469	ни одна	1	1
470	его части	1	1
471	тому же	3	1
472	мысли ни	1	1
473	но ведь	1	1
474	мнение что	3	1
475	вообще не	1	1
476	исследование в	1	1
477	с чем	2	1
478	от его	1	1
479	они совершенно	1	1
480	своем развитии	1	1
481	чтобы он	2	1
482	ожидать что	1	1
483	с основной	1	1
484	до самого	2	1
485	однако он	1	1
486	понимания и	1	1
487	по существу	2	1
488	которых эта	1	1
489	до конца	7	1
490	том чтобы	4	1
491	наших глазах	1	1
492	чем она	1	1
493	и верно	1	1
494	приходим к	2	1
495	подобно тому	1	1
496	что ни	2	1
497	будем говорить	1	1
498	то ни	1	1
499	могла бы	4	1
500	что все	11	1
501	связей в	1	1
502	и дальше	1	1
503	вещей это	1	1
504	и с	2	1
505	была в	1	1
506	является конечно	1	1
507	них не	1	1
508	того почему	1	1
509	чрезвычайно важную	1	1
510	автор что	1	1
511	но нам	1	1
512	основу этого	1	1
513	действий и	1	1
514	только одно	2	1
515	о которых	2	1
516	исходили из	1	1
517	нашего исследования	1	1
518	несмотря на	1	1
519	обозначить как	1	1
520	с такой	2	1
521	поводом для	1	1
522	станем останавливаться	1	1
523	в приложении	2	1
524	такой же	2	1
525	нисколько не	5	1
526	именно этот	1	1
527	которую он	2	1
528	вспомогательных средств	1	1
529	вещи в	1	1
530	в такой	2	1
531	это делает	2	1
532	почти не	1	1
533	которого является	1	1
534	что всякий	2	1
535	приложении к	2	1
536	которые лежат	1	1
537	является еще	1	1
538	бы мы	3	1
539	сих пор	3	1
540	для объяснения	1	1
541	развития их	1	1
542	от прежних	1	1
543	составные части	1	1
544	заставляет нас	2	1
545	иначе как	1	1
546	и более	1	1
547	тому чтобы	3	1
548	ним в	2	1
549	развиваются не	1	1
550	и вообще	1	1
551	с так	1	1
552	даже в	2	1
553	происходит так	1	1
554	не для	3	1
555	содержание и	1	1
556	и очень	1	1
557	малой степени	1	1
558	на один	1	1
559	с точки	4	1
560	состоящий в	1	1
561	поставленной перед	1	1
562	мы исходили	1	1
563	все три	1	1
564	и форму	1	1
565	не имеет	2	1
566	в сущности	6	1
567	и остается	2	1
568	к этим	1	1
569	на него	4	1
570	не по	2	1
571	правильнее сказать	1	1
572	которого он	1	1
573	в самых	3	1
574	действие но	1	1
575	так много	1	1
576	чрезвычайно важным	1	1
577	принято называть	1	1
578	показывает нам	2	1
579	это мнение	4	1
580	или как	1	1
581	не сумеем	1	1
582	к ней	1	1
583	своей природе	1	1
584	и связи	1	1
585	развивается в	1	1
586	мы стоим	1	1
587	исследования мы	1	1
588	и является	2	1
589	вот что	1	1
590	в естественных	1	1
591	и направляет	1	1
592	так называемый	1	1
593	роль при	1	1
594	эти три	2	1
595	до того	1	1
596	окончательном виде	1	1
597	если только	1	1
598	больше того	3	1
599	не потому	2	1
600	или ином	1	1
601	составляет его	1	1
602	у нас	4	1
603	виду не	1	1
604	начиная с	1	1
605	он для	1	1
606	это двойное	1	1
607	же самое	6	1
608	в высокой	1	1
609	и другим	2	1
610	в окончательном	1	1
611	которые ссылается	1	1
