N	3gram	Bakhtin_sl_1	KulturaY
1	и т п	23	41
2	с точки зрения	8	16
3	для того чтобы	1	11
4	можно было бы	2	10
5	тем не менее	1	9
6	до сих пор	2	8
7	в том что	1	8
8	и т д	5	8
9	в зависимости от	3	7
10	той или иной	9	5
11	в этом случае	2	4
12	в данном случае	3	4
13	с одной стороны	4	4
14	и в этом	2	4
15	т п и	1	4
16	того или иного	2	3
17	не только в	2	3
18	с другой стороны	4	3
19	не может быть	1	3
20	так и в	3	3
21	о том что	1	3
22	т п в	1	3
23	в той или	9	2
24	в отличие от	1	2
25	то у нас	1	2
26	ни в какой	1	2
27	в первом случае	2	2
28	точки зрения на	3	2
29	в известном смысле	2	2
30	не могут быть	2	2
31	более или менее	3	2
32	то или иное	1	2
33	как мы видели	1	2
34	в свое время	1	2
35	уже не только	1	2
36	литературного языка но	2	1
37	точка зрения на	2	1
38	слово столь же	1	1
39	у нас в	1	1
40	нас в данном	1	1
41	а вовсе не	2	1
42	прежде всего в	1	1
43	и той же	1	1
44	разных точек зрения	1	1
45	эта установка на	1	1
46	и не может	2	1
47	и в то	5	1
48	бы то ни	1	1
49	языка в его	1	1
50	но и в	1	1
51	но в этом	1	1
52	по крайней мере	1	1
53	или иной степени	9	1
54	ее с другими	1	1
55	не только не	1	1
56	с этой точки	1	1
57	между прочим в	1	1
58	п так и	1	1
59	может быть и	1	1
60	хотя бы и	3	1
61	в то время	2	1
62	могут не только	1	1
63	в виду не	1	1
64	может быть не	1	1
65	и не могут	1	1
66	можно рассматривать с	1	1
67	не столько в	1	1
68	в слове которые	1	1
69	это не только	1	1
70	они как бы	2	1
71	в противном случае	1	1
72	а не как	2	1
73	и в отношении	1	1
74	это не значит	1	1
75	во всяком случае	5	1
76	не должно быть	1	1
77	то же слово	2	1
78	форма и содержание	1	1
79	такая точка зрения	1	1
80	этой точки зрения	1	1
81	того же языка	1	1
82	на фоне нормального	1	1
83	то же время	12	1
84	никогда не может	1	1
85	в свою очередь	2	1
86	в отвлечении от	1	1
87	в котором в	1	1
88	в поэтическом слове	2	1
89	и прежде всего	1	1
90	с помощью которых	1	1
91	выходит за пределы	3	1
92	не выходит за	3	1
93	мы имеем в	1	1
94	как мы видим	1	1
95	языком а с	1	1
96	как в самом	1	1
97	поэтическое слово в	1	1
98	в то же	12	1
99	всяком случае должен	1	1
100	в одном из	1	1
101	для нас в	1	1
102	т п так	1	1
103	к тому что	2	1
104	одной и той	1	1
105	между словом и	1	1
106	те или иные	3	1
107	тех или иных	1	1
108	точек зрения и	1	1
109	именно потому что	1	1
