N	2gram	Bakhtin_Fr_3	formyVre
1	и в	40	50
2	то есть	18	33
3	в романе	15	32
4	в этом	15	25
5	в нем	5	24
6	в литературе	5	16
7	и его	17	16
8	прежде всего	16	15
9	и не	13	14
10	как мы	10	14
11	вовсе не	12	13
12	как раз	5	13
13	в его	13	13
14	так и	3	12
15	таким образом	10	11
16	мы уже	13	11
17	то же	7	11
18	может быть	9	11
19	времени и	2	10
20	но в	8	10
21	и как	3	10
22	все эти	8	9
23	же время	6	9
24	и др	7	9
25	в конце	3	9
26	в том	8	9
27	в других	3	9
28	в то	6	9
29	ничего не	1	9
30	в особенности	5	9
31	роль в	4	9
32	с его	3	9
33	не только	13	9
34	как и	11	8
35	жизни и	4	8
36	того же	2	8
37	ни в	4	8
38	и т	1	8
39	но и	11	8
40	в самом	6	8
41	и на	8	8
42	и их	1	8
43	не было	5	7
44	и во	4	7
45	в условиях	2	7
46	характер и	2	7
47	так сказать	5	7
48	все же	2	6
49	в частности	3	6
50	не может	3	6
51	так же	1	6
52	связи с	6	6
53	и все	9	6
54	метаморфозы в	1	6
55	во всех	6	6
56	в их	4	6
57	в ее	3	6
58	например в	2	6
59	это не	2	6
60	то что	5	6
61	в дальнейшем	2	6
62	лишь в	2	6
63	с этим	2	6
64	у него	8	6
65	в результате	1	6
66	как в	3	6
67	так как	4	6
68	еще не	3	5
69	в связи	5	5
70	точки зрения	2	5
71	в разных	2	5
72	отношению к	2	5
73	не в	1	5
74	и другие	2	5
75	того чтобы	4	5
76	но не	2	5
77	что в	12	5
78	до нас	7	5
79	но все	3	5
80	этот ряд	2	5
81	отнюдь не	1	5
82	романа в	2	5
83	для того	3	5
84	в основе	5	5
85	если бы	3	5
86	всех этих	3	5
87	он не	9	5
88	в основном	4	5
89	и у	2	5
90	в пределах	1	5
91	и до	8	5
92	в образе	1	5
93	и с	8	4
94	здесь не	3	4
95	и для	5	4
96	в котором	2	4
97	кроме того	3	4
98	вполне понятно	1	4
99	конечно и	1	4
100	на площади	7	4
101	влияние на	2	4
102	и т.п	10	4
103	раз в	2	4
104	между собой	1	4
105	античной литературы	1	4
106	потому что	2	4
107	уже указывали	1	4
108	в той	6	4
109	этого мира	1	4
110	жизнь и	1	4
111	других жанрах	1	4
112	в последующие	2	4
113	но на	1	4
114	своей жизни	2	4
115	именно как	1	4
116	этого романа	1	4
117	до конца	6	4
118	только в	3	4
119	в них	9	4
120	как человек	1	4
121	том числе	3	4
122	не имеет	1	4
123	между этими	1	4
124	все это	4	4
125	в ней	4	4
126	понятно что	1	4
127	и это	2	4
128	конечно не	2	4
129	и следовательно	3	4
130	характерно что	1	4
131	том что	4	4
132	в своем	7	4
133	в себе	3	3
134	не знает	1	3
135	в форме	2	3
136	одно и	1	3
137	во всяком	1	3
138	или в	1	3
139	в качестве	1	3
140	этом отношении	2	3
141	при этом	3	3
142	же в	1	3
143	и ее	2	3
144	для них	1	3
145	этими двумя	1	3
146	что не	1	3
147	есть не	1	3
148	к концу	1	3
149	характер это	2	3
150	сих пор	4	3
151	до сих	4	3
152	с другими	1	3
153	нем не	1	3
154	мира в	1	3
155	более того	1	3
156	с тем	1	3
157	в одном	7	3
158	одно из	3	3
159	со всеми	5	3
160	его в	1	3
161	быть только	1	3
162	одной из	2	3
163	все его	1	3
164	всего необходимо	3	3
165	между ними	3	3
166	отношения к	1	3
167	мы еще	6	3
168	в начале	3	3
169	мы не	2	3
170	в таком	1	3
171	здесь дается	2	3
172	что и	3	3
173	но они	1	3
174	еще более	4	3
175	и других	6	3
176	в этих	6	3
177	и уже	1	3
178	вместе с	3	3
179	по отношению	3	3
180	а как	1	3
181	они не	3	3
182	всем этим	2	3
183	сказать что	3	3
184	что было	2	3
185	и внутреннее	1	3
186	в отношении	1	3
187	связаны с	5	3
188	поэтому и	3	3
189	здесь нет	2	3
190	в сущности	9	3
191	только на	4	3
192	один из	4	3
193	и потому	4	3
194	со своей	1	3
195	в новое	1	3
196	имеет существенное	1	3
197	уже говорили	3	3
198	себе и	1	3
199	по преимуществу	2	3
200	именно в	2	3
201	с одной	1	3
202	во всей	3	3
203	только к	1	3
204	не могут	1	3
205	мы видим	5	3
206	и образ	1	3
207	в основу	1	3
208	а в	3	3
209	их в	3	3
210	большую роль	2	3
211	ни к	1	3
212	мы говорили	1	3
213	героев и	1	3
214	в xvii	1	3
215	эти моменты	3	3
216	а не	5	3
217	нас в	2	3
218	к этому	6	3
219	но эта	1	3
220	да и	1	3
221	в виду	7	3
222	в которой	2	2
223	в точном	1	2
224	момент в	2	2
225	для всех	1	2
226	здесь совершенно	1	2
227	они были	3	2
228	отсюда и	1	2
229	в значительной	3	2
230	по сравнению	2	2
231	времени с	1	2
232	специфический характер	1	2
233	его на	1	2
234	углом зрения	1	2
235	но он	2	2
236	в целом	2	2
237	жизни то	1	2
238	мир и	1	2
239	от этого	1	2
240	характер в	1	2
241	правда не	3	2
242	но конечно	2	2
243	здесь и	5	2
244	не к	2	2
245	в этот	2	2
246	как по	1	2
247	важное значение	1	2
248	рядом с	2	2
249	друг другу	1	2
250	числе и	2	2
251	но дело	3	2
252	в стороне	1	2
253	и вообще	1	2
254	с помощью	2	2
255	хотя бы	2	2
256	там где	3	2
257	этот образ	7	2
258	мы встречаем	4	2
259	в мировой	4	2
260	с ним	1	2
261	не были	2	2
262	в своей	6	2
263	по себе	1	2
264	сравнению с	2	2
265	места в	1	2
266	жизнь в	3	2
267	почти вовсе	4	2
268	те же	5	2
269	в нашем	4	2
270	речи в	1	2
271	лишь один	1	2
272	мы находим	3	2
273	принадлежит к	1	2
274	в строгом	1	2
275	все то	2	2
276	было бы	4	2
277	к жизни	2	2
278	отношение к	8	2
279	здесь в	4	2
280	для него	5	2
281	того что	1	2
282	и момент	1	2
283	время оно	1	2
284	его целом	1	2
285	здесь все	1	2
286	время не	1	2
287	точном смысле	1	2
288	нет и	1	2
289	слова и	2	2
290	к своему	1	2
291	никогда не	1	2
292	ее целом	1	2
293	имеет в	2	2
294	эпизоды в	1	2
295	с точки	1	2
296	смысле но	1	2
297	и к	3	2
298	бы совершенно	1	2
299	отличие от	3	2
300	ее в	1	2
301	на почве	1	2
302	xvii веке	1	2
303	выражение в	2	2
304	как он	2	2
305	во многом	1	2
306	с большей	1	2
307	смысле слова	4	2
308	в течение	2	2
309	дело в	2	2
310	мире и	1	2
311	во всем	3	2
312	от греческого	1	2
313	до наших	2	2
314	во все	3	2
315	как она	1	2
316	и еще	2	2
317	в истории	4	2
318	их целом	1	2
319	на основе	2	2
320	же и	3	2
321	прямое отношение	1	2
322	и даже	4	2
323	на них	2	2
324	той же	8	2
325	элементы в	1	2
326	всякого рода	1	2
327	но оно	1	2
328	влияния на	1	2
329	одна из	3	2
330	не как	1	2
331	с этими	1	2
332	др в	1	2
333	строгом смысле	1	2
334	том же	2	2
335	мировой литературе	4	2
336	здесь еще	1	2
337	далеко не	2	2
338	ни с	1	2
339	не для	1	2
340	не входит	1	2
341	в отличие	3	2
342	не являются	1	2
343	также и	4	2
344	этого целого	1	2
345	на минуту	1	2
346	в это	1	2
347	удельный вес	1	2
348	громадную роль	2	2
349	быть и	1	2
350	еще и	2	2
351	с другой	2	2
352	и прежде	3	2
353	самого начала	1	2
354	в более	3	2
355	с самого	1	2
356	так называемый	1	2
357	видения и	1	2
358	а также	4	2
359	наконец и	1	2
360	всего этого	1	2
361	чем в	1	2
362	переломных моментах	1	2
363	здесь только	2	2
364	уже в	2	2
365	он должен	1	2
366	об этом	3	2
367	сочетается с	2	2
368	раз и	1	2
369	весь роман	1	2
370	тем что	3	2
371	существенную роль	1	2
372	здесь как	1	2
373	или иной	2	2
374	поэтому все	1	2
375	xvii века	3	2
376	здесь конечно	1	2
377	имеется и	1	2
378	и дается	1	2
379	связь между	3	2
380	и по	1	2
381	как бы	3	2
382	но для	1	2
383	уже сказали	1	2
384	той или	2	2
385	в данном	4	2
386	с особенностями	1	2
387	в свою	1	2
388	во втором	1	2
389	последнем счете	1	1
390	по своей	1	1
391	вернуться к	1	1
392	но увы	1	1
393	одним из	2	1
394	не могла	1	1
395	из форм	1	1
396	почти все	1	1
397	и историческое	2	1
398	главным образом	1	1
399	к завершению	1	1
400	и реального	1	1
401	характер этой	1	1
402	лишь то	1	1
403	романа все	1	1
404	последующие периоды	1	1
405	и здесь	4	1
406	интересная и	1	1
407	с более	1	1
408	здесь раскрывается	1	1
409	сюда в	1	1
410	похожа на	1	1
411	входят в	1	1
412	основные моменты	1	1
413	на себе	1	1
414	момент но	1	1
415	и вот	2	1
416	и наконец	3	1
417	очень важным	1	1
418	данном случае	2	1
419	в другом	3	1
420	что их	1	1
421	в него	1	1
422	все стороны	1	1
423	он правда	1	1
424	с нею	2	1
425	царств и	1	1
426	и выражений	1	1
427	и самый	1	1
428	говорит о	1	1
429	в плане	2	1
430	которого они	1	1
431	на том	1	1
432	и также	1	1
433	могла бы	1	1
434	культуры а	1	1
435	отличается от	1	1
436	в один	2	1
437	слово в	3	1
438	ее на	1	1
439	нас не	1	1
440	они как	1	1
441	в нем?	1	1
442	века и	4	1
443	перед нами	1	1
444	существенное отношение	3	1
445	него как	1	1
446	вопрос об	1	1
447	и неподвижны	1	1
448	и тот	1	1
449	начиная с	3	1
450	эпохи но	2	1
451	из этой	2	1
452	на дыбе	1	1
453	организующим началом	1	1
454	бы он	1	1
455	гораздо более	1	1
456	значение его	1	1
457	полнее и	1	1
458	которого и	1	1
459	виду у	1	1
460	то он	1	1
461	где он	1	1
462	на землю	2	1
463	в эти	2	1
464	вернемся к	5	1
465	наконец в	1	1
466	и резко	1	1
467	по исторической	1	1
468	что это	1	1
469	самой жизни	1	1
470	время это	2	1
471	образом и	1	1
472	объединение в	1	1
473	это тот	1	1
474	нельзя забывать	3	1
475	связанные с	3	1
476	биографии не	1	1
477	характер он	2	1
478	в тех	1	1
479	иной степени	1	1
480	тех кто	1	1
481	из различных	2	1
482	забывать что	1	1
483	и перед	2	1
484	жизнью на	1	1
485	так что	1	1
486	его жизнь	1	1
487	целом в	2	1
488	связан и	2	1
489	которое мы	1	1
490	и человек	1	1
491	другом месте	1	1
492	таким же	1	1
493	так в	4	1
494	сократа как	1	1
495	характерно для	2	1
496	моменты и	1	1
497	не на	1	1
498	и единого	1	1
499	себе не	1	1
500	нельзя и	1	1
501	xx века	5	1
502	на отдельные	1	1
503	как его	2	1
504	остается вне	1	1
505	имеются существенные	1	1
506	и он	1	1
507	резко отличный	1	1
508	они всегда	1	1
509	изолированными и	1	1
510	такого же	1	1
511	их чрезвычайно	1	1
512	и я	1	1
513	были бы	1	1
514	и обратно	1	1
515	где все	1	1
516	на такие	1	1
517	он изображает	1	1
518	это очень	1	1
519	но когда	1	1
520	литературы в	1	1
521	средние века	2	1
522	к образу	2	1
523	начала в	1	1
524	и самое	3	1
525	и только	1	1
526	и такие	2	1
527	помимо своей	1	1
528	смысле этого	1	1
529	по случаю	1	1
530	этих условиях	1	1
531	места и	1	1
532	характерно здесь	1	1
533	же значение	1	1
534	правильно но	1	1
535	был тогда	1	1
536	путь к	1	1
537	например с	1	1
538	своих произведений	1	1
539	связан с	3	1
540	в историческом	1	1
541	своего рода	2	1
542	это уже	1	1
543	который был	1	1
544	включает в	2	1
545	к первой	1	1
546	и сама	2	1
547	здесь мы	2	1
548	элементов народной	1	1
549	в бытовой	1	1
550	свою очередь	1	1
551	вплоть до	3	1
552	и оценки	1	1
553	ни единого	1	1
554	смерти и	1	1
555	культуры в	1	1
556	но ему	1	1
557	особенно в	4	1
558	характер носит	1	1
559	в корне	2	1
560	очень важный	1	1
561	положение это	1	1
562	следовательно и	2	1
563	в себя	1	1
564	xix и	1	1
565	и выражениях	1	1
566	здесь прежде	1	1
567	указывали на	1	1
568	которые как	1	1
569	и очень	2	1
570	что даже	1	1
571	его к	2	1
572	и шире	3	1
573	но как	2	1
574	носит и	1	1
575	ее жизни	1	1
576	элемент в	1	1
577	возвращается к	1	1
578	должны быть	2	1
579	но здесь	2	1
580	высшей степени	1	1
581	была громадной	2	1
582	когда не	1	1
583	считают его	1	1
584	правда в	1	1
585	небом на	1	1
586	по всему	1	1
587	в таких	3	1
588	человека но	1	1
589	жанров и	1	1
590	из которых	1	1
591	этом случае	1	1
592	в преисподнюю	1	1
593	узком смысле	1	1
594	как они	1	1
595	что этот	1	1
596	наблюдать и	1	1
597	которые в	1	1
598	мы остановимся	2	1
599	с людьми	1	1
600	на различные	1	1
601	бытовые и	1	1
602	дело не	3	1
603	отличный от	1	1
604	дается и	1	1
605	в последующих	1	1
606	и при	1	1
607	они и	2	1
608	для изучения	1	1
609	вносит в	1	1
610	из этих	2	1
611	что он	2	1
612	год и	1	1
613	образ и	2	1
614	у нас	4	1
615	века но	1	1
616	входят как	1	1
617	войны в	1	1
618	них не	1	1
619	дело здесь	1	1
620	больших и	1	1
621	и они	2	1
622	пародия на	1	1
623	свою жизнь	1	1
624	связана с	2	1
625	самый момент	1	1
626	на одном	1	1
627	с рабле	2	1
628	ведь это	1	1
629	для нее	1	1
630	особый тип	1	1
631	и от	3	1
632	притом не	1	1
633	литературу и	1	1
634	к этой	3	1
635	эти элементы	2	1
636	на протяжении	3	1
637	играют в	1	1
638	роль играют	1	1
639	мы увидим	2	1
640	и отец	1	1
641	развертывается в	1	1
642	при анализе	2	1
643	но его	1	1
644	этот момент	1	1
645	должно быть	1	1
646	остановимся прежде	1	1
647	за пределами	1	1
648	наших дней	2	1
649	эти три	1	1
650	всяком случае	1	1
651	он был	3	1
652	науки и	1	1
653	значительной степени	2	1
654	в первых	1	1
655	почти полностью	1	1
656	рабле на	3	1
657	конечно эти	2	1
658	на мир	1	1
659	в последнем	2	1
660	о чем	2	1
661	к более	1	1
662	из которой	1	1
663	громадной роли	1	1
664	в описании	1	1
665	у которого	1	1
666	моменты в	1	1
667	и был	2	1
668	это с	1	1
669	в ранних	1	1
670	есть место	1	1
671	это было	1	1
672	в эпоху	8	1
673	мы имеем	1	1
674	он дает	2	1
675	и особого	1	1
676	и стали	1	1
677	новое время	1	1
678	ним у	1	1
679	из самых	2	1
680	образом в	2	1
681	во время	8	1
682	его здесь	1	1
683	страха и	4	1
684	всей последующей	1	1
685	с ними	1	1
686	в народной	1	1
687	работа по	1	1
688	придать ей	1	1
689	переплетаются между	1	1
690	раз наиболее	1	1
691	вырождается в	1	1
692	на первый	1	1
693	или во	1	1
694	приобретает характер	1	1
695	внимание на	1	1
696	из древнейших	1	1
697	и читателей	1	1
698	далек от	1	1
699	этого слова	2	1
700	форм но	1	1
701	на те	1	1
702	в этой	3	1
703	были созданы	1	1
704	не делает	1	1
705	оно было	1	1
706	без исключения	1	1
707	бы и	1	1
708	громадное значение	1	1
709	это начало	1	1
710	особенности в	1	1
711	них здесь	1	1
712	всего романа	1	1
713	вернемся в	2	1
714	является здесь	1	1
715	последующих эпох	1	1
716	вошел в	1	1
717	у золя	1	1
718	и основные	1	1
719	раскрыть то	1	1
720	значение имеет	1	1
721	с исторической	1	1
722	и смерти	3	1
723	в мире	4	1
724	в высшей	1	1
725	основе этого	2	1
726	в средние	1	1
727	началом в	1	1
728	и тонкие	1	1
729	менее всего	1	1
730	не совсем	1	1
731	и нельзя	1	1
732	играют громадную	1	1
733	из всех	4	1
734	это делает	1	1
735	сложный и	1	1
736	особенностями и	1	1
737	продолжают жить	1	1
738	на самый	1	1
739	объясняется и	1	1
740	первый план	1	1
741	было в	1	1
742	есть все	1	1
743	частности у	1	1
744	в своих	5	1
745	мы отмечаем	1	1
746	ярко проявляется	1	1
747	ведь и	1	1
748	в человеческом	1	1
749	и сам	2	1
750	народа в	1	1
751	особо отметить	1	1
752	от них	1	1
753	еще вернемся	4	1
754	ко второму	1	1
755	в xix	1	1
756	к роману	2	1
757	обычно на	1	1
758	романе вообще	1	1
759	все они	1	1
760	притом в	1	1
761	о том	4	1
762	для его	1	1
763	не был	2	1
764	нет места	1	1
765	уже к	2	1
766	сущности все	1	1
767	всего в	1	1
768	время он	1	1
769	на виду	1	1
770	нами здесь	1	1
771	не подлежит	3	1
772	то были	1	1
773	а следовательно	1	1
774	самом деле	3	1
775	изучения и	1	1
776	на весь	1	1
777	тесно переплетаются	1	1
778	ей не	1	1
779	и есть	3	1
780	в ряду	1	1
781	них и	1	1
782	как люди	1	1
783	в ту	7	1
784	тем же	2	1
785	с другим	1	1
786	социальной и	1	1
787	в средневековом	1	1
788	тут же	2	1
789	что оно	1	1
790	в эту	4	1
791	дальнейшем в	1	1
792	в совершенно	1	1
793	работы о	1	1
794	для этой	3	1
795	имеем в	1	1
796	из них	4	1
797	площади он	1	1
798	неразрывно связаны	2	1
799	но отдельные	1	1
800	нечто на	1	1
801	торжественной процессии	1	1
802	жизни как	1	1
803	что во	1	1
804	как о	2	1
805	произведения которое	1	1
806	значительной мере	1	1
807	всего на	1	1
808	пор не	1	1
809	здесь они	1	1
810	и более	1	1
811	остановимся здесь	1	1
812	смерть с	1	1
813	свободу и	1	1
814	и всего	1	1
