N	2gram	Losev_Prob_1	EvropaiC
1	таким образом	6	32
2	в том	9	31
3	и в	32	24
4	том что	12	20
5	все эти	8	19
6	не может	8	18
7	то что	42	17
8	может быть	14	15
9	все же	1	15
10	точки зрения	3	13
11	самом деле	6	12
12	в своем	5	12
13	до сих	3	12
14	в этом	19	12
15	сих пор	3	12
16	с этим	3	11
17	между тем	2	11
18	все это	7	11
19	во всех	7	10
20	так и	12	10
21	из себя	1	10
22	мы знаем	1	10
23	как бы	14	10
24	того же	3	9
25	на то	8	9
26	при этом	6	9
27	как и	3	9
28	в результате	2	9
29	что в	12	9
30	в самом	6	8
31	с точки	3	8
32	мы говорили	4	8
33	знаем что	2	8
34	не в	4	8
35	идет речь	1	8
36	ясно что	3	8
37	если бы	4	8
38	так же	9	8
39	и все	7	8
40	а между	1	7
41	на самом	6	7
42	из этих	2	7
43	в силу	1	7
44	о которых	3	7
45	или менее	3	7
46	не менее	19	7
47	по существу	2	7
48	того чтобы	9	7
49	по своей	1	7
50	к тому	3	7
51	для этого	3	7
52	о том	11	7
53	и что	9	7
54	что он	7	7
55	для того	8	7
56	но и	9	7
57	и не	31	7
58	более или	3	7
59	о котором	1	7
60	должна быть	1	6
61	еще не	9	6
62	и на	8	6
63	в общем	1	6
64	в этой	10	6
65	в сознании	5	6
66	несмотря на	3	6
67	и при	2	6
68	с ним	3	6
69	того что	7	6
70	говорили выше	2	6
71	только в	7	6
72	все они	1	6
73	так что	6	6
74	так как	11	6
75	мы можем	4	6
76	с другой	3	6
77	вместе с	2	6
78	как на	1	6
79	из всех	1	5
80	и к	1	5
81	но в	14	5
82	в которой	2	5
83	что это	3	5
84	в себе	15	5
85	тому же	1	5
86	не только	17	5
87	и если	6	5
88	но все	3	5
89	не будет	2	5
90	что все	3	5
91	и с	2	5
92	лишь в	1	5
93	его в	6	5
94	между собою	7	5
95	и без	1	5
96	в то	6	5
97	как будто	3	5
98	в его	6	5
99	потому что	16	5
100	и их	1	5
101	именно в	4	5
102	далеко не	5	5
103	другой стороны	3	5
104	по своему	9	5
