N	3gram	Propp_Isto_6	Problemy
1	до сих пор	4	8
2	не может быть	3	8
3	и не может	1	7
4	по отношению к	2	5
5	друг с другом	1	5
6	в том числе	1	4
7	более или менее	1	3
8	том числе и	1	3
9	знаю что я	1	3
10	с другой стороны	8	3
11	как бы в	1	3
12	нам кажется что	1	3
13	мы имеем в	4	3
14	как и в	2	3
15	как нам кажется	1	2
16	мы находим в	1	2
17	но и в	2	2
18	можно было бы	2	2
19	на этот вопрос	1	2
20	в том что	5	2
21	друг на друга	1	2
22	о том что	4	2
23	в свое время	1	2
24	сих пор не	1	2
25	можно сказать что	1	2
26	в этих случаях	1	2
27	и что там	1	1
28	в него и	1	1
29	герой выходя из	1	1
30	в античности в	1	1
31	иначе обстоит дело	1	1
32	следует отметить что	1	1
33	достигает своего апогея	1	1
34	том что он	1	1
35	по мере того	1	1
36	в этом случае	6	1
37	одной стороны и	1	1
38	же как и	1	1
39	очень сложное и	1	1
40	мы не будем	2	1
41	в свою противоположность	1	1
42	и по всей	1	1
43	такой же как	2	1
44	на него в	1	1
45	одно и то	1	1
46	здесь нас интересуют	1	1
47	так же как	1	1
48	в данном случае	3	1
49	с одной стороны	7	1
50	и то же	1	1
51	как один из	1	1
52	но при этом	1	1
53	так или иначе	1	1
54	все же есть	1	1
55	все же не	1	1
56	во всяком случае	2	1
57	в античности мы	1	1
58	может быть разрешен	1	1
59	таким образом и	2	1
60	нами до сих	1	1
61	между этими двумя	1	1
62	у него в	1	1
63	не могло быть	2	1
64	так и в	1	1
65	и вместе с	1	1
66	мере того как	1	1
67	то что не	1	1
68	но и на	1	1
69	что в нем	2	1
70	не только в	4	1
71	но все же	2	1
72	как мы видим	1	1
73	после того как	2	1
74	лицом к лицу	1	1
75	я знаю что	1	1
76	и не могло	1	1
77	слились в одно	1	1
