N	2gram	Tiupa_Hudo_1	Myshleni
1	и в	19	28
2	в том	18	28
3	то что	4	28
4	в этом	11	27
5	того что	4	24
6	потому что	3	22
7	том что	8	19
8	не может	7	19
9	таким образом	3	18
10	что он	3	18
11	только в	5	18
12	в силу	1	17
13	что в	6	17
14	не только	16	16
15	так же	2	15
16	к объекту	1	14
17	точки зрения	10	13
18	может быть	14	13
19	сказать что	4	13
20	в сфере	1	12
21	тому что	2	11
22	и не	15	11
23	как бы	9	11
24	но не	11	10
25	по отношению	9	10
26	отношений между	1	10
27	с точки	3	10
28	в отношении	3	10
29	того чтобы	2	10
30	к тому	4	10
31	как мы	1	10
32	так как	1	10
33	но и	10	10
34	отношению к	9	10
35	могли бы	1	9
36	было бы	1	9
37	между собой	2	9
38	в самом	5	8
39	тем самым	4	8
40	никогда не	2	8
41	тем что	1	8
42	для того	2	8
43	еще не	3	8
44	того же	2	7
45	то же	10	7
46	в сущности	1	7
47	отношение к	5	7
48	в своем	2	7
49	в которой	2	7
50	он не	4	7
51	в нем	5	7
52	заключается в	2	7
53	если бы	3	7
54	мы видим	1	7
55	мышления и	1	7
56	вместе с	1	7
57	между ними	4	7
58	же как	1	6
59	связи между	1	6
60	в чем	2	6
61	и как	3	6
62	и к	3	6
63	как и	2	6
64	для него	4	6
65	к предмету	1	6
66	не имеет	1	6
67	когда мы	1	6
68	же самое	1	6
69	то время	1	6
70	приводит к	5	6
71	так и	11	6
72	и что	3	6
73	можно сказать	5	6
74	его в	2	6
75	так что	1	6
76	как раз	3	6
77	в области	6	6
78	и развития	1	6
79	в то	6	6
80	том же	1	5
81	из того	1	5
82	и на	2	5
83	но в	7	5
84	то в	2	5
85	в этой	2	5
86	что все	1	5
87	и тем	2	5
88	не могли	1	5
89	не могут	1	5
90	могут быть	4	5
91	в пределах	3	5
92	это не	2	5
93	и развитием	1	5
94	речи и	3	5
95	например в	3	4
96	и то	4	4
97	в первом	1	4
98	к другому	1	4
99	отношения между	1	4
100	той же	1	4
101	мы имеем	6	4
102	совпадает с	2	4
103	я не	2	4
104	в каждой	1	4
105	во всех	3	4
106	в одной	1	4
107	в той	3	4
108	самом начале	1	4
109	в себе	9	4
110	в нашем	2	4
111	на то	1	4
112	на этом	1	4
113	и того	2	4
114	одного и	2	4
115	но если	1	4
116	он должен	3	4
117	от одной	1	4
118	обнаруживает свою	1	4
119	не в	7	4
120	нас к	1	4
121	своей природе	2	4
122	оно не	1	4
123	на основе	2	4
124	что и	2	4
125	именно в	2	4
126	между этими	1	4
127	в качестве	24	4
128	которые в	1	4
129	в частности	13	4
130	к жизни	2	4
131	к понятию	1	4
132	они не	1	4
133	ту же	1	3
134	отношения к	2	3
135	начинается с	1	3
136	это и	1	3
137	с его	6	3
138	из этих	3	3
139	одном и	1	3
140	значение для	1	3
141	как в	2	3
142	хотя и	3	3
143	представляет собой	10	3
144	отношение между	1	3
145	в случае	1	3
146	на его	1	3
147	при этом	13	3
148	раз в	1	3
149	и по	2	3
150	в каждом	1	3
151	а по	1	3
152	должен был	1	3
153	в них	2	3
154	иначе говоря	4	3
155	что такое	1	3
156	в их	5	3
157	всякий раз	2	3
158	для данного	1	3
159	по себе	2	3
160	является как	1	3
161	до известной	2	3
162	в основе	4	3
163	по своей	7	3
164	связи с	1	3
165	не по	1	3
166	до того	1	3
167	отличается от	2	3
168	представляют собой	1	3
169	только то	1	3
170	в себя	2	3
171	действия и	1	3
172	но мы	1	3
173	переход к	1	3
174	те же	1	3
175	мог бы	3	3
176	и здесь	1	3
177	и т.д	3	3
