N	3gram	Bakhtin_sl_2	FransuaR
1	то же время	4	6
2	в то же	4	6
3	и до конца	1	5
4	как мы уже	2	5
5	до сих пор	2	4
6	в той же	1	4
7	но в то	3	4
8	в связи с	2	4
9	большей или меньшей	1	3
10	в том числе	1	3
11	в мировой литературе	2	3
12	в отличие от	12	3
13	шире и глубже	1	3
14	а также и	2	3
15	мы уже говорили	1	3
16	для того чтобы	2	3
17	в той или	3	2
18	по отношению к	4	2
19	но и в	1	2
20	в этом отношении	3	2
21	том числе и	1	2
22	в значительной степени	6	2
23	века и в	1	2
24	поэтому и в	1	2
25	не может быть	15	2
26	все то что	1	2
27	о том что	1	2
28	той или иной	5	2
29	и в романе	2	2
30	как и в	1	2
31	как мы видели	1	2
32	несколько слов о	2	1
33	и клеветы на	1	1
34	до конца в	1	1
35	и в сущности	2	1
36	же время это	2	1
37	том что в	1	1
38	менее всего может	1	1
39	требует от нас	2	1
40	мы уже сказали	1	1
41	слов и выражений	1	1
42	и в особенности	2	1
43	и все остальные	1	1
44	также и в	1	1
45	в средние века	1	1
46	в этом случае	6	1
47	может быть только	1	1
48	слово в романе	3	1
49	с точки зрения	3	1
50	на первый план	1	1
51	и не может	1	1
52	языка но и	1	1
53	хотя бы и	2	1
54	для этой цели	1	1
55	точном смысле слова	1	1
56	в собственном смысле	3	1
57	присутствовал при этом	1	1
58	или иной степени	3	1
59	и с другой	1	1
60	слова все это	1	1
61	на них и	1	1
62	может быть и	2	1
63	что в романе	1	1
64	в xvii веке	1	1
65	в применении к	1	1
66	бы и не	1	1
67	время это и	1	1
68	однако и здесь	1	1
69	важно для понимания	1	1
70	в одном слове	1	1
71	как раз это	1	1
72	с большей или	1	1
73	в их целом	2	1
74	во всяком случае	2	1
75	в точном смысле	2	1
76	для правильного понимания	1	1
77	с другой стороны	1	1
78	в его целом	1	1
79	и еще не	1	1
80	сервантес и др	1	1
81	мы видели что	1	1
82	в самом языке	1	1
83	по ту сторону	1	1
84	во всех этих	1	1
85	сих пор не	2	1
86	между этими двумя	1	1
87	между тем как	1	1
88	все эти явления	1	1
89	в свою очередь	2	1
90	к нему и	1	1
91	с самого начала	1	1
92	как бы две	1	1
93	всегда в той	1	1
94	эпохи и в	1	1
95	вовсе не в	1	1
96	включает в себя	2	1
97	средние века и	1	1
98	в новое время	2	1
99	лежит на границе	2	1
100	это как бы	1	1
101	в узком смысле	4	1
102	и его современников	1	1
103	тех или иных	1	1
104	всего может быть	1	1
105	так и по	1	1
106	но все же	4	1
107	в них не	1	1
108	в том что	4	1
109	и ее требования	1	1
110	одна из самых	1	1
