N	2gram	Losev_Prob_4	Dialekti
1	не есть	12	40
2	и не	28	30
3	по себе	11	25
4	т е	1	25
5	и т	4	21
6	т д	3	19
7	и в	20	18
8	точки зрения	14	17
9	ничего не	1	17
10	может быть	9	17
11	и есть	4	16
12	в нем	5	16
13	ни в	17	15
14	не имеет	4	15
15	так что	6	15
16	потому что	15	14
17	значит что	8	14
18	а не	7	14
19	не только	24	13
20	и даже	9	13
21	то что	15	13
22	что в	3	13
23	в этом	9	12
24	было бы	14	12
25	с точки	11	12
26	если бы	8	12
27	и что	2	12
28	не может	5	12
29	в мифе	3	12
30	что это	2	11
31	учение о	3	11
32	в себе	12	11
33	что он	8	11
34	так как	5	11
35	как бы	4	11
36	это значит	10	11
37	все это	9	11
38	то же	7	10
39	есть нечто	9	10
40	несмотря на	4	10
41	прежде всего	11	10
42	сказать что	7	10
43	и то	2	9
44	отнюдь не	10	9
45	так и	10	9
46	это не	7	9
47	том что	12	9
48	никогда не	1	9
49	это есть	3	9
50	в том	20	9
51	сама по	2	8
52	ясно что	7	8
53	но это	6	8
54	в каком	6	8
55	к нему	3	8
56	совершенно не	3	8
57	также и	13	7
58	идея и	3	7
59	и как	3	7
60	то в	2	7
61	что она	4	7
62	что не	4	7
63	той или	14	7
64	не существует	5	7
65	в аллегории	5	7
66	мы находим	2	7
67	вовсе не	21	7
68	не просто	16	7
69	но и	14	7
70	сам по	6	6
71	хотя бы	7	6
72	в чем	2	6
73	есть ни	2	6
74	не то	2	6
75	но в	8	6
76	с другой	7	6
77	и вот	1	6
78	не в	13	6
79	в то	4	6
80	и образ	4	6
81	с ним	4	6
82	никак не	4	6
83	можно сказать	5	6
84	ни с	4	6
85	не было	3	6
86	ни на	3	6
87	да и	5	6
88	и ни	5	6
89	науки и	1	5
90	говорить о	2	5
91	и он	2	5
92	отношение к	1	5
93	общего с	2	5
94	в своем	3	5
95	все же	2	5
96	в противоположность	1	5
97	разные слои	1	5
98	на то	1	5
99	идеи и	1	5
100	мифологии и	1	5
101	и с	7	5
102	что оно	1	5
103	а потом	1	5
104	в этих	5	5
105	но если	6	5
106	в отношении	4	5
107	ни о	4	5
108	в виду	6	5
109	есть только	2	5
110	можно было	4	5
111	как же	2	5
112	мы должны	3	5
113	само по	1	5
114	более внешнее	1	5
115	говорит о	2	5
116	она есть	1	5
117	а в	4	5
118	это и	4	4
119	почти всегда	2	4
120	каком случае	3	4
121	то это	3	4
122	даже просто	1	4
123	как он	1	4
124	образ и	2	4
125	одно и	1	4
126	об этом	6	4
127	он есть	1	4
128	как таковой	1	4
129	нисколько не	1	4
130	смысл и	1	4
131	по крайней	6	4
132	и более	3	4
133	на всю	1	4
134	что эта	1	4
135	и притом	2	4
136	у пушкина	3	4
137	это мы	1	4
138	только и	5	4
139	не о	1	4
140	к ней	2	4
141	к тому	3	4
142	ничего общего	5	4
143	как мы	3	4
144	только то	1	4
145	и вообще	6	4
146	о том	5	4
147	крайней мере	6	4
148	и об	1	4
149	быть и	1	4
150	мы видим	1	4
151	но не	5	4
152	не мешает	3	4
153	в котором	2	4
154	в конце	2	4
155	для меня	1	4
156	мы можем	3	4
157	не говорит	1	4
158	как раз	4	4
159	больше того	1	4
160	в мифологии	1	4
161	миф есть	5	4
162	как это	3	4
163	в символе	6	4
164	хотя и	5	4
165	или другой	3	4
166	так же	5	4
167	другой стороны	6	4
168	во всяком	8	4
169	самом деле	3	3
170	только потому	1	3
171	для науки	1	3
172	действительности и	5	3
173	есть не	6	3
174	и тут	1	3
175	но она	3	3
176	в ней	7	3
177	мифологию с	1	3
178	на самом	5	3
179	а только	6	3
180	и все-таки	1	3
181	если в	1	3
182	есть просто	1	3
183	все равно	3	3
184	что они	2	3
185	и аллегорией	2	3
186	стороны и	2	3
187	говорит что	2	3
188	более или	2	3
189	конечно не	3	3
190	но эта	2	3
191	в самом	2	3
192	он не	2	3
193	всех этих	6	3
194	и еще	1	3
195	не значит	1	3
196	то как	1	3
197	содержит в	8	3
198	но все	3	3
199	этом смысле	3	3
200	меньше всего	3	3
201	в них	5	3
202	всегда и	1	3
203	должно быть	1	3
204	или менее	2	3
205	имеет ничего	2	3
206	в их	1	3
207	и значит	1	3
208	же тут	1	3
209	при условии	2	3
210	и почти	1	3
211	даже в	1	3
212	тому что	1	3
213	вплоть до	3	3
214	на себе	3	3
215	в основе	1	3
216	случае не	5	3
217	иметь в	1	3
218	но только	2	3
219	в разных	4	3
220	к мифу	2	3
221	ничто не	1	3
222	в сознании	3	3
223	только с	1	3
224	уже и	3	3
225	могут быть	1	3
226	и всех	2	3
227	указывает на	4	3
228	утверждать что	1	3
229	больше ничего	2	3
230	и о	5	3
231	сознания и	3	3
232	более внутреннее	1	3
233	жизнь и	4	3
234	чтобы понять	1	3
235	неизвестно чего	1	3
236	аллегория есть	1	3
237	нуждается в	1	3
238	что и	3	3
239	только в	23	3
240	даже если	3	3
241	очень много	2	3
242	с мифологией	2	3
243	только на	2	3
244	есть символ	11	3
245	но что	1	3
