N	2gram	Tiupa_Disk_1	Psycholo
1	то что	5	44
2	и в	16	33
3	в этом	15	28
4	и что	2	25
5	как бы	5	25
6	потому что	4	24
7	том что	19	22
8	может быть	17	22
9	что в	4	21
10	в том	23	21
11	о том	8	20
12	что он	4	20
13	и мы	1	15
14	как это	1	14
15	что это	1	13
16	таким образом	3	13
17	то есть	20	13
18	и не	11	13
19	сказать что	3	13
20	самом деле	1	12
21	в самом	3	12
22	было бы	1	12
23	к тому	5	12
24	и все	2	12
25	он не	1	11
26	на то	1	10
27	что она	1	10
28	если бы	1	10
29	в его	7	10
30	не может	9	10
31	то же	7	9
32	в этой	2	9
33	по себе	3	9
34	как раз	1	9
35	в конце	1	8
36	как будто	1	8
37	в рассказе	2	8
38	вместе с	1	8
39	в каком	1	8
40	в своем	6	7
41	не только	28	7
42	в нем	9	7
43	до конца	1	7
44	когда он	2	7
45	на самом	1	6
46	в сущности	2	6
47	что они	1	6
48	перед нами	3	6
49	в себе	7	6
50	во время	1	6
51	точки зрения	3	6
52	когда мы	1	6
53	же самое	2	6
54	это не	3	6
55	трагедии и	1	6
56	а не	22	6
57	мы должны	1	6
58	это и	1	5
59	мы не	1	5
60	в целом	4	5
61	и на	5	5
62	с этим	3	5
63	все же	3	5
64	целый ряд	2	5
65	и как	6	5
66	о ее	1	5
67	и может	1	5
68	как и	16	5
69	самого начала	1	5
70	никогда не	2	5
71	и его	2	5
72	и это	1	5
73	с самого	1	5
74	заключается в	3	5
75	в какой	2	5
76	мы можем	1	5
77	фабулы и	1	5
78	и есть	2	4
79	той же	1	4
80	в которой	1	4
81	я не	1	4
82	не то	1	4
83	говорит о	1	4
84	том чтобы	2	4
85	могла бы	2	4
86	не будет	1	4
87	это было	2	4
88	с тем	1	4
89	слова и	1	4
90	в своей	5	4
91	с точки	1	4
92	на него	1	4
93	а в	5	4
94	так например	2	4
95	как мы	2	4
96	и о	4	4
97	об этом	2	4
98	о нем	2	4
99	утверждает что	1	4
100	того что	3	4
101	только в	7	4
102	себя в	2	4
103	в жизни	1	4
104	при помощи	1	4
105	и других	1	4
106	из них	3	4
107	что не	4	4
108	в частности	9	4
109	исходя из	2	4
110	с этой	1	4
