1	то же время	4	7
2	в то же	4	7
3	в данном случае	2	4
4	в том что	6	4
5	с одной стороны	1	4
6	о том что	1	4
7	с точки зрения	4	3
8	не может быть	18	3
9	и в частности	2	2
10	не только в	4	2
11	одной стороны и	1	2
12	какого бы то	2	2
13	то ни было	9	2
14	на то что	6	2
15	и вместе с	1	2
16	то что я	1	2
17	в том чтобы	1	2
18	из того что	3	2
19	а и в	7	2
20	в самом деле	3	2
21	бы то ни	9	2
22	с другой стороны	1	2
23	подобно тому как	3	2
24	так или иначе	2	2
25	говорит об искусстве	1	1
26	в самом начале	1	1
27	к тому что	2	1
28	и тем не	1	1
29	уже не может	2	1
30	что иное как	8	1
31	хотя бы и	1	1
32	приводит их к	1	1
33	было бы и	4	1
34	в себе и	1	1
35	только на то	1	1
36	и не только	3	1
37	самого себя и	1	1
38	так как мы	1	1
39	не что иное	8	1
40	тем не менее	5	1
41	в отношении к	1	1
42	имеется в виду	1	1
43	сама по себе	3	1
44	для самой вещи	1	1
45	с этой точки	2	1
46	содержит в себе	5	1
47	данном случае со	1	1
48	для того что	1	1
49	вместе с тем	3	1
50	то что для	1	1
51	для того чтобы	1	1
52	а затем и	2	1
53	это уже не	1	1
54	более или менее	3	1
55	может быть только	6	1
56	только мне но	1	1
57	в ней есть	1	1
58	как раз в	1	1
59	о том как	2	1
60	вопрос о том	1	1
61	уже и не	1	1
62	в свою очередь	5	1
63	в xix веке	1	1
64	и то что	4	1
65	что несмотря на	1	1
66	но еще и	2	1
67	тому как в	1	1
68	он и не	1	1
69	этой точки зрения	2	1
70	это и есть	1	1
71	и для всего	1	1
72	не только не	1	1
73	не только мне	1	1
74	и только в	1	1
