N	3gram	Losev_Prob_2	FransuaR
1	в том числе	2	10
2	том числе и	2	7
3	в том что	4	6
4	в той или	1	5
5	как мы уже	1	5
6	той или иной	1	5
7	до сих пор	4	4
8	то есть в	2	4
9	литературы и искусства	1	3
10	на самом же	1	3
11	в этом отношении	1	3
12	в известной мере	1	3
13	даже и в	3	3
14	самом же деле	1	3
15	и прежде всего	2	3
16	на самом деле	2	2
17	как раз и	4	2
18	но и в	3	2
19	в значительной мере	3	2
20	и вовсе не	4	2
21	и в частности	3	2
22	в узком смысле	1	2
23	с одной стороны	5	2
24	всегда в той	1	2
25	вовсе не является	3	2
26	в свое время	1	2
27	то есть только	2	2
28	так и в	1	2
29	но все же	1	2
30	можно сказать что	3	1
31	однако и в	1	1
32	несколько слов о	1	1
33	но как раз	1	1
34	или хотя бы	2	1
35	между прочим в	1	1
36	вопросы о том	1	1
37	имеем в виду	2	1
38	то есть по	1	1
39	в самом деле	2	1
40	в настоящее время	16	1
41	и теоретические проблемы	1	1
42	в этом единственном	1	1
43	всяком случае не	2	1
44	и не только	1	1
45	на первый план	3	1
46	но для нас	1	1
47	и не может	1	1
48	по своей идее	1	1
49	сами по себе	2	1
50	можно говорить о	2	1
51	в собственном смысле	1	1
52	к тому чтобы	1	1
53	но как бы	1	1
54	это вовсе не	1	1
55	и здесь мы	2	1
56	более глубокое и	1	1
57	для нас в	1	1
58	и ничего не	1	1
59	может быть только	2	1
60	то есть без	1	1
61	то или иное	2	1
62	и далеко не	1	1
63	и вообще не	1	1
64	и многие другие	2	1
65	к нему же	1	1
66	не чем иным	1	1
67	можно даже сказать	1	1
68	не потому что	1	1
69	этого последнего и	1	1
70	или понимаем его	2	1
71	это прежде всего	1	1
72	в основе этих	1	1
73	в какой мере	1	1
74	он перестает быть	1	1
75	и не вполне	1	1
76	в обычном смысле	1	1
77	по нашему мнению	1	1
78	в известном смысле	1	1
79	входит в область	1	1
80	да и самый	1	1
81	в последнее время	1	1
82	в виду только	2	1
83	в связи с	5	1
84	все более и	1	1
85	во всяком случае	10	1
86	с другой стороны	5	1
87	не может быть	3	1
88	виде но и	1	1
89	чем иным как	1	1
90	к частному и	1	1
91	и особенно в	1	1
92	то что мы	7	1
93	имея в виду	2	1
94	более и более	1	1
95	как нам кажется	1	1
96	лежащее в основе	1	1
97	и не знает	1	1
98	этом отношении является	1	1
99	мы имеем в	1	1
100	для того чтобы	2	1
101	этого термина в	1	1
102	друг от друга	2	1
103	на то или	1	1
104	и многое другое	1	1
105	о чем мы	1	1
106	в то же	4	1
107	в вопросе о	1	1
108	во многом уже	1	1
109	но это не	1	1
110	не только в	2	1
111	во многих отношениях	1	1
112	из тех больших	1	1
113	в какой-то мере	1	1
114	нам кажется совершенно	1	1
115	ведь даже и	1	1
