N	2gram	Medvedev_F_1	formyVre
1	и в	24	50
2	в этом	15	25
3	в нем	14	24
4	и его	10	16
5	в литературе	5	16
6	прежде всего	22	15
7	как мы	5	14
8	и не	20	14
9	в его	23	13
10	вовсе не	10	13
11	как раз	2	13
12	по существу	2	12
13	так и	18	12
14	то же	10	11
15	мы уже	1	11
16	таким образом	13	11
17	может быть	14	11
18	и как	3	10
19	но в	5	10
20	с его	4	9
21	все эти	6	9
22	роль в	1	9
23	не только	7	9
24	в то	9	9
25	ничего не	2	9
26	же время	8	9
27	в том	6	9
28	в особенности	3	9
29	и др	5	9
30	и т	12	8
31	и на	8	8
32	в самом	5	8
33	ни в	2	8
34	т п	4	8
35	жизни в	2	8
36	его жизни	1	8
37	но и	7	8
38	и их	10	8
39	как и	11	8
40	жизни и	7	8
41	это время	1	7
42	так сказать	3	7
43	характер и	1	7
44	и во	1	7
45	не было	3	7
46	в условиях	1	7
47	например в	1	6
48	между двумя	1	6
49	время в	3	6
50	во всех	5	6
51	как в	8	6
52	с этим	2	6
53	все же	3	6
54	лишь в	8	6
55	это не	2	6
56	в их	11	6
57	так как	1	6
58	с ее	7	6
59	в ее	8	6
60	связи с	3	6
61	в жизни	3	6
62	у него	1	6
63	то что	8	6
64	в частности	4	6
65	не может	16	6
66	так же	4	6
67	в результате	2	6
68	и все	6	6
69	отношению к	4	5
70	и до	5	5
71	еще не	6	5
72	но не	3	5
73	и речи	1	5
74	отнюдь не	6	5
75	не в	8	5
76	этот процесс	1	5
77	он не	3	5
78	всех этих	3	5
79	значение в	3	5
80	жизни но	2	5
81	в основе	3	5
82	того чтобы	1	5
83	точки зрения	16	5
84	не могло	5	5
85	только и	4	5
86	могут быть	1	5
87	но все	2	5
88	в пределах	6	5
89	в образе	1	5
90	если бы	4	5
91	романа в	1	5
92	в связи	4	5
93	наряду с	1	5
94	в основном	3	5
95	что в	4	5
96	и другие	1	5
97	и это	2	4
98	мы и	1	4
99	в ней	10	4
100	для других	2	4
101	в своем	11	4
102	конечно не	4	4
103	романа но	1	4
104	время и	1	4
105	и с	8	4
106	в них	3	4
107	том что	1	4
108	в котором	1	4
109	здесь на	1	4
110	в процессе	9	4
111	не имеет	1	4
112	потому что	1	4
113	здесь не	3	4
114	жизнь и	3	4
115	понятно что	1	4
116	могло быть	1	4
117	только в	2	4
118	между этими	1	4
119	в роман	1	4
120	именно как	12	4
121	влияние на	3	4
122	до конца	7	4
123	на этой	1	4
124	пространства и	1	4
125	в той	1	4
126	все это	9	4
127	между собой	1	4
128	кроме того	1	4
129	и для	1	4
130	романе и	1	4
131	вполне понятно	2	4
132	том числе	1	4
133	отношения к	6	3
134	по преимуществу	1	3
135	а как	2	3
136	всего того	1	3
137	мы не	3	3
138	время здесь	1	3
139	всем этим	2	3
140	значение и	3	3
141	по отношению	4	3
142	хотя и	1	3
143	в себе	3	3
144	и те	2	3
145	при этом	5	3
146	вообще не	1	3
147	его в	3	3
148	входит в	6	3
149	и других	3	3
150	с другими	4	3
151	в новое	2	3
152	здесь нет	1	3
153	для них	1	3
154	место и	1	3
155	и уже	1	3
156	между ними	3	3
157	в этих	1	3
158	в отношении	3	3
159	но эта	2	3
160	что было	2	3
161	и разновидности	1	3
162	этими двумя	1	3
163	друг друга	4	3
164	жизни не	2	3
165	этом отношении	1	3
166	не могут	1	3
167	к тому	3	3
168	формы и	5	3
169	что и	2	3
170	во всей	2	3
171	в форме	1	3
172	иногда очень	1	3
173	изолированный человек	1	3
174	один из	3	3
175	романа и	1	3
176	мы видим	1	3
177	одной из	2	3
178	и ее	10	3
179	с одной	4	3
180	со всеми	3	3
181	только на	5	3
182	же в	3	3
183	был бы	1	3
184	в одном	2	3
185	до сих	6	3
186	именно в	8	3
187	что не	1	3
188	более того	3	3
189	с тем	2	3
190	быть только	1	3
191	а не	10	3
192	этим определяются	1	3
193	мира в	2	3
194	на фоне	3	3
195	вместе с	2	3
196	и потому	9	3
197	подхода к	2	3
198	сих пор	6	3
199	этого ряда	1	3
200	или в	1	3
201	еще более	1	3
202	ни к	1	3
203	а в	6	3
204	не знает	1	3
205	сказать что	1	3
206	авантюрного романа	1	3
207	громадное влияние	1	3
208	они не	3	3
209	к этому	1	3
210	во всяком	4	3
211	смысле слова	1	2
212	также и	1	2
213	же как	2	2
214	тех же	2	2
215	всего это	1	2
216	и принципиально	1	2
217	в строгом	2	2
218	той же	1	2
219	на материале	1	2
220	сами же	2	2
221	вопрос о	2	2
222	на себя	1	2
223	они были	2	2
224	же что	1	2
225	очень характерно	1	2
226	и определяется	1	2
227	в широком	3	2
228	в различных	2	2
229	в чем	1	2
230	но конечно	1	2
231	как если	2	2
232	совсем не	1	2
233	а только	2	2
234	не входит	1	2
235	нет и	2	2
236	в истории	4	2
237	для всех	1	2
238	стороны и	4	2
239	с их	1	2
240	и к	4	2
241	дальнейшем развитии	1	2
242	от этого	2	2
243	в этот	1	2
244	ее целом	3	2
245	в целом	6	2
246	в нашем	2	2
247	как бы	6	2
248	как он	1	2
249	широком смысле	1	2
250	как оно	1	2
251	не как	4	2
252	уже не	2	2
253	его от	1	2
254	и по	1	2
255	ясно что	3	2
256	было бы	6	2
257	на почве	13	2
258	с необходимостью	1	2
259	нет в	1	2
260	строгом смысле	2	2
261	мир в	1	2
262	места в	2	2
263	для него	3	2
264	в своей	11	2
265	он должен	3	2
266	с точки	13	2
267	место в	7	2
268	в отличие	1	2
269	но он	1	2
270	друг другу	1	2
271	по себе	5	2
272	раз и	2	2
273	его целом	8	2
274	самого начала	1	2
275	никогда не	4	2
276	это то	1	2
277	в самой	2	2
278	к ней	2	2
279	и является	2	2
280	во всем	2	2
281	мире и	1	2
282	этот образ	2	2
283	точном смысле	1	2
284	все то	1	2
285	есть только	1	2
286	во все	1	2
287	числе и	1	2
288	оно не	4	2
289	правда не	1	2
290	элементы в	1	2
291	этого целого	1	2
292	всего этого	2	2
293	с самого	1	2
294	и иные	1	2
295	если они	1	2
