N	3gram	Bakhtin_KF_1	FransuaR
1	в средние века	1	8
2	в то же	2	6
3	то же время	2	6
4	с точки зрения	9	5
5	жизни и смерти	1	5
6	не может быть	11	4
7	но прежде всего	1	3
8	и во всех	1	3
9	на первом плане	2	3
10	но в то	1	3
11	в его целом	10	3
12	имеем в виду	2	2
13	в значительной степени	1	2
14	и в то	1	2
15	во всяком случае	1	2
16	включает в себя	2	2
17	до конца в	1	1
18	только таким путем	1	1
19	время от времени	1	1
20	потому что в	1	1
21	ровно ничего не	1	1
22	дело в том	1	1
23	не проникает в	5	1
24	по отношению к	22	1
25	в этом последнем	1	1
26	в настоящее время	1	1
27	в том же	1	1
28	как если бы	1	1
29	и ценности все	1	1
30	и та же	1	1
31	но все это	1	1
32	но здесь мы	1	1
33	не подлежит сомнению	1	1
34	свой смысл и	1	1
35	него самого и	1	1
36	связанных с ними	1	1
37	все это в	1	1
38	отношению к ней	1	1
39	в себя момент	1	1
40	и тот же	1	1
41	рождение и смерть	1	1
42	и этот момент	1	1
43	существенную связь с	1	1
44	для него самого	1	1
45	не только от	1	1
46	всех своих моментах	2	1
47	одна и та	1	1
48	его никогда не	1	1
49	не может дать	2	1
50	один и тот	1	1
51	того или иного	3	1
52	во всех своих	3	1
53	но не было	1	1
54	и рядом с	1	1
55	но никто не	1	1
56	на самом деле	3	1
57	готовое и завершенное	1	1
58	будем говорить в	1	1
59	не было конечно	1	1
60	мы будем говорить	1	1
61	но здесь этот	1	1
62	на то что	1	1
63	во второй половине	1	1
64	в большинстве случаев	1	1
65	для того чтобы	1	1
66	в себе в	1	1
67	во всех его	1	1
68	в том что	2	1
69	и в ее	1	1
70	только тогда когда	1	1
71	но ни в	1	1
