N	3gram	Vinokur_Ku_3	Problemy
1	и т п	41	9
2	с точки зрения	16	8
3	до сих пор	8	7
4	по отношению к	2	5
5	сам по себе	3	5
6	то же время	1	5
7	в то же	1	5
8	и не может	1	4
9	в отличие от	2	4
10	сама по себе	2	4
11	не может быть	3	4
12	в самом деле	11	4
13	и т д	8	4
14	в той или	2	3
15	более или менее	2	3
16	можно было бы	10	3
17	к тому же	2	3
18	с другой стороны	3	3
19	той или иной	5	3
20	хотя и не	1	2
21	слово может быть	1	2
22	в этом смысле	1	2
23	как раз и	2	2
24	слова т е	1	2
25	здесь не место	1	2
26	это вовсе не	1	2
27	на этот вопрос	1	2
28	может быть и	1	2
29	по себе еще	1	2
30	тем не менее	9	2
31	в то время	1	2
32	никогда не может	1	2
33	двух точек зрения	1	2
34	но все же	1	2
35	друг от друга	1	2
36	точек зрения и	1	2
37	себе еще не	1	2
38	в этом его	1	1
39	сплошь да рядом	2	1
40	и в поэзии	1	1
41	не с точки	1	1
42	то это вовсе	1	1
43	у пушкина но	1	1
44	а вовсе не	1	1
45	прежде всего в	1	1
46	к учению о	1	1
47	также и в	1	1
48	есть прежде всего	1	1
49	в том числе	2	1
50	то же самое	1	1
51	она знает лишь	1	1
52	по крайней мере	1	1
53	в таком случае	2	1
54	а не как	1	1
55	примеров достаточно все	1	1
56	хотя бы и	1	1
57	что он не	1	1
58	бы то ни	1	1
59	но и в	1	1
60	а может быть	1	1
61	т д но	1	1
62	так далеко что	1	1
63	в собственном смысле	1	1
64	было бы привести	2	1
65	или иной степени	1	1
66	с двух точек	1	1
67	смысле слова и	1	1
68	свою речь в	1	1
69	литературного жанра в	1	1
70	т е в	1	1
71	к другому и	1	1
72	с одной стороны	4	1
73	смысле этого слова	2	1
74	в связи с	4	1
75	слово т е	1	1
76	более интересна что	1	1
77	т е если	1	1
78	то что он	1	1
79	или иной форме	1	1
80	решается в сущности	1	1
81	не должна быть	1	1
82	собственном смысле слова	1	1
83	во всяком случае	1	1
84	строить свою речь	1	1
85	то же слово	1	1
86	т е как	3	1
87	бы не было	1	1
88	самом деле в	1	1
89	о том что	3	1
90	это еще не	1	1
91	ни одного слова	1	1
92	т п так	1	1
93	так и в	3	1
94	само по себе	1	1
95	на самом деле	3	1
96	и не даром	1	1
97	в одном из	1	1
98	этой точки зрения	1	1
99	не только не	1	1
100	т п в	3	1
101	но в этом	1	1
102	сюда же относится	1	1
103	конечно далеко не	1	1
104	как мы видим	1	1
105	они как бы	1	1
106	если бы не	2	1
107	после того как	4	1
108	дают достаточный материал	1	1
109	в том что	8	1
110	тем более интересна	1	1
111	мы увидим что	1	1
