N	3gram	Medvedev_F_2	Narrotol
1	в том что	2	8
2	в данном случае	1	6
3	в отличие от	2	5
4	с одной стороны	1	5
5	тем не менее	1	4
6	в этом отношении	7	3
7	но при этом	1	3
8	того или иного	4	3
9	то же время	5	3
10	в то же	5	3
11	к тому что	2	3
12	особое место в	1	2
13	с точки зрения	7	2
14	на самом деле	3	2
15	но и в	3	2
16	и т п	9	2
17	в той мере	1	2
18	и не может	3	2
19	той мере в	1	2
20	в том как	1	2
21	мере в какой	1	2
22	и тем самым	1	2
23	не может быть	10	2
24	на то чтобы	1	2
25	что иное как	1	1
26	в чем не	1	1
27	прежде всего на	1	1
28	иметь в виду	1	1
29	как бы не	1	1
30	более или менее	1	1
31	в этом последнем	1	1
32	в самом деле	5	1
33	в этом смысле	2	1
34	как раз и	3	1
35	самим собой но	1	1
36	усилия на то	1	1
37	в таком случае	1	1
38	и в то	3	1
39	в зависимости от	3	1
40	не входит в	2	1
41	и так или	1	1
42	процессе перехода от	1	1
43	вследствие того что	1	1
44	на этот вопрос	1	1
45	во всей его	1	1
46	а все остальное	1	1
47	в противном случае	1	1
48	т п все	1	1
49	до сих пор	1	1
50	исследования в области	1	1
51	так или иначе	1	1
52	быть самим собой	1	1
53	однако и здесь	1	1
54	п все эти	1	1
55	и не могли	1	1
56	не в том	3	1
57	в том или	1	1
58	в связи с	10	1
59	то что он	1	1
60	несмотря на свой	1	1
61	не для того	1	1
62	между двумя полюсами	1	1
63	во всяком случае	5	1
64	оно не является	1	1
65	свои усилия на	1	1
66	и в других	1	1
67	есть не что	1	1
68	только в качестве	1	1
69	ни в чем	2	1
70	но они не	1	1
71	по аналогии с	1	1
72	так и в	3	1
73	том что искусство	2	1
74	в большинстве случаев	3	1
75	в том смысле	3	1
76	не что иное	1	1
77	в процессе перехода	1	1
78	для того чтобы	3	1
79	том или ином	1	1
80	но и к	1	1
81	является не только	1	1
82	не в слове	1	1
