N	3gram	Vygotskiy__4	Analitik
1	о том что	10	6
2	в том что	12	6
3	по отношению к	1	4
4	с одной стороны	3	4
5	и в этом	3	4
6	к тому же	2	4
7	подобно тому как	1	3
8	романа в целом	1	3
9	в своем составе	1	3
10	в этом смысле	1	2
11	с точки зрения	4	2
12	в таком случае	1	2
13	в то же	1	2
14	можно было бы	4	2
15	все той же	1	2
16	том или ином	1	2
17	то есть в	1	2
18	а не только	1	2
19	не только в	1	2
20	в том или	1	2
21	с другой стороны	2	2
22	в один голос	1	2
23	то же время	1	2
24	и в самом	2	2
25	в конечном счете	1	2
26	не только не	2	2
27	на то что	6	2
28	что иное как	1	1
29	во второй раз	1	1
30	можно сказать что	1	1
31	сказать что в	2	1
32	на этом фоне	1	1
33	а не все	1	1
34	никак не может	2	1
35	внимание на то	2	1
36	те же самые	2	1
37	начала и конца	1	1
38	что все три	1	1
39	человек и в	1	1
40	сами по себе	3	1
41	самом деле не	1	1
42	которая сама по	1	1
43	в третий раз	1	1
44	во всех этих	2	1
45	и если бы	1	1
46	с равным правом	1	1
47	что она не	1	1
48	в воображении читателя	1	1
49	на этот вопрос	1	1
50	дело только с	1	1
51	одна из них	3	1
52	со всех сторон	1	1
53	с этой точки	1	1
54	только с одним	1	1
55	в противоречие с	1	1
56	всего романа в	1	1
57	мы узнаем о	2	1
58	это не так	1	1
59	до некоторой степени	1	1
60	как и на	1	1
61	так или иначе	1	1
62	в свою очередь	1	1
63	то что все	1	1
64	в мире в	2	1
65	из них не	1	1
66	а то что	1	1
67	в целом ряде	1	1
68	и если он	1	1
69	но если бы	2	1
70	этой точки зрения	1	1
71	только то что	1	1
72	не может быть	1	1
73	так же точно	5	1
74	же самое что	2	1
75	заключается в том	3	1
76	бы это было	1	1
77	как нельзя лучше	1	1
78	как и всякий	1	1
79	ни одна из	1	1
80	не что иное	1	1
81	в самом деле	7	1
82	то что автор	1	1
83	речь идет о	2	1
84	то что она	1	1
85	к тому что	5	1
86	сама по себе	3	1
87	друг с другом	4	1
88	точно так же	3	1
89	как говорит сам	1	1
90	то же самое	6	1
