N	3gram	Tiupa_Anal_2	FransuaR
1	то же время	2	6
2	в то же	2	6
3	в связи с	1	4
4	в отличие от	2	3
5	жизнью и смертью	1	3
6	в одном лице	1	2
7	по отношению к	4	2
8	но и в	1	2
9	в этом отношении	3	2
10	можно было бы	2	2
11	в значительной степени	2	2
12	не может быть	1	2
13	в данном случае	5	2
14	о том что	6	2
15	той или иной	3	2
16	можно сказать что	1	2
17	как и в	3	2
18	что иное как	1	1
19	при встрече с	1	1
20	прежде всего в	1	1
21	в данном контексте	1	1
22	но ведь и	1	1
23	подобно тому как	3	1
24	свидетельствует о том	1	1
25	и всего романа	1	1
26	в этом случае	4	1
27	имеется в виду	1	1
28	как раз и	1	1
29	с точки зрения	2	1
30	хотя бы и	1	1
31	в таких случаях	1	1
32	вместе с ними	1	1
33	в несколько ином	1	1
34	и свободы но	1	1
35	в применении к	1	1
36	не что иное	1	1
37	места и для	1	1
38	и тем же	1	1
39	дело не с	1	1
40	и в этом	4	1
41	не только для	1	1
42	с другой стороны	2	1
43	одним и тем	1	1
44	в свое время	1	1
45	во всех этих	1	1
46	только то что	1	1
47	с одной из	1	1
48	есть не что	1	1
49	между тем как	1	1
50	хотя он и	1	1
51	заключается в том	1	1
52	в свою очередь	1	1
53	но и для	1	1
54	и в самом	2	1
55	но и не	1	1
56	в целом как	1	1
57	тех или иных	2	1
58	мы уже отмечали	1	1
59	в том что	6	1
60	те же самые	1	1
