N	4gram	Trubetskoy_1	Myshleni
1	но вместе с тем	2	4
2	а с другой стороны	1	2
3	указывает на то что	1	2
4	все более и более	1	2
5	или по крайней мере	1	1
6	точно так же как	2	1
7	но тем не менее	1	1
8	и в то же	1	1
9	с психологической точки зрения	1	1
10	в одном и том	1	1
11	в том числе и	4	1
12	с этой точки зрения	2	1
13	в то же время	2	1
14	но и потому что	1	1
15	и в этом отношении	1	1
16	в том виде в	2	1
17	том виде в каком	1	1
18	вместе с тем и	1	1
19	одном и том же	1	1
20	заключает в себе две	1	1
21	не указывает на то	1	1
22	может показаться что учение	1	1
23	в чем именно заключается	1	1
24	с первого взгляда может	1	1
