N	2gram	Tiupa_Lite_3	Psycholo
1	то что	12	32
2	и в	16	31
3	в том	12	30
4	и т	1	26
5	то есть	5	26
6	что в	2	23
7	может быть	12	22
8	при этом	15	19
9	так как	1	18
10	художественного произведения	2	17
11	не может	8	17
12	как и	5	16
13	том что	8	16
14	т п	1	16
15	и не	22	16
16	точки зрения	7	15
17	искусства и	3	15
18	только в	7	14
19	не только	14	13
20	что и	2	13
21	а не	12	13
22	так же	2	12
23	в этом	14	12
24	с таким	1	11
25	в самом	3	11
26	не в	10	11
27	в области	3	11
28	на то	2	10
29	того что	9	10
30	художественное произведение	2	10
31	потому что	3	10
32	самом деле	3	9
33	искусства в	1	9
34	по себе	2	9
35	искусство как	2	9
36	как в	5	9
37	произведение искусства	6	8
38	всякий раз	2	8
39	никогда не	4	8
40	вместе с	5	8
41	все это	1	8
42	том чтобы	2	7
43	сказать что	1	7
44	того чтобы	2	7
45	и его	6	7
46	о том	6	7
47	есть в	1	7
48	тому как	3	7
49	что он	5	7
50	искусство есть	1	6
51	очевидно что	1	6
52	отнюдь не	3	6
53	для того	2	6
54	было бы	2	6
55	если бы	2	6
56	в его	6	6
57	вслед за	3	6
58	вовсе не	1	6
59	и даже	2	6
60	одной стороны	4	6
61	до конца	4	6
62	а в	5	6
63	в психологии	1	6
64	художественного творчества	2	6
65	и есть	1	5
66	то же	9	5
67	х годов	15	5
68	в ее	5	5
69	с одной	4	5
70	в целом	5	5
71	подобно тому	2	5
72	несмотря на	2	5
73	она не	1	5
74	в то	9	5
75	тогда когда	1	5
76	в процессе	1	5
77	с и	1	5
78	как будто	4	5
79	для нас	1	5
80	с другой	6	5
81	так что	1	5
82	был бы	1	5
83	совершенно не	3	5
84	как бы	8	5
85	этой точки	1	5
86	все же	2	5
87	и для	4	5
88	и все	1	5
89	другой стороны	2	5
90	в котором	1	4
91	совпадает с	1	4
92	в виду	1	4
93	искусства есть	1	4
94	столь же	1	4
95	у него	1	4
96	со всеми	2	4
97	отличие от	5	4
98	искусство и	1	4
99	в себе	6	4
100	и если	4	4
101	по существу	4	4
102	в совершенно	2	4
103	от себя	2	4
104	что я	5	4
105	тому что	1	4
106	у нас	2	4
107	к тому	6	4
108	со стороны	7	4
109	прежде всего	3	4
110	между тем	3	4
111	искусства с	1	4
112	все время	3	4
113	один из	2	4
114	для всех	1	4
115	и у	1	4
116	там где	3	4
117	как это	3	4
118	с этой	2	4
119	и о	1	4
120	искусства как	1	4
121	в этих	1	4
122	в искусстве	1	4
123	в своих	2	4
124	к этому	2	4
125	например в	3	3
126	искусство начинается	1	3
127	это и	1	3
128	что эти	1	3
129	той же	3	3
130	вопрос о	2	3
131	эпохи в	1	3
132	но не	4	3
133	конечном счете	1	3
134	с этим	1	3
135	стороны и	2	3
136	в художественном	1	3
137	в своем	1	3
138	хотя и	4	3
139	что по	1	3
140	и к	3	3
141	но в	3	3
142	уже в	1	3
143	у каждого	1	3
144	в этой	8	3
145	им в	2	3
146	тому же	5	3
147	состоит в	6	3
148	в силу	1	3
149	и вот	2	3
150	в каждом	1	3
151	и личного	1	3
152	с тем	1	3
153	в слове	3	3
154	в своей	7	3
