N	2gram	Propp_Morf_1	Problemy
1	и в	13	35
2	как бы	3	31
3	и не	12	27
4	что он	4	24
5	в его	1	21
6	но в	2	19
7	как и	3	18
8	не может	14	18
9	то же	7	15
10	и все	1	15
11	в сущности	3	14
12	в этом	14	14
13	и его	1	14
14	для него	1	14
15	может быть	52	14
16	но и	4	14
17	он не	3	13
18	к нему	3	13
19	с другим	1	13
20	и с	1	12
21	в другом	2	12
22	прежде всего	9	12
23	и к	4	12
24	в пределах	3	11
25	в то	3	11
26	самом деле	4	10
27	не только	4	10
28	не в	3	10
29	то что	8	10
30	на самом	4	9
31	мы уже	1	8
32	все же	7	8
33	к герою	3	8
34	самого начала	1	8
35	как мы	6	8
36	с самого	1	8
37	так и	6	8
38	себя и	2	8
39	и для	2	8
40	потому что	3	8
41	еще не	3	7
42	с его	2	7
43	и наконец	1	7
44	там где	5	7
45	таким образом	21	7
46	в виде	2	7
47	вовсе не	4	7
48	так же	3	7
49	что же	2	7
50	точки зрения	2	7
51	а в	7	7
52	отношению к	4	7
53	и на	1	6
54	он сам	1	6
55	но не	4	6
56	по отношению	4	6
57	отношение к	1	6
58	что они	2	6
59	в каждом	1	6
60	к тому	4	6
61	в одном	1	6
62	и что	2	6
63	только в	2	6
64	стремится к	1	6
65	но это	6	6
66	от него	1	6
67	не знает	1	6
68	что в	8	6
69	и то	1	5
70	как в	3	5
71	в себе	1	5
72	даже в	1	5
73	во время	6	5
74	на него	3	5
75	в глаза	2	5
76	в том	6	5
77	с ними	1	5
78	так что	1	5
79	и даже	1	5
80	героя в	4	5
81	ведь и	1	4
82	так чтобы	1	4
83	в чем	1	4
84	та же	2	4
85	что это	1	4
86	но на	1	4
87	на его	4	4
88	и вот	1	4
89	друг с	1	4
90	он старается	2	4
91	но все	3	4
92	же не	1	4
93	его в	2	4
94	переходим к	1	4
95	в них	1	4
96	в своей	1	4
97	но он	1	4
98	ивана в	3	4
99	меня не	1	4
100	во всем	1	4
101	как раз	1	4
102	как будто	2	4
103	еще в	1	4
104	он говорил	1	4
105	между тем	5	4
106	которым он	1	4
107	и у	1	4
108	только на	1	4
109	всяком случае	2	4
110	так как	16	4
111	у него	1	4
112	тем что	4	4
113	с другой	8	4
114	с другом	1	4
115	что не	1	4
116	а не	11	4
117	но как	2	4
118	по своему	2	4
119	вот как	1	4
120	в той	1	4
121	во всяком	2	4
122	как его	1	3
123	это и	2	3
124	высшей степени	1	3
125	говорить о	3	3
126	и со	1	3
127	в виду	1	3
128	бы то	3	3
