N	3gram	Vygotskiy__1	VLabPisa
1	и т д	1	15
2	в этом отношении	4	13
3	с другой стороны	9	8
4	не может быть	5	8
5	по отношению к	7	7
6	в зависимости от	2	5
7	то же время	2	5
8	в конечном счете	1	5
9	в то же	2	5
10	можно сказать что	4	4
11	в том что	15	4
12	в силу этого	3	3
13	и в то	1	3
14	вместе с тем	5	3
15	вот что говорит	1	3
16	бы и не	1	3
17	в этой области	1	3
18	мы видели что	1	3
19	большей или меньшей	1	3
20	о том что	6	3
21	в одном из	2	3
22	хотя бы в	1	3
23	к тому что	3	3
24	в другом месте	6	2
25	одной стороны и	1	2
26	в чем же	1	2
27	в том числе	1	2
28	до сих пор	4	2
29	только то что	1	2
30	можно было бы	3	2
31	и не может	1	2
32	одном и том	1	2
33	по крайней мере	1	2
34	в том чтобы	3	2
35	с одной стороны	8	2
36	в конце концов	1	2
37	и том же	1	2
38	в результате чего	1	2
39	во всяком случае	3	2
40	этой точки зрения	1	2
41	от того что	2	2
42	не только не	1	2
43	том числе и	1	2
44	для того чтобы	15	2
45	и главным образом	1	2
46	если бы он	2	1
47	исследования не только	1	1
48	решение этой проблемы	1	1
49	на этот вопрос	2	1
50	хотя и не	1	1
51	какой мере не	1	1
52	другой стороны в	1	1
53	не удивительно поэтому	1	1
54	к этому же	1	1
55	в какой мере	2	1
56	если можно так	1	1
57	то время как	4	1
58	что перед нами	2	1
59	в самом деле	2	1
60	в этом смысле	1	1
61	не является столь	1	1
62	в соответствии с	1	1
63	в том же	1	1
64	в силу того	1	1
65	же как и	4	1
66	в свете этих	1	1
67	с этой точки	1	1
68	как и все	1	1
69	именно в этом	2	1
70	для очень многих	1	1
71	в одном и	1	1
72	сама по себе	1	1
73	что он не	1	1
74	но и в	1	1
75	то что в	1	1
76	кроме того что	1	1
77	когда он в	1	1
78	в любой области	1	1
79	по себе в	1	1
80	как если бы	2	1
81	одно и то	2	1
82	ни в какой	2	1
83	ту или иную	1	1
84	обе эти крайности	1	1
85	в целом и	5	1
86	мышления в его	1	1
87	приводит к тому	2	1
88	том что мы	1	1
89	в ту же	1	1
90	того что мы	1	1
91	должно быть названо	1	1
92	в данном случае	2	1
93	не только в	1	1
94	таким образом и	2	1
95	и не быть	1	1
96	от до с	1	1
97	то же самое	3	1
98	и то же	2	1
99	так же как	5	1
100	это как мы	1	1
101	по сравнению с	5	1
102	хотя бы с	1	1
103	но вместе с	4	1
104	ответ на этот	2	1
105	что говорит он	1	1
106	в качестве общего	1	1
107	все то что	1	1
108	с другой мы	1	1
109	между этими двумя	2	1
110	от всей полноты	1	1
111	а вместе с	1	1
112	исследованию таким образом	1	1
113	в то время	5	1
114	и вместе с	1	1
115	в свою очередь	3	1
116	и никогда не	1	1
117	образом потому что	1	1
118	образом связана с	1	1
119	может быть выражена	2	1
120	между тем это	1	1
121	той или иной	1	1
122	и слова и	1	1
123	удивительно поэтому что	1	1
124	можно так выразиться	1	1
125	что в процессе	1	1
126	именно в силу	1	1
127	чем же заключается	1	1
128	в своих опытах	1	1
129	мы только что	2	1
130	в результате этого	1	1
131	главным образом потому	1	1
132	только тогда когда	2	1
133	могло бы и	1	1
134	заключает в себе	1	1
