N	2gram	Potebnia_M_1	Komedia
1	и в	39	26
2	в г	2	17
3	едва ли	1	14
4	и не	18	14
5	и его	5	12
6	к тому	4	12
7	так и	13	12
8	может быть	27	11
9	в том	26	11
10	в этом	15	10
11	но и	20	10
12	столь же	3	9
13	том что	16	9
14	если бы	14	9
15	вместе с	8	9
16	что в	22	9
17	было бы	12	8
18	и на	1	7
19	не только	21	7
20	на себя	1	7
21	что и	6	7
22	из них	1	7
23	еще не	6	6
24	в своем	3	6
25	о том	2	6
26	в нем	20	6
27	iii в	1	6
28	таким образом	13	6
29	в то	4	6
30	того чтобы	2	6
31	потому что	52	6
32	во время	1	6
33	то что	10	6
34	в которой	2	5
35	с его	1	5
36	что он	1	5
37	так что	16	5
38	в истории	7	5
39	независимо от	6	5
40	с этим	7	5
41	для того	3	5
42	ни в	1	5
43	на основании	2	5
44	с тем	5	5
45	и с	3	5
46	один из	1	5
47	к этому	1	5
48	б и	2	4
49	уже в	1	4
50	более чем	1	4
51	хотя и	3	4
52	в самом	3	4
53	что это	3	4
54	в целом	2	4
55	из этих	4	4
56	с их	1	4
57	это было	1	4
58	в них	3	4
59	как и	9	4
60	в этих	7	4
61	тому что	3	4
62	не менее	6	4
63	не по	4	4
64	с и	3	4
65	это слово	1	4
66	как будто	2	4
67	как мы	2	4
68	что у	1	4
69	можно было	1	4
70	еще в	1	4
71	его в	1	4
72	между тем	5	4
73	в его	5	4
74	только в	25	4
75	же в	2	4
76	в начале	2	4
77	так как	21	4
78	у него	1	4
79	на этот	2	4
80	что для	3	4
81	прежде всего	4	4
82	о его	2	4
83	все же	6	4
84	и для	5	4
85	и от	3	4
86	точки зрения	8	4
87	например в	1	3
88	в котором	1	3
89	то же	6	3
90	в их	2	3
91	той же	3	3
92	вопрос о	4	3
93	похожи на	1	3
94	того же	3	3
95	в ней	7	3
96	что его	1	3
97	во всех	5	3
98	но не	8	3
99	по отношению	13	3
100	как в	10	3
101	что касается	1	3
102	но в	9	3
103	в этой	3	3
104	как он	1	3
105	друг другу	3	3
106	но все	2	3
107	в каждом	4	3
108	могла бы	2	3
109	при всем	1	3
110	но если	2	3
111	не имеет	5	3
112	того как	6	3
113	в самой	3	3
114	же время	4	3
115	связи с	3	3
116	что на	6	3
117	то время	1	3
118	в образе	1	3
119	из произведений	1	3
120	к нему	1	3
121	тех пор	1	3
122	дело с	1	3
123	к их	1	3
124	себя в	1	3
125	для всех	5	3
126	ответ на	1	3
127	и их	3	3
128	никто не	3	3
129	представить себе	3	3
130	друг друга	5	3
131	мы можем	2	3
132	тем что	9	3
133	не было	4	3
134	в связи	1	3
135	в тех	1	3
136	отношению к	13	3
137	да и	1	3
138	с этой	2	3
139	все это	1	3
140	или в	2	3
141	для нас	9	3
142	а в	5	3
143	в своей	3	3
144	ко времени	1	3
145	жизни и	2	3
146	того времени	1	3
147	по поводу	3	3
148	не может	22	3
149	и т	6	2
150	одним из	2	2
151	а из	1	2
152	только потому	3	2
153	и есть	2	2
154	в первом	5	2
155	из его	1	2
156	бы искать	1	2
157	мы имеем	1	2
158	мы не	10	2
159	не вполне	1	2
160	то это	5	2
161	в виду	2	2
162	есть для	2	2
163	бы то	2	2
164	в ее	1	2
165	и другие	1	2
166	если в	1	2
167	в одной	1	2
168	что именно	2	2
169	что по	3	2
170	самом начале	1	2
171	в действительности	4	2
172	от этого	1	2
173	и хотя	1	2
174	то ли	1	2
175	сказать о	1	2
176	в нашем	1	2
177	по которым	1	2
178	ни одна	2	2
179	роль в	1	2
180	и если	2	2
181	что она	1	2
182	не следует	5	2
183	после этого	2	2
184	он не	3	2
185	что ни	1	2
186	на этом	1	2
187	то ни	3	2
188	же не	1	2
189	в глазах	3	2
190	это не	7	2
191	этом смысле	4	2
192	не всегда	1	2
193	чем в	2	2
194	в развитии	1	2
195	в один	2	2
196	когда в	3	2
197	не более	4	2
198	в следующем	1	2
199	всяком случае	1	2
200	признать что	1	2
201	не в	15	2
202	однако в	4	2
203	вовсе не	5	2
204	даже в	1	2
205	начинает с	1	2
206	в одном	8	2
207	в духе	1	2
