N	4gram	Bakhtin_Pr_5	Problemy
1	в то же время	10	5
2	в той или иной	4	3
3	на чужое слово и	1	3
4	ведь и сам знаю	1	3
5	но в то же	4	3
6	и сам знаю что	2	3
7	я ведь и сам	1	3
8	ну чудо и странность	1	2
9	положим они близнецы но	1	2
10	чудаками смотрели даже из	1	2
11	там это все из	1	2
12	мы уже говорили что	3	2
13	известно что знаменитый суворов	1	2
14	в пределах одного разложившегося	2	2
15	впрочем что ж полководцы?	1	2
16	можно было бы развернуть	1	2
17	истории известно что знаменитый	1	2
18	они близнецы но ведь	1	2
19	оглядки на чужое слово	1	2
20	ну да он там	1	2
21	даже из истории известно	1	2
22	пределах одного разложившегося сознания	2	2
23	суворов пел петухом ну	1	2
24	сиамских-то? положим они близнецы	1	2
25	люди подчас чудаками смотрели	1	2
26	он сам по себе	1	2
27	и великие полководцы да	1	2
28	одно и то же	3	2
29	политики и великие полководцы	1	2
30	сиамские близнецы ну да	1	2
31	да он там это	1	2
32	чудо и странность там	1	2
33	увидит что так тому	1	2
34	голосов в пределах одного	2	2
35	в то время как	1	2
36	ну да зачем их	1	2
37	так тому и следует	1	2
38	да впрочем что ж	1	2
39	идешь совершить подвиг добродетели	2	2
40	виллель выжидал да что	2	2
41	другого в слове другого	2	2
42	одна и та же	2	2
43	великие люди подчас чудаками	1	2
44	это все из политики	1	2
45	все из политики и	1	2
46	странность там говорят что	1	2
47	близнецы но ведь и	1	2
48	полководцы да впрочем что	1	2
49	с тобой яков петрович	2	2
50	сам виллель выжидал да	2	2
51	и странность там говорят	1	2
52	из политики и великие	1	2
53	зачем их сиамских-то? положим	1	2
54	пел петухом ну да	1	2
55	да что тут виллель	2	2
56	голосов в одном слове	1	2
57	ведь и великие люди	1	2
58	не удастся держись а	2	2
59	их сиамских-то? положим они	1	2
60	удастся держись а удастся	2	2
61	да зачем их сиамских-то?	1	2
62	петухом ну да он	1	2
63	близнецы ну да зачем	1	2
64	тому и следует быть	1	2
65	он там это все	1	2
66	ты идешь совершить подвиг	2	2
67	там говорят что сиамские	1	2
68	говорят что сиамские близнецы	1	2
69	знаменитый суворов пел петухом	1	2
70	и великие люди подчас	1	2
71	выжидал да что тут	2	2
72	смотрели даже из истории	1	2
73	подчас чудаками смотрели даже	1	2
74	что знаменитый суворов пел	1	2
75	но ведь и великие	1	2
76	что так тому и	1	2
77	из истории известно что	1	2
78	великие полководцы да впрочем	1	2
79	и сам виллель выжидал	2	2
80	держись а удастся крепись	2	2
81	что сиамские близнецы ну	1	2
82	рыба с водой как	1	1
83	событие именно неудачное сватовство	1	1
84	выделения их кавычками нет	1	1
85	в основе интриги лежит	1	1
86	исподволь чужое слово постепенно	1	1
87	но эти слова интонируются	1	1
88	в сущности не чужда	1	1
89	же зыбкими границами между	1	1
90	сторонись от них всех	1	1
91	за живое и провоцировать	1	1
92	быть и он то	1	1
93	ему шалишь братец яков	1	1
94	меняются предательский двойник усвояет	1	1
95	той или иной форме	2	1
96	тебя осудят лишь нравственно	1	1
97	построить всю повесть на	1	1
98	пределы монологического материала в	1	1
99	явления совершенно аналогичные разобранным	1	1
100	границами между рассказом и	1	1
101	вверяйся ведь я тебя	1	1
102	и слово рассказа в	1	1
103	привести еще очень много	1	1
104	в виде ненормально повышенного	1	1
105	каждого героя достоевского а	1	1
106	голоса на которые разложились	1	1
107	приду я очень хорошо	1	1
108	но почему не поставить	1	1
109	вот умер смердяков повесился	1	1
110	водой как братья родные	1	1
111	но тем не менее	1	1
112	и что он диалогически	1	1
113	петрович будем жить как	1	1
114	пробрался наконец в зал	1	1
115	слово постепенно и вкрадчиво	1	1
116	героя рассказ пестрит словами	1	1
117	поступок каждый жест каждое	1	1
118	самое может быть он-то	1	1
119	и не веришь вот	1	1
120	уверенность и самодостаточность новое	1	1
121	на вернейший эффект но	1	1
122	кроме голядкина и его	1	1
123	в двух разных тональностях	1	1
124	приходит пусть говорит ты	1	1
125	имя виллеля появляется в	1	1
126	тоже ведь может войти	1	1
127	заменить себе самому другого	1	1
128	действительно распавшиеся реплики внутреннего	1	1
129	с уверенностью взвешивая слова	1	1
130	которая всецело развертывается в	1	1
131	я сам ее делаю	1	1
132	выходящего за пределы самосознания	1	1
133	равноправных ему героев получается	1	1
134	и мучает вот отчего	1	1
135	беспокойством с крайним беспокойством	1	1
136	смердяков повесился ну и	1	1
137	но пока эти голоса	1	1
138	и похвалят но вот	1	1
139	слово о себе героя	1	1
140	глазу на глаз в	1	1
141	к кларе олсуфьевне и	1	1
142	рассказа взятая здесь в	1	1
143	таких сложных взаимоотношениях друг	1	1
144	наущению убил отца это	1	1
145	другими заменить себе самому	1	1
146	правда все здесь глубже	1	1
147	но только здесь роли	1	1
148	раньше заменив слова он	1	1
149	здесь настолько тесно что	1	1
150	не на бале но	1	1
151	утрируя его ласковую фамильярность	1	1
152	на голядка ты этакой	1	1
153	только себе и своему	1	1
154	произойдет лишь в романах	1	1
155	из рассказа в душу	1	1
156	он заставляет своих героев	1	1
157	выделил вероятно только поговорку	1	1
158	двойник усвояет себе тон	1	1
159	формально рассказ обращен к	1	1
160	приводит к себе двойника	1	1
161	теперь-то одному поверит? а	1	1
162	таких вопросов кто смеет	1	1
163	целью идет дорогу мою	1	1
164	диалогически обращен к герою	2	1
165	поразительно удачно дан переход	1	1
166	нет основания часть рассказа	1	1
167	с досадным тоскливым нетерпением	1	1
168	хотя формально рассказ обращен	1	1
169	и отвечают ему во	1	1
170	слов и тонов он	1	1
171	иной раз подчеркивая тождество	1	1
172	фортепьяно и очень долго	1	1
173	подвиг добродетели а в	1	1
174	для тебя яков петрович	1	1
175	реальный голос еще не	1	1
176	люди о его обстоятельствах	1	1
177	нужно одним голосом правда	1	1
178	свой тон и свой	2	1
179	что дают достаточный материал	1	1
180	голядкину но дан с	1	1
181	аналогичны приведенным выше фразам	1	1
182	кажется что слова голядкина	1	1
183	подростка которую мы приводим	1	1
184	в себе реплику героя	1	1
185	на глаз в кофейной	1	1
186	ивана было лишь в	1	1
187	этот раз как бы	1	1
188	безакцентным придаточным предложением оговорка	1	1
189	вы яков петрович заметить	1	1
190	и отчасти с укоризной	1	1
191	в кругу одного сознания	1	1
192	сдающийся этому чужому слову	1	1
193	и решается этот вопрос	1	1
194	идеологическом наполнении здесь решается	1	1
195	вышли за пределы монологического	1	1
196	реально не представлен ибо	1	1
197	нашу схему нас интересует	1	1
198	интриги и позволяют построить	1	1
199	него чужое слово приведем	1	1
200	же и иезуиты как-то	1	1
201	выжидает теперь тихомолочки и	1	1
202	в каждом слове перебой	1	1
203	и ведет себя как	1	1
204	право что захочет то	1	1
205	отца что лакей по	1	1
206	него и тою основою	1	1
207	будем жить как рыба	1	1
208	глаз в кофейной дескать	1	1
209	в голове господина голядкина	1	1
210	как братья родные мы	1	1
211	меняют свой тон и	1	1
212	слово свою установку свой	1	1
213	его двойником развивается как	1	1
214	выжидает ее ровно два	1	1
215	робко с досадным тоскливым	1	1
216	приведем непосредственно следующий за	1	1
217	всецело развертывается в пределах	1	1
218	внутреннего диалога две смежные	1	1
219	образом как сплошной внутренний	1	1
220	уличат смердякова и сошлют	1	1
221	распавшиеся реплики внутреннего диалога	1	1
222	как реплики внутреннего диалога	1	1
223	почему не поставить кавычки	1	1
224	другого главное для него	1	1
225	между словами ивана и	1	1
226	повести сам иной раз	1	1
227	идею свое собственное слово	1	1
228	другого голядкин разыгрывает независимого	1	1
229	и развитием второго голоса	1	1
230	и далеко намекающей улыбкой	1	1
231	бы взял сюжет из	1	1
232	если б я сочинял	1	1
233	весьма правдивой повести нашей	1	1
234	пародия или как издевка	1	1
235	материал для целой интриги	1	1
236	развернуть в форме диалога	1	1
237	тона какие уже не	1	1
238	на бал к олсуфию	1	1
239	одних уст в другие	1	1
240	событийное но в то	1	1
241	петрович я готов переулочком	1	1
242	сошлют в каторгу что	1	1
243	был не интригант и	1	1
244	голядкиным сдающимся когда голядкин	1	1
245	он так себе он	1	1
246	бы привести еще очень	1	1
