N	2gram	Bakhtin_sl_2	Dialekti
1	и не	22	30
2	по себе	5	25
3	и т	35	21
4	т д	2	19
5	и в	39	18
6	точки зрения	8	17
7	ничего не	1	17
8	может быть	37	17
9	и есть	1	16
10	в нем	19	16
11	ни в	4	15
12	а не	14	14
13	не только	24	13
14	и даже	7	13
15	то что	2	13
16	что в	3	13
17	в этом	16	12
18	с точки	3	12
19	и что	1	12
20	не может	20	12
21	в себе	2	11
22	что он	2	11
23	так как	4	11
24	как бы	7	11
25	все это	16	11
26	то же	4	10
27	несмотря на	1	10
28	что такое	1	10
29	прежде всего	8	10
30	сказать что	3	10
31	отнюдь не	1	9
32	так и	15	9
33	это не	5	9
34	том что	5	9
35	никогда не	7	9
36	в том	5	9
37	сама по	3	8
38	но это	3	8
39	к нему	3	8
40	также и	2	7
41	и как	3	7
42	что она	1	7
43	что не	1	7
44	той или	5	7
45	мы находим	1	7
46	вовсе не	10	7
47	не просто	1	7
48	но и	21	7
49	его не	4	6
50	хотя бы	3	6
51	в чем	3	6
52	но в	6	6
53	с другой	5	6
54	нем есть	1	6
55	не в	9	6
56	она не	6	6
57	в то	4	6
58	и образ	2	6
59	с ним	7	6
60	никак не	1	6
61	можно сказать	1	6
62	не было	2	6
63	да и	1	6
64	и ни	2	6
65	говорить о	3	5
66	отношение к	4	5
67	в своем	6	5
68	все же	6	5
69	на то	1	5
70	и с	9	5
71	что оно	4	5
72	в этих	7	5
73	в отношении	4	5
74	в виду	1	5
75	в дальнейшем	2	5
76	не с	3	5
77	он сам	1	5
78	в особенности	3	5
79	говорит о	1	5
80	а в	4	5
81	это и	2	4
82	мы говорим	1	4
83	как он	2	4
84	одно и	1	4
85	об этом	1	4
86	но лишь	2	4
87	нисколько не	1	4
88	смысл и	2	4
89	и более	2	4
90	и притом	1	4
91	у пушкина	1	4
92	только и	2	4
93	же время	4	4
94	не о	1	4
95	к ней	2	4
96	как мы	7	4
97	о том	2	4
98	от него	5	4
99	и об	1	4
100	быть и	3	4
101	но не	6	4
102	с какой	1	4
103	в конце	1	4
104	мы можем	1	4
105	как раз	1	4
106	как это	3	4
107	в символе	1	4
108	хотя и	2	4
109	может и	2	4
110	другой стороны	1	4
111	во всяком	3	4
112	нем нет	1	3
113	отношения к	4	3
114	должна быть	3	3
115	есть не	1	3
116	но она	2	3
117	в ней	3	3
118	мысли и	1	3
119	все равно	1	3
120	если она	3	3
121	стороны и	3	3
122	более или	2	3
123	конечно не	5	3
124	но эта	2	3
125	в самом	1	3
126	та же	1	3
127	и идея	1	3
128	он не	2	3
129	всех этих	4	3
130	и еще	1	3
131	не значит	1	3
132	но все	5	3
133	в них	6	3
134	всегда и	1	3
135	должно быть	1	3
136	или менее	2	3
137	в их	2	3
138	точку зрения	3	3
139	при условии	1	3
140	даже в	2	3
141	на себе	1	3
142	в основе	4	3
143	случае не	1	3
144	иметь в	1	3
145	а лишь	2	3
146	в сознании	1	3
147	только с	2	3
148	могут быть	7	3
149	и всех	1	3
150	утверждать что	1	3
151	и о	1	3
152	сознания и	1	3
153	чтобы понять	1	3
154	нуждается в	2	3
155	что и	3	3
156	может иметь	3	3
157	один из	5	3
158	только в	5	3
159	только на	1	3
160	даже и	4	3
161	или иной	5	3
162	даже не	1	3
163	точек зрения	3	3
164	и потому	7	3
165	в данном	2	3
166	в его	7	3
167	быть очень	3	3
168	тех или	1	3
169	не является	1	3
170	и все	5	3
171	или нет	1	3
172	еще более	2	3
173	и смысл	1	3
174	отношении к	4	3
175	жизни и	6	3
176	гораздо более	1	3
177	можно говорить	2	2
178	что уже	1	2
179	почти все	2	2
180	и говорить	1	2
181	не нужно	1	2
182	быть в	1	2
183	как один	1	2
184	как таковая	1	2
185	то мы	1	2
186	но конечно	1	2
187	друг к	1	2
188	но как	2	2
189	точка зрения	2	2
190	с этим	2	2
191	что как	1	2
192	бы и	3	2
193	не был	2	2
194	все эти	6	2
195	к самому	1	2
196	говорят о	1	2
197	дальше и	1	2
198	связанные с	4	2
199	а просто	2	2
200	в виде	2	2
201	на этом	3	2
202	в каждом	1	2
203	все дальше	1	2
204	и философии	1	2
205	что мир	1	2
206	и может	1	2
207	в мире	1	2
208	к другу	1	2
209	это было	1	2
210	с другими	4	2
211	чаще всего	1	2
212	но уже	1	2
213	как и	6	2
214	до сих	2	2
215	и при	2	2
216	в своей	1	2
217	то он	1	2
218	всяком случае	2	2
219	себе а	1	2
220	во всем	4	2
221	свой смысл	2	2
222	в корне	1	2
223	и от	3	2
224	ко всему	1	2
225	вещей и	1	2
226	для нее	1	2
227	не знает	2	2
228	можем сказать	1	2
229	не менее	4	2
230	как о	2	2
231	дело не	1	2
232	к ним	1	2
233	очень мало	1	2
234	же он	1	2
235	этом отношении	3	2
236	нет ни	1	2
237	как только	1	2
238	отличается от	2	2
239	и это	1	2
240	о которых	1	2
241	самого по	1	2
242	как не	1	2
243	на нем	2	2
244	другими словами	1	2
245	и образа	1	2
246	и кажущегося	1	2
247	как с	2	2
248	в другом	2	2
249	мог бы	1	2
250	или на	2	2
251	речь как	1	2
252	что под	1	2
253	для этого	4	2
254	это может	1	2
255	для того	2	2
256	и следовательно	1	2
257	в него	7	2
258	не зная	1	2
259	того что	1	2
260	с ними	5	2
261	мы увидим	2	2
262	поэтому и	4	2
263	с одной	5	2
264	в качестве	1	2
265	же и	2	2
266	уже не	5	2
267	но есть	1	2
268	для него	7	2
269	и их	5	2
270	т п	33	2
271	с простой	1	2
272	именно как	2	2
273	на внутреннее	1	2
274	как у	1	2
275	именно в	2	2
276	здесь в	3	2
277	с той	1	2
278	стать на	1	2
279	стремится к	3	2
280	только как	1	2
281	в частности	1	2
282	как в	13	2
283	одной стороны	5	2
284	и существуют	1	2
285	зрения так	1	2
286	еще не	7	2
287	как например	2	2
288	такой же	1	2
289	сих пор	2	2
290	она ни	1	2
291	и для	5	2
292	просто не	2	2
293	ни к	2	2
