N	2gram	Medvedev_V_1	Myshleni
1	и в	2	25
2	в том	2	23
3	том что	2	20
4	в этом	1	14
5	так как	1	12
6	только в	1	10
7	и не	1	10
8	речи и	1	8
9	столь же	1	7
10	потому что	1	6
11	все это	1	6
12	но это	1	5
13	и т.д	1	5
14	именно в	1	5
15	что слово	1	4
16	в частности	1	4
17	в самом	1	3
18	в которых	1	3
19	к этому	1	3
20	и то	1	2
21	то же	1	2
22	главным образом	1	2
23	и его	1	2
24	совершенно ясно	1	2
25	ясно что	1	2
26	и только	1	2
27	все время	1	2
28	и заключается	1	2
29	и том	1	2
30	этом и	1	2
31	говоря о	1	1
32	бы уже	1	1
33	и зависят	1	1
34	одном и	1	1
35	без учета	1	1
36	говорили в	1	1
37	по существу	1	1
38	значительной степени	1	1
39	для них	1	1
40	том же	1	1
41	и почти	1	1
42	зависят от	1	1
43	от общего	1	1
44	стр и	1	1
45	в другом	1	1
46	сводится к	1	1
47	другом месте	1	1
48	в значительной	1	1
49	на одном	1	1
50	а только	1	1
51	в конце	2	1
52	и стоит	1	1
53	не играет	1	1
54	чем к	1	1
55	да и	1	1
56	слово вещь	1	1
57	деле как	1	1
58	конце концов	2	1
59	хотя бы	1	1
60	по поводу	1	1
