N	2gram	Losev_Vlad_2	Psycholo
1	то что	20	37
2	и в	30	30
3	в том	18	27
4	что в	12	24
5	и что	5	23
6	потому что	9	23
7	том что	12	21
8	того чтобы	2	20
9	таким образом	3	20
10	для того	2	20
11	как бы	5	19
12	на то	2	17
13	что он	13	17
14	не только	12	16
15	и мы	4	16
16	если мы	1	16
17	в этом	20	14
18	в самом	2	14
19	то есть	7	13
20	как раз	1	13
21	так же	4	13
22	в сущности	2	12
23	вместе с	8	12
24	может быть	7	11
25	если бы	1	11
26	что мы	1	11
27	о том	4	10
28	и то	5	9
29	никогда не	7	9
30	так как	5	9
31	для этого	1	9
32	не может	9	9
33	сказать что	11	9
34	мы увидим	1	9
35	самом деле	1	8
36	мы имеем	1	8
37	что это	4	8
38	при этом	5	8
39	заключается в	2	8
40	с тем	2	8
41	не в	9	8
42	к тому	2	8
43	и это	3	8
44	того что	5	8
45	а не	7	8
46	и т	1	7
47	то же	4	7
48	но не	3	7
49	все же	9	7
50	и как	3	7
51	в нем	4	7
52	точки зрения	7	7
53	по себе	5	7
54	совершенно ясно	1	7
55	этих двух	1	7
56	как это	7	7
57	мы уже	2	6
58	что если	2	6
59	в своем	8	6
60	и если	4	6
61	что она	1	6
62	на этом	2	6
63	что все	1	6
64	ясно что	1	6
65	как и	5	6
66	никак не	3	6
67	что с	1	6
68	и его	6	6
69	как будто	2	6
70	когда мы	3	6
71	и здесь	1	6
72	и тем	1	6
73	уже в	3	6
74	тем что	1	6
75	но и	8	6
76	именно в	4	6
77	мы все	1	6
78	и не	18	6
79	и для	3	6
80	жизни и	6	6
81	и есть	2	5
82	еще не	1	5
83	по этому	1	5
84	что они	1	5
85	что именно	1	5
86	когда он	1	5
87	в себе	6	5
88	в целом	4	5
89	в этой	4	5
90	было бы	9	5
91	рядом с	1	5
92	во внимание	1	5
93	несмотря на	4	5
94	сих пор	1	5
95	с и	2	5
96	только не	1	5
97	как мы	11	5
98	но в	8	5
99	сводится к	1	5
100	в двух	2	5
101	дело с	1	5
102	только в	6	5
103	до сих	1	5
104	и потому	2	5
105	чувства и	1	5
106	обратиться к	1	5
107	в своих	2	5
108	то это	4	4
109	в виду	2	4
110	в ней	4	4
111	как говорит	1	4
112	и к	6	4
113	есть не	1	4
114	в них	3	4
115	в своей	5	4
116	не могли	3	4
117	казалось бы	2	4
118	у нас	6	4
119	и совершенно	1	4
120	этому поводу	1	4
121	в его	11	4
122	в него	1	4
123	этот вопрос	1	4
124	только на	1	4
125	в конце	13	4
126	содержание и	1	4
127	должен был	3	4
128	от того	1	4
129	прежде всего	6	4
130	которых мы	1	4
131	уже давно	2	4
132	в частности	2	4
133	о чем	6	4
134	имеет дело	1	4
135	в результате	5	4
136	нервной энергии	1	4
137	от него	1	4
138	и все	7	4
139	а в	11	4
140	не есть	4	4
141	сам по	2	3
142	в их	2	3
143	по его	1	3
144	той же	4	3
145	мы не	2	3
146	и о	4	3
147	и на	4	3
148	первый план	2	3
149	он говорит	1	3
150	мы сейчас	3	3
151	как в	3	3
152	и наконец	4	3
153	самое важное	1	3
154	в которой	4	3
155	из этих	3	3
156	на его	4	3
157	он не	4	3
158	так например	1	3
159	можно было	2	3
160	об этом	6	3
161	это не	2	3
162	т д	1	3
163	меньше всего	1	3
164	ни в	7	3
165	мы с	4	3
166	в этих	4	3
167	бы мы	1	3
168	но он	3	3
169	вовсе не	4	3
170	есть нечто	2	3
171	с теми	1	3
172	самого начала	1	3
173	но только	1	3
174	учения о	3	3
175	этом отношении	1	3
176	в каком	1	3
177	не могут	1	3
178	данном случае	2	3
179	с самого	1	3
180	так в	1	3
181	так и	5	3
182	времени и	1	3
183	что и	3	3
184	что здесь	1	3
185	мне кажется	1	3
186	тот же	5	3
187	которое мы	1	3
188	так что	5	3
189	с двумя	1	3
190	для него	9	3
191	т п	1	3
192	у него	19	3
193	со стороны	4	3
194	чем у	1	3
195	на этот	4	3
196	была бы	1	3
197	с которым	2	3
198	под влиянием	3	3
199	в данном	3	3
200	в той	2	3
201	это есть	1	3
202	как из	1	3
203	дело и	1	3
204	для нас	7	3
205	целый ряд	1	3
206	мы должны	4	3
207	хотя бы	3	3
208	в свою	3	3
209	в трех	2	3
210	и другие	1	3
211	по поводу	4	3
212	это в	3	3
213	к этому	6	3
214	в таком	3	3
215	от этой	1	2
216	того же	5	2
217	в сердце	1	2
218	отношения между	1	2
219	по преимуществу	1	2
220	и до	2	2
221	что эти	2	2
222	едва ли	3	2
223	с таким	1	2
224	отношения к	3	2
225	а как	1	2
226	что между	1	2
227	он как	1	2
228	время как	2	2
229	но она	1	2
230	что иное	1	2
231	и он	4	2
232	он был	6	2
233	иное как	1	2
234	с его	4	2
235	во всех	3	2
236	совсем не	4	2
237	себе и	2	2
238	отличие от	3	2
239	его на	3	2
240	с этим	5	2
241	яснее и	2	2
242	перед нами	1	2
243	нам кажется	3	2
244	что по	1	2
245	в противоположность	1	2
246	и хотя	2	2
247	он в	1	2
248	все эти	5	2
249	в нашем	1	2
250	еще один	2	2
251	но его	2	2
252	как он	2	2
253	и вот	3	2
254	том чтобы	2	2
255	но все	2	2
256	и дальше	1	2
257	и с	14	2
258	говорил что	1	2
259	в глазах	1	2
260	из них	1	2
261	все равно	1	2
262	к которым	1	2
263	говорится о	2	2
264	чем в	1	2
265	должно быть	3	2
266	и того	1	2
267	на первый	2	2
268	бы на	1	2
269	и при	2	2
270	это делает	1	2
271	в письме	8	2
272	в котором	5	2
273	с точки	3	2
274	он дает	2	2
275	в отличие	3	2
276	в которых	1	2
277	и под	1	2
278	в отношении	3	2
279	с которой	2	2
280	от нас	2	2
281	в то	9	2
282	дело в	3	2
283	того как	2	2
284	что их	1	2
285	к этим	2	2
286	в полной	1	2
287	во всем	1	2
288	все то	1	2
289	есть только	1	2
290	ли не	1	2
291	которого мы	1	2
292	такое что	1	2
293	смерти в	1	2
294	в себя	1	2
295	на том	1	2
296	не с	1	2
297	еще в	2	2
298	когда в	1	2
299	и даже	10	2
300	ничего не	2	2
301	и та	1	2
302	но мы	1	2
303	не имеем	1	2
304	можно сказать	4	2
305	пор пока	1	2
306	но во	1	2
307	которые он	1	2
308	и можно	2	2
309	тех пор	1	2
310	как например	1	2
311	этом смысле	1	2
312	быть и	1	2
313	что даже	1	2
314	это очень	1	2
315	вернее сказать	1	2
316	в качестве	1	2
317	связи с	8	2
318	ни одного	1	2
319	в прежней	1	2
320	в душе	1	2
321	мы знаем	4	2
322	мы находим	2	2
323	в одном	1	2
324	само по	2	2
325	даже и	3	2
326	это будет	1	2
327	деле если	1	2
328	до конца	7	2
329	нечто такое	1	2
330	это значит	2	2
331	характера и	1	2
332	над ним	1	2
333	в течение	5	2
334	по существу	3	2
335	с этой	4	2
336	этом случае	1	2
337	все это	5	2
338	что касается	3	2
339	которых он	1	2
340	то о	1	2
341	и ни	1	2
342	конце концов	3	2
343	же в	2	2
344	до тех	1	2
345	между ними	1	2
346	не что	1	2
347	бы его	2	2
348	из этого	5	2
349	себе не	1	2
