N	3gram	Bakhtin_Pr_1	Problemy
1	и т п	13	9
2	с точки зрения	6	8
3	в большинстве случаев	5	8
4	до сих пор	1	7
5	по отношению к	19	5
6	то же время	3	5
7	с самим собою	1	5
8	в то же	3	5
9	и не может	2	4
10	в отличие от	5	4
11	не может быть	11	4
12	в самом деле	3	4
13	и т д	1	4
14	к себе самому	1	3
15	можно было бы	3	3
16	как мы увидим	3	3
17	с другой стороны	4	3
18	но в то	1	3
19	той или иной	2	3
20	как и в	1	3
21	хотя и не	1	2
22	то есть я	1	2
23	в художественном творчестве	9	2
24	в настоящее время	1	2
25	в этом смысле	3	2
26	в творчестве достоевского	1	2
27	на этот вопрос	1	2
28	может быть и	1	2
29	то время как	1	2
30	тем не менее	3	2
31	в него как	1	2
32	в то время	1	2
33	никогда не может	2	2
34	на то что	1	2
35	в узком смысле	1	2
36	человека и его	1	2
37	о том как	1	1
38	действительно может иметь	1	1
39	в этом его	1	1
40	а между тем	1	1
41	а следовательно и	1	1
42	но в большинстве	1	1
43	иметь в виду	1	1
44	то есть не	1	1
45	а вовсе не	1	1
46	в виду что	1	1
47	дело в том	1	1
48	в этом последнем	1	1
49	одна из важнейших	1	1
50	также и в	1	1
51	в том и	1	1
52	в этом глубокое	1	1
53	то же самое	2	1
54	в том же	2	1
55	одной стороны и	1	1
56	самим собою и	1	1
57	всех его разновидностях	2	1
58	это в корне	1	1
59	и во всех	2	1
60	и в других	1	1
61	хотя бы и	1	1
62	сами по себе	1	1
63	бы ни было	1	1
64	бы то ни	3	1
65	но и в	2	1
66	между тем как	5	1
67	для понимания же	1	1
68	резко отличается от	1	1
69	смысле слова и	1	1
70	и не в	1	1
71	в значительной степени	1	1
72	со всеми его	1	1
73	может служить и	1	1
74	его как целое	1	1
75	не в его	1	1
76	дело идет о	1	1
77	себе и не	1	1
78	то ни было	2	1
79	человека из подполья	1	1
80	не о том	1	1
81	с одной стороны	3	1
82	мы здесь не	2	1
83	им и не	1	1
84	смысле этого слова	1	1
85	в связи с	1	1
86	отношению к нему	1	1
87	как мы это	1	1
88	не входит в	4	1
89	в равной степени	1	1
90	и в их	1	1
91	дело конечно не	1	1
92	в нем не	1	1
93	к своему предмету	1	1
94	становится как бы	1	1
95	не должна быть	1	1
96	конечно совершенно невозможно	1	1
97	в следующей главе	1	1
98	со словом в	1	1
99	нее она не	1	1
100	о которых мы	1	1
101	том и в	1	1
102	и в том	1	1
103	бы не было	1	1
104	для историка литературы	1	1
105	еще нет здесь	1	1
106	ней в ее	1	1
107	за их пределы	2	1
108	художественном творчестве не	1	1
109	так и в	2	1
110	как бы вбирает	1	1
111	на самом деле	3	1
112	может быть лишь	1	1
113	вовсе не как	1	1
114	то что не	1	1
115	мы можем сказать	2	1
116	каково бы ни	1	1
117	как бы уже	1	1
118	не может стать	1	1
119	можно сказать что	2	1
120	в известной степени	2	1
121	если бы не	1	1
122	в другом случае	1	1
123	и со всею	1	1
124	как мы уже	1	1
125	таким образом и	1	1
126	и его значение	1	1
127	конечно не в	1	1
128	мы будем рассматривать	1	1
129	и в нем	3	1
130	возникнет вопрос о	1	1
131	слово он получает	1	1
132	во всех его	4	1
133	в том что	3	1
134	можем сказать что	1	1
135	и в другом	1	1
