N	2gram	Bakhtin_Fr_2	Komedia
1	и в	49	22
2	том что	4	12
3	в г	3	11
4	но и	13	11
5	в том	3	11
6	не только	17	10
7	в то	6	10
8	из них	3	10
9	как и	11	9
10	может быть	5	9
11	таким образом	7	8
12	должны были	1	8
13	о том	3	8
14	и его	17	8
15	в одном	3	8
16	и не	15	8
17	в этой	10	7
18	и других	3	7
19	то же	7	6
20	и по	1	6
21	не в	1	6
22	в отношении	2	6
23	ни в	3	6
24	в конце	2	6
25	одного из	2	6
26	что он	3	6
27	такого рода	2	6
28	к тому	1	6
29	а в	4	6
30	в которой	1	6
31	что в	2	6
32	до нас	8	5
33	в истории	6	5
34	как в	1	5
35	на его	2	5
36	при этом	5	5
37	во время	12	5
38	потому что	1	5
39	мы встречаем	1	5
40	так и	6	5
41	еще в	2	5
42	и даже	2	5
43	один из	7	5
44	уже в	5	5
45	в его	18	5
46	прежде всего	19	5
47	о которых	1	5
48	с другой	4	5
49	нового времени	4	5
50	все это	9	5
51	другой стороны	3	5
52	время от	1	4
53	что они	2	4
54	но в	4	4
55	в нем	9	4
56	и вот	3	4
57	в другом	2	4
58	г в	1	4
59	на протяжении	7	4
60	известно что	1	4
61	несмотря на	3	4
62	точки зрения	6	4
63	в котором	1	4
64	в их	2	4
65	так как	6	4
66	как мы	7	4
67	можно судить	1	4
68	же время	6	4
69	так в	3	4
70	ясно что	1	4
71	что и	1	4
72	в качестве	2	4
73	мы можем	2	4
74	тем что	4	4
75	именно в	6	4
76	и особенно	3	4
77	конце концов	1	4
78	же в	3	4
79	по поводу	2	4
80	к этому	1	4
81	новое время	1	3
82	в тех	2	3
83	перед лицом	2	3
84	в году	13	3
85	и о	4	3
86	и на	17	3
87	в чем	1	3
88	с одной	3	3
89	в этом	15	3
90	все же	7	3
91	хотя и	2	3
92	и как	1	3
93	в целом	1	3
94	на то	2	3
95	главным образом	1	3
96	да и	3	3
97	он не	1	3
98	и еще	2	3
99	здесь мы	1	3
100	и с	6	3
101	его в	1	3
102	первую очередь	1	3
103	в vii	2	3
104	в них	13	3
105	и ее	1	3
106	место в	3	3
107	не менее	1	3
108	даже в	3	3
109	по отношению	1	3
110	того как	2	3
111	к этим	3	3
112	ничего не	2	3
113	этом отношении	3	3
114	могут быть	2	3
115	и сам	1	3
116	во второй	1	3
117	после того	1	3
118	там же	2	3
119	в частности	1	3
120	и одновременно	1	3
121	в образе	1	3
122	тот же	5	3
123	одной из	2	3
124	только в	13	3
125	комедии и	1	3
126	и у	1	3
127	в виде	1	3
128	в начале	5	3
129	за счет	2	3
130	отношение к	8	3
131	у него	2	3
132	как раз	1	3
133	после смерти	1	3
134	к которому	1	3
135	все более	1	3
136	в честь	1	3
137	так же	2	3
138	по своему	1	3
139	одной стороны	3	3
140	в течение	3	3
141	не мог	1	3
142	здесь в	6	3
143	всего в	1	3
144	в более	1	3
145	его творчества	3	3
146	и все	3	3
147	все остальные	1	3
148	отношению к	1	3
149	как известно	2	2
150	того же	1	2
151	тех же	2	2
152	к эпохе	1	2
153	здесь и	1	2
154	видеть в	2	2
155	из всех	1	2
156	г как	1	2
157	в сущности	8	2
158	в древности	1	2
159	он был	2	2
160	к году	2	2
161	за пределы	2	2
162	относится к	5	2
163	чем же	1	2
164	независимо от	1	2
165	что к	1	2
166	что касается	2	2
167	наиболее ярких	1	2
168	что по	1	2
169	к числу	2	2
170	в противоположность	2	2
171	со своей	1	2
172	в самом	3	2
173	раз в	3	2
174	в себе	4	2
175	только один	1	2
176	в первую	2	2
177	в силу	1	2
178	на этом	1	2
179	к г	1	2
180	связанные с	2	2
181	на все	3	2
182	было бы	3	2
183	в новое	2	2
184	для них	2	2
185	были в	2	2
186	мы видели	3	2
187	была уже	1	2
188	и комедии	1	2
189	и без	2	2
190	всяком случае	2	2
191	почти не	1	2
192	и самого	1	2
193	но он	6	2
194	правда в	1	2
195	одна из	4	2
196	в форму	1	2
197	к ней	2	2
198	и теперь	1	2
199	в области	4	2
200	протяжении всего	5	2
201	указывает на	1	2
202	для себя	1	2
203	сорок лет	1	2
204	с ее	3	2
205	второй половине	1	2
206	первой половине	1	2
207	в себя	6	2
208	поэтому мы	1	2
209	времени и	6	2
210	для этого	1	2
211	образом в	1	2
212	и здесь	1	2
213	и во	4	2
214	выступает с	1	2
215	в форме	4	2
216	еще не	2	2
217	именно на	2	2
218	в эти	1	2
219	из которых	1	2
220	этом что	1	2
221	вернуться к	1	2
222	мы знаем	1	2
223	вовсе не	10	2
224	до сих	4	2
225	еще и	1	2
226	на которые	1	2
227	до конца	2	2
228	из наиболее	2	2
229	одну из	2	2
230	этой же	1	2
231	не может	7	2
232	вместе с	2	2
233	но не	5	2
234	осмеяния и	1	2
235	это были	1	2
236	в широких	1	2
237	его творчество	1	2
238	их было	1	2
239	пародии в	1	2
240	к нему	3	2
241	сих пор	4	2
242	но это	2	2
243	будто бы	1	2
244	источником для	1	2
245	то что	6	2
246	в свою	1	2
247	из своей	2	2
248	ее в	2	2
249	в своих	4	2
250	во всяком	2	2
251	все что	2	2
252	изобилия и	1	1
253	также и	3	1
254	на самом	2	1
255	по времени	1	1
256	тем же	1	1
257	в подземное	1	1
258	мировоззрения и	1	1
259	в нашу	1	1
260	и за	2	1
261	же образ	1	1
262	одним из	2	1
