N	3gram	Tiupa_Anal_3	Istorich
1	с другой стороны	5	8
2	не только в	1	5
3	о том что	5	5
4	с одной стороны	2	4
5	в тех случаях	1	4
6	тем не менее	2	4
7	в том что	7	4
8	в ответ на	2	3
9	с этой стороны	1	3
10	не может быть	1	3
11	в данном случае	3	3
12	тех случаях когда	1	3
13	дело не в	1	3
14	на этот вопрос	1	2
15	и здесь мы	1	2
16	до сих пор	1	2
17	здесь мы имеем	1	2
18	в том чтобы	1	2
19	так и в	1	2
20	а в том	2	2
21	как и в	4	2
22	что и в	1	2
23	к этому же	1	1
24	хотя и не	1	1
25	с точки зрения	2	1
26	а не с	1	1
27	по отношению к	7	1
28	и может быть	1	1
29	в самом деле	1	1
30	и в особенности	1	1
31	с тех пор	1	1
32	в частности и	1	1
33	в этом случае	1	1
34	и он же	1	1
35	но они же	1	1
36	в чистом виде	1	1
37	в зависимости от	1	1
38	сама по себе	2	1
39	что он не	1	1
40	в большинстве случаев	1	1
41	что мы знаем	1	1
42	своего отца и	1	1
43	как если бы	1	1
44	тогда как в	1	1
45	на передний план	1	1
46	в самом начале	1	1
47	легко может быть	1	1
48	и тот же	1	1
49	имеем дело с	1	1
50	в связи с	1	1
51	один и тот	1	1
52	но с другой	1	1
53	в этом же	1	1
54	тем что у	1	1
55	вопрос о том	1	1
56	мысль о том	1	1
57	ту или иную	1	1
58	и вступает в	1	1
59	как и сам	1	1
60	совершенно очевидно что	2	1
61	в противоречие с	1	1
62	о чем речь	2	1
