N	3gram	Bakhtin_Pr_1	VerxiiNi
1	с точки зрения	15	6
2	во всяком случае	3	6
3	до сих пор	2	5
4	по крайней мере	2	5
5	друг с другом	3	5
6	для того чтобы	2	5
7	о том что	2	4
8	но все же	1	4
9	точно так же	1	3
10	в конце концов	4	3
11	так же как	1	3
12	всяком случае не	1	3
13	в том что	7	3
14	то же самое	1	2
15	в этом отношении	5	2
16	с этой точки	1	2
17	может быть и	1	2
18	то ни было	2	2
19	по сравнению с	1	2
20	то что он	1	2
21	бы то ни	3	2
22	то же время	7	2
23	этой точки зрения	1	2
24	с самого начала	2	2
25	можно сказать что	2	2
26	в то же	7	2
27	и в этом	3	2
28	и в сущности	1	1
29	даже там где	1	1
30	и есть то	1	1
31	мира должна была	1	1
32	притом не только	1	1
33	по отношению к	11	1
34	в самом деле	2	1
35	и люди и	1	1
36	своей индивидуальности и	1	1
37	а следовательно и	1	1
38	и в то	3	1
39	до известной степени	1	1
40	сами по себе	3	1
41	его мировоззрения в	1	1
42	что все эти	1	1
43	а вместе с	1	1
44	в то что	1	1
45	в этот период	1	1
46	перестает быть тем	1	1
47	которые могли бы	1	1
48	найти в нем	1	1
49	может быть по	1	1
50	в данном случае	2	1
51	не потому что	2	1
52	в первом случае	1	1
53	но в то	2	1
54	это однако не	1	1
55	на задний план	1	1
56	смысле этого слова	1	1
57	и не могут	1	1
58	в отличие от	2	1
59	не в том	1	1
60	а не как	3	1
61	мы уже говорили	1	1
62	тем или иным	1	1
63	один из этих	1	1
64	друг к другу	1	1
65	с другой стороны	2	1
66	как бы в	2	1
67	из этих трех	1	1
68	не совпадает с	1	1
69	а в том	1	1
70	только то что	2	1
71	у него в	1	1
72	и в новом	1	1
73	не может быть	3	1
74	но с другой	1	1
75	в то время	2	1
76	так и в	1	1
77	это и есть	3	1
78	в одном из	2	1
79	и никогда не	1	1
80	не только не	1	1
81	и превращается в	1	1
82	он как бы	1	1
83	что и у	1	1
84	том что все	1	1
85	и не потому	1	1
86	то есть о	1	1
87	он в конце	1	1
88	мы видим что	1	1
89	их он может	1	1
90	что и в	1	1
91	и только в	1	1
92	именно потому что	2	1
