N	3gram	Tiupa_Disk_1	Psycholo
1	в том что	13	17
2	с точки зрения	1	10
3	заключается в том	1	10
4	не может быть	3	8
5	на то что	1	6
6	то же самое	2	6
7	на самом деле	1	5
8	до сих пор	1	5
9	в этом отношении	1	5
10	том случае если	1	4
11	сам по себе	1	4
12	в том случае	1	4
13	в данном случае	2	4
14	тем не менее	1	4
15	о том что	5	4
16	только в том	2	4
17	том что он	1	3
18	сами по себе	2	3
19	в том чтобы	2	3
20	в конечном счете	1	3
21	несмотря на все	1	3
22	том что в	2	2
23	состоит в том	2	2
24	подобно тому как	2	2
25	в том и	1	2
26	он не может	1	2
27	и не может	1	2
28	что он не	1	2
29	как и в	1	2
30	не в том	3	2
31	тому или иному	1	2
32	каждый из них	1	2
33	одни и те	1	2
34	во всяком случае	1	2
35	при этом как	1	2
36	и в том	1	2
37	то же время	4	2
38	в свою очередь	3	2
39	того или иного	1	2
40	и те же	1	2
41	с другой стороны	3	2
42	в то же	3	2
43	только потому что	1	2
44	то все же	1	1
45	и того же	2	1
46	и может быть	1	1
47	и даже к	1	1
48	потому что в	1	1
49	при всем желании	1	1
50	чувства как бы	1	1
51	и даже не	1	1
52	в этом смысле	1	1
53	может быть признано	1	1
54	свидетельствует о том	1	1
55	о том как	1	1
56	в этом случае	1	1
57	что же касается	2	1
58	в таком случае	1	1
59	в отличие от	4	1
60	что далеко не	1	1
61	аналогично тому как	1	1
62	только то что	1	1
63	что не только	1	1
64	что в них	1	1
65	а с другой	3	1
66	в основе своей	2	1
67	в противном случае	1	1
68	по крайней мере	2	1
69	вместе с тем	1	1
70	по аналогии с	1	1
71	одно и то	1	1
72	между тем столь	1	1
73	не согласиться с	1	1
74	одного сознания к	1	1
75	едва ли не	2	1
76	от одного сознания	1	1
77	а не только	2	1
78	с одной стороны	9	1
79	как отмечал еще	1	1
80	же самое можно	1	1
81	при этом он	1	1
82	и то же	1	1
83	не более чем	2	1
84	но при этом	3	1
85	как будто бы	1	1
86	они принадлежат к	1	1
87	имеем дело с	1	1
88	в связи с	1	1
89	а не как	1	1
90	случае если оно	1	1
91	а потому и	1	1
92	к той же	1	1
93	может быть определена	2	1
94	в свое время	1	1
95	до наших дней	1	1
96	по себе не	2	1
97	более или менее	2	1
98	могут быть обнаружены	1	1
99	к тому или	1	1
100	могут возникать и	1	1
101	дело не с	1	1
102	на этом основании	1	1
103	с самого начала	1	1
104	легко заметить что	1	1
105	сознания к другому	1	1
106	можно сказать что	2	1
107	образом свидетельствует о	1	1
108	одного и того	2	1
109	может и не	1	1
110	именно в этой	1	1
111	и должны быть	1	1
112	к разного рода	1	1
113	за тридевять земель	1	1
114	в другом случае	1	1
115	то что и	1	1
116	то что они	1	1
117	к одному и	1	1
118	дело с двумя	1	1
