N	2gram	Losev_Dial_1	VrazhdaK
1	не только	13	9
2	в этом	12	8
3	и в	18	8
4	и что	12	8
5	но и	7	7
6	и все	3	7
7	то что	13	7
8	что в	13	7
9	все же	5	6
10	но в	6	6
11	в нем	16	6
12	как и	2	6
13	в котором	4	6
14	и с	5	6
15	и даже	13	6
16	– это	9	6
17	то же	10	5
18	об этом	4	5
19	в то	6	5
20	же время	4	5
21	между тем	1	5
22	у него	1	5
23	не было	6	5
24	и не	30	5
25	в ней	3	4
26	что он	11	4
27	при этом	1	4
28	это не	9	4
29	несмотря на	10	4
30	все это	11	4
31	в виду	5	4
32	с ним	6	4
33	о том	4	4
34	для нас	1	4
35	уже в	1	4
36	может быть	17	4
37	как бы	11	4
38	так же	4	4
39	речь идет	1	3
40	я не	5	3
41	в чем	6	3
42	в своем	5	3
43	и как	7	3
44	на то	5	3
45	его в	1	3
46	он не	3	3
47	далеко не	1	3
48	и уже	1	3
49	том что	9	3
50	но он	1	3
51	и его	1	3
52	связи с	1	3
53	и о	3	3
54	что у	1	3
55	в его	3	3
56	в том	9	3
57	и у	2	3
58	в конце	4	3
59	в связи	1	3
60	о себе	1	3
61	наряду с	1	3
62	т е	25	3
63	к этому	2	3
64	отношения к	3	2
65	же как	2	2
66	и то	9	2
67	и он	5	2
68	он сам	5	2
69	столь же	1	2
70	но как	2	2
71	отнюдь не	9	2
72	в той	1	2
73	его на	1	2
74	в этой	1	2
75	в себе	11	2
76	после этого	1	2
77	таким образом	1	2
78	в одну	3	2
79	в мире	2	2
80	мне и	1	2
81	в них	3	2
82	а с	2	2
83	сказал он	1	2
84	на первый	1	2
85	точки зрения	17	2
86	в своей	2	2
87	с точки	12	2
88	место в	1	2
89	не менее	2	2
90	в меня	1	2
91	никогда не	9	2
92	его с	3	2
93	на это	1	2
94	и это	2	2
95	же не	1	2
96	так в	1	2
97	еще не	2	2
98	а также	1	2
99	тем более	2	2
100	об их	1	2
101	уже не	2	2
102	при помощи	1	2
103	из них	2	2
104	для него	2	2
105	отношение к	5	2
106	к ним	2	2
107	как раз	4	2
108	как же	5	2
109	с которым	1	2
110	о чем	2	2
111	не может	12	2
112	вместе с	1	2
113	в него	2	2
114	но это	8	2
115	что я	3	2
116	а в	5	2
117	а между	1	1
118	как известно	1	1
119	можно говорить	2	1
120	также и	7	1
121	от вас	1	1
122	что образ	1	1
123	к своей	1	1
124	это и	4	1
125	и есть	16	1
126	по преимуществу	1	1
127	над которым	1	1
128	уже по	1	1
129	в их	3	1
130	по его	1	1
131	вы не	1	1
132	той же	1	1
133	вот она	1	1
134	что уже	2	1
135	он как	1	1
136	говорить о	5	1
137	в полной	2	1
138	намеком на	1	1
139	и тонко	1	1
140	утверждаю что	5	1
141	за него	1	1
142	совсем не	1	1
143	но не	4	1
144	заметим что	1	1
145	в сторону	1	1
146	всего он	1	1
147	если в	3	1
148	наука может	2	1
149	ничуть не	2	1
150	в оценке	1	1
151	что они	3	1
152	и я	1	1
153	из которого	1	1
154	первый взгляд	1	1
155	же с	1	1
156	как в	2	1
157	с этим	2	1
158	только об	1	1
159	дает нам	1	1
160	по которому	1	1
161	что как	2	1
162	что ее	1	1
163	и наконец	1	1
164	себе не	5	1
165	и отчасти	1	1
166	то в	7	1
167	нему с	1	1
168	в самом	3	1
169	общего ни	1	1
170	что это	11	1
171	мы получаем	2	1
172	не был	2	1
173	что же	3	1
174	только два	1	1
175	выражение в	1	1
176	и холодным	1	1
177	тому же	2	1
178	как он	4	1
179	он всегда	2	1
180	не могла	1	1
181	да и	6	1
182	которой не	3	1
183	всех этих	3	1
184	же это	3	1
185	в силу	1	1
186	сказал что	2	1
187	что ни	3	1
188	и этот	1	1
189	людей и	1	1
190	одно и	4	1
191	это конечно	2	1
192	не будет	1	1
193	есть все	1	1
194	это было	2	1
195	заключается в	1	1
196	дома и	1	1
197	было бы	12	1
198	в жизни	1	1
