N	3gram	Bakhtin_Pr_2	Vladivir
1	в том что	4	9
2	в то время	1	6
3	тем не менее	1	6
4	что же касается	1	5
5	в письме к	1	4
6	по крайней мере	2	4
7	дело в том	1	3
8	более или менее	1	3
9	с точки зрения	9	3
10	в отличие от	1	3
11	в то же	3	3
12	в конце концов	3	3
13	то что он	1	3
14	у него в	1	3
15	то же время	3	3
16	о том что	3	3
17	хотя и не	1	2
18	сказать что в	1	2
19	на то что	2	2
20	и до конца	4	2
21	нам кажется что	1	2
22	как мы сказали	3	2
23	можно было бы	1	2
24	в данном случае	1	2
25	не только в	1	2
26	начала и до	2	2
27	само по себе	2	2
28	с начала и	2	2
29	и в его	3	2
30	как мы видели	3	2
31	вместе с достоевским	1	1
32	в которой он	1	1
33	оно может быть	1	1
34	в том числе	2	1
35	он не только	2	1
36	в этом случае	1	1
37	и для него	1	1
38	он не может	1	1
39	как раз и	1	1
40	сознании и в	1	1
41	до сих пор	2	1
42	по существу своему	1	1
43	я говорю о	1	1
44	у него не	1	1
45	а может быть	2	1
46	не было бы	1	1
47	в этом отношении	2	1
48	что человек не	1	1
49	на этот вопрос	1	1
50	почти никогда не	1	1
51	на первом плане	1	1
52	что все это	1	1
53	о жизни и	1	1
54	в ней не	1	1
55	говорит в письме	1	1
56	в самом начале	3	1
57	но в то	3	1
58	сколько потому что	1	1
59	в высшей степени	1	1
60	с ним не	1	1
61	был не только	1	1
62	и как бы	2	1
63	то время как	1	1
64	все это очень	1	1
65	из них не	1	1
66	это конечно не	1	1
67	и в том	2	1
68	не может быть	6	1
69	в свое время	2	1
70	что же это	1	1
71	по себе не	1	1
72	далеко не все	1	1
73	то что я	1	1
74	во всех своих	1	1
75	ничего общего с	1	1
76	как будто и	1	1
77	но тем не	1	1
78	но только в	1	1
79	с самого начала	1	1
80	своей жизни и	2	1
81	в самом деле	3	1
82	но все же	2	1
83	же это за	1	1
84	можно сказать что	2	1
85	нужно сказать что	1	1
86	в этом смысле	5	1
87	уже не только	1	1
88	в его сознании	1	1
89	для того чтобы	1	1
90	может быть в	1	1
91	к тому же	1	1
92	уже с самого	1	1
