N	3gram	Potebnia_M_3	Psycholo
1	в самом деле	1	18
2	на то что	1	12
3	в том что	16	11
4	и в самом	2	10
5	то же самое	1	8
6	для того чтобы	3	8
7	все то что	1	6
8	заключается в том	1	6
9	до сих пор	3	5
10	и т п	2	5
11	с одной стороны	3	5
12	с другой стороны	4	5
13	и т д	3	4
14	до такой степени	1	3
15	и то и	1	3
16	и то что	1	3
17	о том что	1	3
18	то и другое	1	3
19	если бы она	1	2
20	на самом деле	1	2
21	только в том	3	2
22	и та же	1	2
23	только то что	1	2
24	мы старались показать	1	2
25	вместе с тем	4	2
26	одно и то	5	2
27	то время как	1	2
28	и заставляет нас	1	2
29	в данном случае	1	2
30	может быть не	1	2
31	смысле этого слова	7	2
32	между тем в	1	2
33	и то же	5	2
34	не в том	5	2
35	потому что они	1	2
36	вовсе не в	1	2
37	мы не можем	2	2
38	в то время	4	2
39	в свою очередь	3	2
40	к тому что	2	2
41	в том смысле	3	2
42	было бы совершенно	1	2
43	как мы видели	1	2
44	то все же	1	1
45	том что она	1	1
46	в том виде	1	1
47	потому что он	3	1
48	таким образом что	1	1
49	и столь же	1	1
50	того что в	1	1
51	потому что в	1	1
52	в одном слове	1	1
53	к одной и	1	1
54	это было бы	1	1
55	более или менее	3	1
56	и может быть	2	1
57	потому что только	1	1
58	не могут понять	1	1
59	что без нее	1	1
60	что для него	1	1
61	нам кажется что	1	1
62	том что оно	2	1
63	каждого из них	1	1
64	в силу того	1	1
65	и что только	2	1
66	что он не	3	1
67	в нем же	1	1
68	в том случае	1	1
69	этом можно убедиться	1	1
70	представить себе что	1	1
71	в этом отношении	2	1
72	что не только	1	1
73	и если бы	1	1
74	дело вовсе не	1	1
75	на каждом шагу	1	1
76	заключает в себе	5	1
77	несмотря на свою	1	1
78	из них порознь	1	1
79	меня то что	2	1
80	бы она не	1	1
81	и что в	1	1
82	к этому что	1	1
83	бы в том	1	1
84	том что как	1	1
85	она действительно должна	1	1
86	та и другая	1	1
87	не зависит от	1	1
88	в себе больше	1	1
89	прибавим к этому	1	1
90	для меня то	2	1
91	кажется уже не	1	1
92	это возможно и	1	1
93	видно уже из	1	1
94	что все эти	1	1
95	одна и та	1	1
96	может быть названо	1	1
97	и между тем	2	1
98	в этом можно	1	1
99	заключать в себе	1	1
100	и той же	2	1
101	то же слово	2	1
102	а между тем	2	1
103	самом деле в	1	1
104	бросается в глаза	1	1
105	один и тот	1	1
106	с таким образом	1	1
107	в этом рассказе	1	1
108	что то же	1	1
109	а в том	5	1
110	здесь не только	1	1
111	с но и	1	1
112	том смысле что	1	1
113	каждого из этих	1	1
114	в том чтобы	2	1
115	что в ней	2	1
116	будто мы не	1	1
117	если бы мы	1	1
118	не только не	2	1
119	другой стороны чем	1	1
120	не есть еще	2	1
121	можно сказать что	2	1
122	с тем и	2	1
123	смысле то есть	1	1
124	один из его	1	1
125	таким образом и	1	1
126	по этому поводу	1	1
127	одной и той	2	1
128	так что в	1	1
129	не в силу	1	1
130	того как мы	1	1
131	не может быть	3	1
132	в разговоре с	1	1
133	потому что эта	1	1
134	подобно тому как	2	1
135	к тому же	1	1
136	и тот же	1	1
137	но этого мало	1	1
