N	2gram	Losev_Prob_1	TeoriaLi
1	не только	17	18
2	в качестве	2	17
3	и не	31	16
4	а в	4	14
5	и в	32	13
6	то есть	33	12
7	так и	12	12
8	может быть	14	12
9	в этом	19	11
10	при этом	6	11
11	в том	9	11
12	но не	9	10
13	и его	3	10
14	а не	15	10
15	то же	10	9
16	в его	6	9
17	такого рода	7	8
18	сводится к	1	8
19	в душе	1	8
20	но и	9	8
21	что в	12	8
22	в себе	15	7
23	том что	12	7
24	точки зрения	3	7
25	в то	6	7
26	по своей	1	7
27	только в	7	7
28	себя в	1	7
29	как это	6	7
30	в данном	9	7
31	еще не	9	6
32	с его	2	6
33	но в	14	6
34	лишь в	1	6
35	место в	1	6
36	как бы	14	6
37	мы имеем	2	5
38	данном случае	8	5
39	в своем	5	5
40	в самом	6	5
41	он не	3	5
42	того или	2	5
43	как и	3	5
44	я есть	1	5
45	не в	4	5
46	однако в	2	5
47	тем самым	4	5
48	в нем	13	5
49	в ее	3	5
50	в пределах	1	5
51	или иной	5	5
52	а также	4	5
53	между тем	2	5
54	не сводится	1	5
55	уже не	3	5
56	не случайно	1	5
57	с другой	3	5
58	как в	4	5
59	или иного	2	5
60	в искусстве	3	5
61	по преимуществу	2	4
62	говорить о	6	4
63	субъекта и	1	4
64	хотя и	6	4
65	то что	42	4
66	ни в	7	4
67	в своей	8	4
68	в их	4	4
69	или менее	3	4
70	не менее	19	4
71	в стихотворении	1	4
72	можно сказать	5	4
73	и ее	8	4
74	но он	3	4
75	на смену	1	4
76	не знает	1	4
77	сказать что	13	4
78	не может	8	4
79	более или	3	4
80	и то	6	3
81	например в	2	3
82	художественного произведения	1	3
83	а только	5	3
84	в акте	1	3
85	в художественном	1	3
86	перед нами	5	3
87	и к	1	3
88	в противоположность	1	3
89	все эти	8	3
90	в этой	10	3
91	он должен	2	3
92	его в	6	3
93	этом смысле	6	3
94	мог бы	1	3
95	и сам	1	3
96	в этих	3	3
97	все прочие	2	3
98	тем не	18	3
99	в отношении	3	3
100	и внешней	1	3
101	никогда не	7	3
102	как раз	13	3
103	потому что	16	3
104	той или	5	3
105	другой стороны	3	3
106	в другом	1	3
107	и что	9	3
108	входит в	4	3
109	того что	7	3
110	человека с	1	3
111	для него	2	3
112	с ее	1	3
113	на почве	1	3
114	именно в	4	3
115	прежде всего	10	3
116	и потому	2	3
117	человека к	1	3
118	по своему	9	3
119	для возникновения	1	3
120	мира в	1	3
121	таким образом	6	3
122	или в	4	3
123	в основе	1	3
124	ни к	1	3
125	я и	2	2
126	была бы	1	2
127	отношения к	1	2
128	того же	3	2
129	и это	9	2
130	тех или	3	2
131	и больше	1	2
132	но она	3	2
133	на себя	2	2
134	я не	1	2
135	в чем	3	2
136	но как	6	2
137	за пределы	6	2
138	что они	3	2
139	сама по	4	2
140	данный момент	1	2
141	и как	6	2
142	говорит что	1	2
143	это тоже	2	2
144	самом начале	1	2
145	в которой	2	2
146	образом и	2	2
147	так или	2	2
148	но на	1	2
149	и возможность	1	2
150	в году	1	2
151	или иных	2	2
152	одно и	1	2
153	об этом	10	2
154	это не	6	2
155	и тем	13	2
156	вовсе не	35	2
157	и того	2	2
158	и некоторые	1	2
159	одного и	2	2
160	с точки	3	2
161	их в	4	2
162	по себе	15	2
163	даже в	1	2
164	и одной	1	2
165	текст и	2	2
166	и притом	4	2
167	дело не	1	2
168	только не	3	2
169	мышления и	4	2
170	казалось бы	4	2
171	имеем дело	1	2
172	этих двух	1	2
173	пушкина что	2	2
174	внутренней и	1	2
175	как будто	3	2
176	и для	4	2
177	для такого	2	2
178	имеет место	1	2
179	и о	8	2
180	здесь не	7	2
181	самим собою	1	2
182	что может	2	2
183	не с	1	2
184	к его	2	2
185	мы в	3	2
186	между внутренней	1	2
187	если бы	4	2
188	в виду	6	2
189	и здесь	6	2
190	о том	11	2
191	всех подобных	1	2
192	особого рода	2	2
193	времени в	1	2
194	это было	2	2
195	к нему	3	2
196	во всех	7	2
197	или иначе	2	2
198	во втором	1	2
199	в литературе	4	2
200	известного рода	3	2
201	к числу	1	2
202	сложности и	1	2
203	к смыслу	1	2
204	тот или	1	2
205	этом что	1	2
206	в конце	6	2
207	во всей	3	2
208	и даже	11	2
209	со стороны	1	2
210	в данный	1	2
211	в области	2	2
212	а именно	12	2
213	жизни то	1	2
214	не на	3	2
215	о чем	6	2
216	вместе с	2	2
217	так же	9	2
218	и особенно	2	2
219	из которых	1	2
220	могут быть	2	2
221	к тому	3	2
222	собственно говоря	2	2
223	в художественной	1	2
224	о своем	2	2
225	в романе	1	2
226	что он	7	2
227	художественном произведении	1	1
228	а между	1	1
229	он стоит	2	1
230	также и	11	1
231	таком случае	6	1
232	начинается с	1	1
233	и есть	6	1
234	не признает	1	1
235	тем же	1	1
236	рассматриваться в	1	1
237	отношения между	1	1
238	и до	2	1
239	едва ли	2	1
240	действительности и	5	1
241	и должен	1	1
242	сливается с	1	1
243	существующая в	1	1
244	одним из	1	1
245	что даже	1	1
246	той же	1	1
247	же как	2	1
248	на первом	1	1
249	говоря и	1	1
250	вопрос о	1	1
251	чтобы не	1	1
252	со смертью	1	1
253	от всего	3	1
254	это всегда	1	1
255	общем виде	1	1
256	которое в	1	1
257	не субъективно	1	1
258	момент в	2	1
259	и на	8	1
260	как смысл	1	1
261	на их	1	1
262	бы то	1	1
263	события в	1	1
264	сомневаться не	1	1
265	проникновение в	1	1
266	он оказывается	1	1
267	совсем не	4	1
268	особенно если	1	1
269	ценность которой	1	1
270	для обозначения	4	1
271	если в	1	1
272	в комедии	2	1
273	выделены в	1	1
274	ивана карамазова	1	1
275	или иное	1	1
276	на то	8	1
277	еще один	1	1
278	отнюдь не	10	1
279	в истории	4	1
280	и объекта	1	1
281	о разных	1	1
282	встрече с	1	1
283	чего нет	1	1
284	что по	1	1
285	ее художник	1	1
286	духа и	1	1
287	здесь и	1	1
288	вещи но	3	1
289	то в	5	1
290	в условиях	1	1
291	еще на	1	1
292	что это	3	1
293	таковы например	2	1
294	за это	1	1
295	он в	2	1
296	из этих	2	1
297	тоже не	7	1
298	в известном	1	1
299	раз в	1	1
300	говорят о	2	1
301	ее как	1	1
302	если он	1	1
303	всей его	1	1
304	в наших	1	1
305	в случае	3	1
306	говоря только	1	1
307	на его	2	1
308	что она	5	1
309	равнодушна к	1	1
310	но именно	3	1
311	каждая сторона	1	1
312	отношений между	1	1
313	в силу	1	1
314	по существу	2	1
315	в первом	2	1
316	ни были	1	1
317	содержит в	7	1
318	он уже	1	1
319	чтобы в	1	1
320	можно даже	1	1
321	подобно тому	2	1
322	его можно	1	1
323	является не	2	1
324	ним на	2	1
325	по его	2	1
326	жизни всегда	1	1
327	бы они	1	1
328	то ни	1	1
329	этом втором	1	1
330	не будет	2	1
331	что все	3	1
332	тем оно	1	1
333	которыми он	1	1
334	а по	1	1
335	для своей	1	1
336	художественный образ	9	1
337	первую очередь	1	1
338	было бы	8	1
339	но их	1	1
340	закономерно и	1	1
341	делает его	2	1
342	внутреннее и	1	1
343	в них	7	1
344	нет в	1	1
345	даже сказать	1	1
346	как об	1	1
347	с тем	5	1
348	он и	8	1
349	или попросту	1	1
350	предстают перед	1	1
351	мы строим	1	1
352	остается в	1	1
353	и становится	1	1
354	себя внимание	1	1
355	но если	2	1
